Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Hi, Cynthia.",opening,,
A,What did you wear to work today?,,,
B,"Um, let's see.",,,
B,What did I wear to work today?,,,
B,"Um, actually I wore corduroy shorts with a white blouse, um, and flat shoes.",,,
A,"So, can you dress pretty casually?",major topic start,,"talking about the dress codes at work and what outfits they prefer based on weather, and the workplace"
B,"Um, on occasion. On occasion.",,,
A,Yeah.,,,
B,"Um, I do vary.",,,
B,"Um, you know, I wear suits,",,,
B,I wear skirts and sweaters.,,,
B,On occasion I can wear jeans.,,,
B,"Um, how about you?",,,
A,"Well, I, um, run a business out of my home.",,,
B,Uh-huh.,,,
A,"So I tend to get up in the morning, put on, sweats, um, do whatever I want to do with the kids, then whenever I have a meeting with a client, I'll put a suit on. And then come home and get back into regular clothes again",,,
B,Yes.,,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,"Um, you know, there's real no, no real dress code where I work.",,,
B,"Um, you see people wearing, you know, all different attire.",,,
B,"I, um, don't like to wear heels, that really tires me out.",,,
B,I work in a big building.,,,
A,Yeah.,,,
B,"So, I predominantly wear flat shoes.",,,
B,"Um, you know, in the winter I wear sweaters,",,,
B,"in summer I, you know, I like one piece dresses, short sleeves, things like that.",,,
A,"I've recently, um, tried to update my wardrobe, trying to put suits together that I can interchange, the, jackets and the blouses and all that a lot.",,,
B,Right.,,,
B,Right.,,,
A,"That's helped me a lot with having,",,,
A,"I can only have a, a limited wardrobe, since I'm only, working part-time right now.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"Um, but still, it gives it some variety. Add different blouses and scarves and belts and things like that.",,,
B,Uh-huh.,,,
B,"Right,",,,
B,"right,",,,
B,"accessories,",,,
B,uh-huh.,,,
A,What about your casual wear?,minor topic start,,talking about casual work wear
A,Do you like to wear jeans most of the time?,,,
B,"Um, yeah",,,
B,mostly.,,,
B,"I mean, at home I predominantly wear laughs while saying remainder of sweatpants and things like that, also.",,,
A,Yeah.,,,
A,"It's nice you can wear shorts, especially on a day like today when it's so hot.",,,
B,"Yeah,",,,
B,"well, they're, um, you know, they're like",,,
A,Dress shorts.,,,
B,"yeah,",,,
B,they're like black corduroy Bermuda shorts.,,,
A,Yeah.,,,
B,"And sometimes I wear a blazer with them,",,,
B,and I get really a lot of compliments on them.,,,
B,"Um, where I work is predominantly male.",,,
A,Yeah.,,,
B,"So, you know, they,",,,
B,"their attire is always the same, you know. Suits or slacks, you know, jeans, whatever.",,,
A,"Yeah,",,,
A,"but ,",,,
B,"And, um, but I'm really the only woman, I guess, at work that does that,",,,
B,but seems to work for me,,,
A,"Yeah,",,,
A,but .,,,
B,"In fact, I just bought, I, I just got a new outfit as a gift that, um,",,,
B,"it's one of those skorts,",,,
B,"you know,",,,
B,it's shorts but it looks like a skirt.,,,
A,Uh-huh.,,,
B,"So, I think that'll be good for work, too.",,,
A,"Oh, yeah.",,,
A,It'll be comfortable.,minor topic end,,
B,Yeah.,,,
B,Yeah.,,,
B,"So,",,,
A,"I guess down here, uh,",,,
A,"we just recently moved to Texas,",minor topic start,,talking about seasonal work wear
A,so my wardrobe has changed quite a bit.,,,
B,Uh-huh.,,,
A,"Um, we moved from Colorado where,",,,
A,and I have a closet full of sweaters.,,,
B,Uh-huh.,,,
A,"That,",,,
B,"Well, see, I live in Virginia.",,,
A,"You live in Virginia, now?",,,
B,Uh-huh.,,,
A,"Oh, that's interesting.",,,
B,Yeah.,,,
B,Yeah.,,,
B,"So, I'm,",,,
B,"you know, like right now, today was in about, you know, the fifties.",,,
A,Uh-huh.,,,
B,"But, um, you know, I, I do wear a lot of sweaters and things like sweater dresses.",,,
A,Yeah.,,,
A,I'd like to be able to wear those here.,,,
A,Today it's eighty-eight degrees.,,,
B,"Oh, my",,,
A,So,,,
B,Uh-huh.,,,
A,"Needless to say, my sweaters have been hung in the closet for quite a while now",,,
B,Uh-huh.,,,
A,"Today was, uh, definitely a shorts day around here.",major topic end,minor topic end,
B,Uh-huh.,,,
B,"Yeah,",,,
B,"we're still pretty much, you know, in winter, as far as that goes here.",,,
A,"This is pretty unseasonal,",,,
A,"but, uh, at least, we,",,,
A,"you know, it, it, it feels good,",,,
A,"it gets, uh,",,,
A,everybody doesn't have cabin fever today.,,,
A,"It's nice to get, out and about.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,I guess we've discussed everything there is about clothing,,,
A,Okay.,,,
A,Sounds good.,,,
B,Okay?,,,
A,It was nice talking to you.,,,
B,"Okay,",,,
B,"it was nice talking to you, also.",,,
A,Bye-bye.,,,
B,Bye-bye.,closing,,
