Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,"well, do you have a pet?",Major Topic - start,,Talk about their pets and how they feel about them
B,"I have two cats. And do, and, oh, and two fish.",,,
A,"Two cats,",,,
A,you're lucky.,,,
A,Your two fish.,,,
B,And what do you have?,,,
A,"Well, my husband,",Minor Topic - start,,"Talking about husband and pet at the same time, and how the husband likes the pet"
A,"you know, how, sometimes when you marry someone that you get along on everything except one major thing.",,,
B,"Oh, no.",,,
A,"My husband is a hunter, fisherman, outdoorsman, Marlboro type person who had to have a sporting dog.",,,
A,So we have a black Labrador.,,,
B,Ooh.,,,
A,"Beautiful, gorgeous black Labrador,",,,
A,"but to me, he belongs up in the field, you know, in the ranch, in the farm",,,
A,"and,",,,
A,"Well, because we finally negotiated that I was losing my mind, uh, he sleeps in the laundry room",,,
A,and then he goes out for the day.,,,
A,"But this, this is a beautiful dog",,,
A,and he is wonderful with our little girls,,,
A,"and he is, he's, comes from a purebred line",,,
A,"and there's nothing you could say bad about him, except that I was more of a cat or a small dog person that you could sit in the chair and cuddle.",,,
B,Right.,,,
B,Right.,,,
A,And this is huge.,,,
A,"You know, course, when he runs around the yard, he just digs,",,,
A,"he doesn't know that he's tearing up things,",,,
A,but he does.,,,
B,"Yeah,",,,
B,yeah.,,,
A,"And the worst part that I had with him, he's, he's three now was when he was, uh, about eight months old",,,
B,Uh-huh.,,,
A,"and I did not know what to expect from a dog having not had one,",,,
A,and I left him in the kitchen with the little baby gates up while I was gone for about an hour.,,,
A,And I came home,,,
A,and he had ripped my wallpaper off my wall.,,,
B,"Oh, my word.",,,
A,And it was in the floor,,,
A,and I just about lost it,,,
A,and I called,,,
A,"and I said, come home and get your dog.",,,
A,"And so, he said, well, puppies just chew when they're nervous and I, well, I wish you had told me you know,",,,
B,"Oh, dear.",,,
A,"and it was about eight months later, he ate a piece of the linoleum.",,,
A,He kept picking at it,,,
A,and I didn't,,,
A,"the, the tile in the kitchen and picked a hole in it",,,
A,"So the last thing he did was, when I had sat out a whole lot of begonias in the backyard, and he dug them all up and brought them to the porch.",,,
A,"And I told my husband,",,,
A,"I said, you know, it's either me or the dog,",,,
A,"and he looked at me like, well, you know",,,
B,Good-bye,,,
A,He loves this dog,,,
A,"and every night when he comes home from work, he hugs it and talks to him",,,
A,"and he's a good dog,",Minor Topic - end,,
A,so it's one of those things I'm just having to get used to,,,
A,and that's why I laughed when they called with the topic.,,,
A,"I thought, oh, boy, do I have a pet",,,
A,"But, I, I grew up with cats",,,
A,"and I'm very comfortable,",,,
B,I love my cats.,,,
A,Yeah.,,,
B,I had one cat for eighteen years.,Minor Topic - start,,Description of the old cat
B,I got her when I lived in Hawaii.,,,
A,Oh.,,,
B,Before I even got married I had my cat.,,,
A,She's old.,,,
B,"Well, she, I had to have her put to sleep last June.",,,
A,Isn't she?,,,
A,"Oh, I started to say",,,
A,then you broke your heart.,,,
B,"Oh, it was awful,",,,
B,it was just awful.,,,
A,Oh.,,,
B,"But, and she just sat there on my lap, you know.",,,
A,Oh.,,,
B,"She just, just waited",,,
B,"and,",,,
A,Bless your heart.,,,
B,"Oh, it was awful.",,,
A,That makes me feel so bad.,,,
B,"But her hair,",Minor Topic - end,,
B,"but the bad thing was, though, she would pee in my husband's shoes.",Off topic - start,,About cat and it's peeing in husband's shoes
A,Yeah.,,,
A,"Oh, no",,,
B,"You know, and she just liked his shoes",,,
B,and he'd have these dress hundred dollar shoes.,,,
A,Oh.,,,
A,"Oh, no",,,
B,"Oh, it was just bad.",,,
B,And my closet,,,
B,"and it was, oh, something.",,,
A,"Oh, that's awful,",,,
A,I never heard of that before.,,,
B,"Oh, it was terrible.",,,
B,"And once she did it, you know, then she would, I mean, she wouldn't,",,,
B,"if our shoes sat side by side, she would pee in my husband's shoes.",,,
A,Uh-huh.,,,
B,She must have known he didn't like her or something.,,,
A,Or the smell or something.,,,
B,"Oh, anyway, I, I,",,,
B,"and I would shut, I would bar the closet doors, and would uh, clean the carpets",,,
B,and,,,
A,Uh-huh.,,,
B,"oh, dear, it was just awful.",Off topic - end,,
A,"Well, now, does your cat sleep in the house?",Off topic - start,,cat's sleeping places and ways in house
B,That was very funny.,,,
A,"They are, they are house cats.",,,
B,"I, uh, well, I have two cats right now.",,,
A,Yeah.,,,
B,"And, of course.",,,
A,"Oh, yeah,",,,
A,good.,,,
B,They sleep with my kids.,,,
B,"My kids, my, my fourteen year old son has an extra pillow on his bed just for the cat.",,,
A,Oh.,,,
A,But the cat doesn't destruct does it?,Off topic - end,,
A,"See, it doesn't do anything.",,,
B,"Oh, no, I I'm not going to have a dog.",Minor Topic - start,,why a future pet won't be a dog for B
A,See.,,,
B,We've had two dogs,,,
B,"and, uh, they both got ran over. After we had them for several years, just nice little outside dogs",,,
A,"Oh, no.",,,
B,but,,,
A,Yeah.,,,
B,"were just my kids' friends,",,,
B,they would go they would go with me when I would go running,,,
B,"and and the last one got hit, uh, as she was following my, one of my sons across the road to the school.",,,
A,Oh.,,,
A,"Oh, no.",,,
B,It was awful.,,,
B,"It was just,",,,
A,"Oh, that is.",,,
B,"And it just, it's too heartbreaking",Minor Topic - end,,
B,but they do dig up,Off topic - start,,whether they are dog person or not
B,"and they just, they just wreck things",,,
B,and I'm not a dog person.,,,
A,They do wreck things.,,,
A,"Well, I'm not either.",,,
B,Ooh.,,,
A,I'm not either,,,
A,"and it's just been,",,,
B,I wouldn't want a Lab.,,,
B,"It sounds beautiful,",,,
B,"but,",,,
A,He's beautiful,,,
A,"but it's just one of those concessions, I just had to make,",,,
A,but I kind of ignore him.,,,
A,Now today's the first cold we've had in Texas,,,
A,and it's really cold and drizzly,,,
A,and it's freezing,,,
B,Um.,,,
A,and people are doing their fires,,,
A,and I brought him in because he's just a wet mess out there,,,
A,and he's in the laundry room with this little carpet square,,,
A,"and he's just huddled up like, if you'll be nice to me, I won't make any trouble, you know.",Off topic - end,,
A,And then my daughters both have hamsters.,Off topic - start,,A's daughters
B,Oh.,,,
A,"And I, I,",,,
B,And how old are your girls?,,,
A,They're eleven and eight,,,
A,and I gave in at Christmas,,,
B,"Oh, yeah.",,,
A,"and they have, they keep their cages real clean.",,,
A,It always smells of cedar,,,
A,"and they just sleep and eat bits of apple and carrots and,",Major Topic - end,Off topic - end,
B,Sure.,,,
A,I think they're cutting us off.,Off topic - start,,Talk about some communication problem
B,"No,",,,
B,that's,,,
A,Oh.,,,
B,somebody's trying to cut in on my line,,,
B,and I don't want to answer.,,,
A,f,,,
B,I'll just wait.,,,
A,Okay.,,,
B,"No,",,,
B,"I've, I've got incoming calls",,,
B,"and I don't know why, calling.",,,
A,"Oh, okay.",,,
B,"I, I hate to cut it off,",,,
B,"I think they would cut us off,",,,
A,I understand.,,,
B,so we'll just wait.,,,
A,"Okay,",,,
A,well,,,
B,Whoever it is will call back.,,,
A,they'll cut us off pretty soon.,,,
B,"Well, it's somebody calling for my kids, you know,",,,
B,jeez.,,,
A,"Yeah,",,,
A,I know.,,,
B,"Actually, it's my son,",,,
B,I know it is.,,,
B,My older boy. He never likes to come home from school.,Off topic - end,,
B,"Anyway that's what we have,",,,
B,"and I have, I've tried to start a fish tank",,,
A,"How does,",,,
B,and I keep losing all my fish.,,,
A,In the salt water?,,,
A,"Salt water or,",,,
B,No,,,
A,Yeah.,,,
B,just regular water.,,,
