Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"So, well, this is an appropriate topic the day after Earth Day,",major topic start,,Chemical pollution and its effects
A,so.,,,
B,Right.,,,
A,"Um, well, what do you think is, uh, the pollutants, the main pollutants in the air?",,,
B,"I have trouble with the chemical plants and things like that I just, uh, I think they put off so much",,,
B,and they're not regulated enough.,,,
A,"Yeah,",,,
A,"well , that's me too.",,,
A,"After, um,",,,
A,"on channel thirteen, uh, they had some, some programs the day before,",,,
A,"and I'm not sure that about yesterday, we didn't really watch it too much yesterday,",,,
A,"but the day before they had a lot of programs about the environment and, you know, how we're affecting the Earth and things by what we do, as the people",,,
B,Uh-huh.,,,
A,"and, and they mentioned sulfur and carbon dioxide a lot,",,,
B,Yeah.,,,
A,"and that actually, um, as our population increases and, you know, our, of course, our, our cars, you know, our number of cars increase per the population, that's the problem. But also like you said the industry pollution",,,
A,"and, you know, their their regulation that's placed on them is, I mean, it's better than it used to be",,,
A,"but it's incredible that they still don't have, you know, they don't, they're not made to regulate the amount of pollutants that they put into the air.",,,
B,Right.,,,
A,"You know, I, I just,",,,
A,I can't stand that,,,
A,"and I know for a fact that they get away with a lot that,",,,
A,"you know, they're supposed to be regulated because we have a, we have a plant, I don't know about T I but we have a plant, uh, a Pillsbury plant, in, in a town adjacent to ours,",minor topic start,,Pillsbury Plant
B,Uh-huh.,,,
A,"and I know people that work there that,",,,
A,"of course, you wouldn't think Pillsbury would put out certain chemicals,",,,
B,No.,,,
A,"but they put out toxic chemicals there just in some of the, um, what they do, uh, to, uh, make their dough and to, clean out the flour and stuff like that,",,,
B,Really?,,,
A,"yeah,",,,
B,Huh.,,,
A,"I mean, it's incredible.",,,
A,"And, um, they said that they're, you know, they have a little creek that runs by them",,,
A,"and some of the people that work there have told me that when they have inspectors coming they, you know, shut down everything",,,
A,"and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed to be dumping,",,,
B,Oh.,,,
A,"and I'm like, if they're getting away with it, can you imagine,",,,
B,Right.,,,
A,"that's a, that's a Pillsbury plant",,,
A,"I can't imagine plants,",,,
B,"I wouldn't have thought that Pillsbury could, would, the, I mean, or even had you know, well,",,,
B,"those chemicals would not,",,,
A,"Yeah,",,,
A,"they have chemicals that they use to refine their flours with and stuff, you know to, to break the flours down",,,
B,Yeah.,,,
A,"and then they, they also do testing there,",,,
A,"and I don't,",,,
A,"you know, when you consider, you know, it's probably not radioactive",,,
A,"but toxic can be, can be anything that's uh, classified that can damage the Earth.",,,
B,"Right,",,,
B,yeah.,,,
A,"So, there could be a lot of things that they could put, you know, that chemical wise that they use to, uh, that they are testing with, that they're dumping.",,,
B,"Right,",,,
B,"you know, like in, In packaging",,,
A,Yeah.,,,
B,"and, uh, you know, just goodness.",,,
A,"Yeah,",,,
A,"I don't think they do the packaging at this plant,",,,
B,Yeah.,,,
A,"but they do, they do a lot of research",,,
A,"and they do, um, they do, do a lot of the refining up there",,,
A,"or,",,,
B,Yeah.,,,
A,"I'm not really,",,,
A,"what's it called when you do flour,",,,
A,"I'm not,",,,
B,"Uh, only thing I can think is bleaching",,,
B,"but, I mean, I, I don't know what's, how they do the flour.",minor topic end,,
A,Yeah.,,,
A,Yeah.,,,
B,"But, um, we, we're on the southwest side of Houston",minor topic start,,Comparison between different regions
B,"we don't have that much as far as, uh, aiming in the plants over on this, uh, the east side does.",,,
A,Uh-huh.,,,
B,We've got Imperial sugar,,,
B,"but, uh, and they're, you know, they're right there on the creek also",,,
B,"and, uh, they've been there for years.",,,
A,Yeah.,,,
B,"And, uh,",,,
A,"But,",,,
A,"I mean, you think about it, it, you know,",,,
A,"it's probably a lot easier to detect things that go into the ground than it is maybe to just,",,,
A,I'm not really sure,,,
A,"but I would think it would be easier to detect those things because you could detect them down or stream or such,",,,
B,Yeah.,,,
A,"or you can, you can, you know, do, uh, testing on the ground itself at that point,",,,
B,Uh-huh.,,,
A,"but when they pollute into the air and you've got, you know, and you've got movement through the air, it's going to move a lot of that off.",,,
A,"So, I don't see, you know, how they can do some of the",,,
A,"unless it just hangs there like in places where it's a lot of pollution, you know, like in Los Angeles or, or the bigger cities where it, it tends to get stuck there,",,,
B,Uh-huh.,,,
A,"you know, that you have a lot more particles in the air, you know, per, per, uh, per particles in the surrounding community because it's not moved away,",,,
B,"Right,",,,
B,yeah.,,,
B,Uh-huh.,,,
A,"but, um,",,,
B,"I know that,",,,
B,"I worry every now and then,",,,
B,"we're still on a well water,",,,
B,"we're not on city water,",,,
A,Uh-huh.,,,
B,"and I think, well, what if somebody's dumped something back there in the, and no one knows about it and, you know, it sinked in through the ground and all that,",minor topic end,,
A,"Yeah,",,,
A,"well, I know out in some,",,,
A,"I'm not sure,",,,
A,I can't remember the name of the county,minor topic start,,Pollution in Stephenville due to cow manure
A,"it's, it's where Stillwater is or, sweet,",,,
B,Yeah.,,,
A,no,,,
A,"I'm not sure,",,,
A,"I know it,",,,
A,"I think it's, uh,",,,
A,"I know we have a piece property there,",,,
A,"it's called Dublin,",,,
B,Uh-huh.,,,
A,"it's in Dublin, Texas.",,,
A,"I'm not really sure what the county,",,,
A,"it's Stephen,",,,
A,no,,,
A,Stephenville.,,,
B,"Oh, okay,",,,
B,okay.,,,
A,"Okay,",,,
A,"where Stephenville's at, they've had a lot of problems because they've, um, introduced a lot of dairies there,",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"so, they have a lot of cattle in the area,",,,
A,"I mean, they've got like per, per, uh, per lot,",,,
A,"you know, they've got like a lot of head of cattle because dairies they don't",,,
A,"it's not like it was a big ranch where they let the cow roam around free,",,,
B,"Right,",,,
B,uh-huh.,,,
A,they've got to have them there to be able to milk them.,,,
A,"And they,",,,
A,"and I read in this article, I couldn't believe it, where, you know, like, one cow produces, like, a day, produces like a hundred or so pounds of manure.",,,
B,Oh.,,,
A,"One cow,",,,
A,"I was like, my God,",,,
A,"and they,",,,
A,"and this thing says that, that, you know, people think, well, cow manure is good for fertilizer",,,
A,"but when you get that much manure it says it becomes a real problem because it's not, it's not",,,
A,"when, you know, you buy cow manure at the store they've added stuff to it",,,
A,"and they've added humus and stuff that, breaks it down,",,,
B,Uh-huh.,,,
A,"and, and this, and this article said that they've got a real problem that, um, you've got toxins and, and, uh, bacteria in the manure that is,",,,
A,"what it's doing is it's going through, uh,",,,
A,"they don't have a very deep, um,",,,
A,"you know, their water, their natural water, uh,",,,
B,Uh-huh.,,,
A,"I forget what that's called with, you know,",,,
A,"it's like a spring, spring water,",,,
B,Yeah.,,,
A,but it's below the surface,,,
A,"it's not very far down,",,,
B,Uh-huh.,,,
A,"and all this stuff is seeping through to the water,",,,
B,Oh.,,,
A,"and they're like, they're afraid that, you know, within a certain amount of years, that it's, their they're water in that town will be totally polluted,",,,
B,It will.,,,
A,"and they won't be able to have any drinking water because they will have, um, polluted, completely polluted, so that they're, you know, there's too many toxins and bacterial growth,",,,
B,"Uh-huh,",,,
B,"yeah,",,,
B,and the,,,
A,"and I'm like my God, you know, just from that one, you know, just from them introducing dairy farms, in that one county.",,,
B,Right.,,,
B,Right.,,,
B,"Yeah,",,,
B,"and the, the ground will filter some of it but not all of it.",,,
A,"No,",,,
A,"not when you figure,",,,
A,"I didn't realize a cow, one cow produces that much manure",,,
A,"and they were talking like, thousands of cows, you know, they were talking thousands cows in one little tiny area.",,,
B,These are well fed .,,,
B,"These are,",,,
A,"You,",,,
B,"Good grief, these are well fed cows, uh,",,,
A,"Well, they are evidently.",,,
A,"But, um, I mean, evidently a normal cow produces that much too,",,,
B,Uh-huh.,,,
A,"but they're just so spread out on ranches and stuff that it's not, you know, a problem,",,,
B,Right.,,,
A,"but when they get them in these tiny little areas, you know, and they've got a real big problem,",,,
A,"and they, they said that, that what they were doing was scraping it with bulldozers and stuff, and taking it to, uh, these like ponds that they had to filter it with,",,,
B,Uh-huh.,,,
A,"but the ponds because they've had so much rain in the past few years, they just, overflow",,,
B,Yeah.,,,
A,"and they overflow into the, the creeks and stuff in the area.",,,
A,"So, that just creates,",,,
A,"you know, there, there's,",,,
A,"and, oh, it was just disgusting",,,
A,it said the creeks will foam.,,,
B,Oh.,,,
A,"People, people stand outside their houses and their, watch the creeks foam brown and all,",,,
B,"Oh, now that's bad.",,,
A,"and I'm just like, oh, my gosh,",,,
A,and the smell is really bad they,,,
B,"Oh, I was going to say, the air pollution alone there just from a hundred pounds of cow manure was going to be bad.",minor topic end,,
A,"Yeah,",,,
A,"but I, I don't know",,,
A,"it really frightens me though as far as the, when you think about the, you know, thinking of just air pollution itself",minor topic start,,Air pollution and deforestation
A,"and then, and, channel thirteen they're really, um, emphasizing the problem with acid rain, you know,",,,
B,Uh-huh.,,,
A,"if we, if we keep putting that stuff into the air and, and, you know, if we keep creating the problem and not doing anything about it that it's really going to be a problem for, um, just the, the Earth, you know, what the Earth is receiving back, you know, because how can you tell where it's going to come down at.",,,
B,Yeah.,,,
B,"Right,",,,
B,right.,,,
B,"And then cutting the trees, you know, that bothers me.",,,
A,Yeah.,,,
B,"As far as, you know the",,,
A,The rain forest and all.,,,
B,"yes,",,,
B,"uh, we've been wanting to,",,,
B,"well, not me",,,
B,"but, uh, it's been or suggested that we cut a few of the trees down here,",,,
B,"I'm like, no,",,,
B,"you know, for what's cut down here, you know, more will be cut down someplace else",,,
B,"and it will just take that longer to grow back,",,,
A,Yeah.,,,
B,"and trees help so that, uh,",,,
B,"I don't,",,,
A,"Well, they do because, what is it, carbon dioxide, they use that where we can't synthesize it",,,
B,Uh-huh.,,,
A,and they're synthesizing it for us.,minor topic end,,
B,"Right,",,,
B,"right,",,,
B,believe me it's just so much better.,off topic start,,The future of our environment
A,Yeah.,,,
B,"So, uh, yeah,",,,
B,"I knew,",,,
B,"I think there's lots that be, that could be done to, to improve how things are done now.",,,
A,"Yeah,",,,
A,"I think we just have to,",,,
A,"I don't know personally, you know,",,,
A,"I suppose, you know, if you just make sure your car is, is working properly",,,
B,Uh-huh.,,,
A,and,,,
A,"you know, they're",,,
A,nowadays they have the emission controls on them,,,
A,"but, uh, I think the only, the main thing is just keep on the, your legislator's back, you know, as far as,",,,
A,"seems like they've only just really started as far as the environment saying, okay, we're really going to get involved",,,
B,Uh-huh.,,,
A,"it, it's really becoming a problem.",,,
A,"By the year two thousand there will,",,,
A,"what, what are we going to have,",,,
A,what kind of results are we going to have for the environment.,off topic end,major topic end,
B,Right.,,,
A,"And, and what will we ...",,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
