Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,opening,,
B,All right.,,,
A,Go ahead.,,,
B,"Well, what kind of car would I want to buy.",major topic start,,comparing cars
A,Yeah.,,,
B,I don't know.,,,
B,"The question is, I mean, would I want to buy,",,,
B,"or would I, would I probably actually buy.",,,
B,May be two different things.,,,
A,"Oh, well, if you, if you had all your, all the money in the world or something.",,,
B,"If I had all the money I wanted, then that's whole different matter.",,,
B,"No,",,,
B,"in that case, I'd, I'd, I don't know.",,,
B,"I, I, my dream car for years was a, was a Porsche Turbo .",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"But, uh, I don't know if I'd want one of those now.",,,
A,"Oh, really?",,,
B,Of course I would want one if somebody was was given to me.,,,
A,Yeah.,,,
B,"But I maybe would buy a B M W. Uh, or, or even a Volvo.",,,
A,Uh-huh.,,,
A,What do you have now?,,,
B,"I've got a, uh, a Dodge Daytona.",minor topic start,,cars speakers own/have owned
A,Uh-huh.,,,
B,It's actually the first car we ever bought new.,,,
A,"Oh, really.",,,
A,"Yeah,",,,
A,"we just, we, well, I have",,,
A,"my car is the first one we ever bought new, too.",,,
B,Uh-huh.,,,
A,"But we just bought another used car, a couple weeks ago, actually.",,,
B,"Uh-huh,",,,
B,yeah,,,
B,me too,,,
B,So what car do you drive?,,,
B,What is it?,,,
A,"Uh, mine is a Honda Accord.",,,
B,"Uh-huh,",,,
B,we almost bought one of those.,minor topic end,,
B,Do you like it?,,,
A,"Yeah,",,,
A,"I do,",,,
A,"and, and, um, it's funny because, after I bought it, I was doing a lot of business traveling,",minor topic start,,comparing automatics vs standards
A,"and I,",,,
A,some of the cars that I got were like the Toyota Camry and the Nissan Maxima and some of the competitors,,,
B,Uh-huh.,,,
A,"and, um, I don't like them as well except, it wasn't really a fair comparison because those were automatics,",,,
A,and mine is a standard,,,
B,Yeah.,,,
A,and the reason I got a standard was because I thought it handled a lot better,,,
B,Uh-huh.,,,
A,it had a lot more pickup and everything.,,,
B,"Yeah,",,,
B,you get a little more control over when when it's doing the things it's doing.,,,
A,Uh-huh.,,,
B,Yeah.,minor topic end,,
B,"Uh, what, what rental agent did you go to to actually rent to rent those kind of cars.",off topic start,,car rentals
A,Um,,,
A,usually AVIS.,,,
B,"To what, AVIS?",,,
A,AVIS.,,,
B,Really.,,,
A,Yeah.,,,
B,Huh.,,,
B,"I guess,",,,
A,"It's just because we're on,",,,
A,"I think of it,",,,
A,"I'm not sure those are AVIS or not,",,,
A,"but we have corporate contracts you know, with the various companies",,,
B,I see.,,,
B,Uh-huh.,,,
A,"so it depends on your destination, too.",,,
B,Right.,,,
A,Kind of strange,,,
B,"You work for a big company, then.",,,
A,"Work for T I. Uh-huh, which is how I heard about this",,,
B,"T I, I see.",off topic end,,
B,"Uh-huh. Um,",,,
B,"but yeah,",,,
B,"I, I, uh, I don't know,",,,
B,"I would probably, if I were to buy a car you know, with the constraints of real money I probably would, would go with something like, you know, like a Honda Accord.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"Maybe it would,",,,
B,"one thing I, I really liked about, about the Dodge Daytona is the fact that they have, uh, this seven year warranty.",minor topic start,,car warranties and it’s usefulness
A,"Oh, really.",,,
B,"Um, and it really saved us some big money once.",,,
A,"It did, huh.",,,
B,"Yeah,",,,
B,"they had a whole bunch of things that, that sort of broke at the same time",,,
A,"Oh, my gosh.",,,
B,"and the bill would have been over fifteen hundred dollars,",,,
B,"and I had to pay twenty five for the,",,,
A,"Oh, that was great.",,,
B,"Yeah,",,,
B,it was.,,,
A,"That's unusual to hear,",,,
A,"usually, you know something breaks,",,,
A,you look at the warranty,,,
A,and it's excluded.,,,
B,"Well, we, we bought the extended, the the extension and, uh, at the time we bought it it was like, you know, I don't know, four hundred and twenty-five dollars or something extra.",,,
A,"Oh, I see,",,,
A,okay.,,,
A,"Oh, you got your money's worth.",,,
B,"Yeah,",,,
B,"we did,",,,
B,"but, you know, we really debated at the beginning,",,,
B,and of course I'm glad I did it.,,,
A,Yeah.,,,
A,"Yeah,",,,
A,that is good.,,,
B,"But, um, we still have, we still have like, you know, three years left on it.",,,
A,"Yeah,",minor topic end,,
A,"well, I've been lucky.",off topic start,,incident about car
A,Mine hasn't had any trouble except last week a shopping cart crashed into it,,,
B,"Oh, no.",,,
A,"but I was real lucky because it just hit the, um the lens to the light.",,,
B,Bumper?,,,
B,Oh.,,,
A,It didn't actually dent the car or anything.,,,
A,"So it cost me twenty-five bucks to replace that,",,,
B,"Well, that was good.",,,
A,"and the store will pay for it anyway,",,,
B,Are you.,off topic end,,
A,so. No big deal.,,,
B,Uh-huh.,,,
B,"Um, if you were, if you were going to, uh, buy a new car would you buy another, uh, another Accord?",,,
A,"Um, I probably wouldn't, just because I already have one",,,
B,Uh-huh.,,,
A,"but, you know, if I had to make the choice again, I, yeah, I, I'm perfectly happy with what I decided um, although we did just buy another car,",,,
B,Uh-huh.,,,
A,and that's a Legend,,,
B,"Oh, yeah,",,,
B,those are nice .,,,
A,"um, but it's, it's a used one",,,
B,Uh-huh.,,,
A,"and, um, my husband has really wanted one for a long time,",minor topic start,,old cars
A,"and the fact that, you know, this this car that I have has performed so well,",,,
A,"and before that I also had an Accord,",,,
A,it was a real old one,,,
B,Uh-huh.,,,
A,"and, uh, I bought that used.",,,
A,"I had absolutely no money to my name and bought that,",,,
A,"and it served me real well, too.",,,
B,Uh-huh.,,,
A,So he's been impressed with all the Honda cars.,minor topic end,,
B,Right.,,,
A,And.,,,
B,"Yeah,",,,
B,my sister drives one.,,,
B,"She drives a, uh, I don't know, is it Legend",,,
A,Uh-huh.,,,
B,"it's a,",,,
B,"I'm not certain,",,,
B,"but she's liked it. Um,",,,
A,Yeah.,,,
B,"But, I, I have, I have never had,",,,
B,"and we,",,,
B,"in fact, what I'm driving right now,",,,
B,"we bought a, we only had one car for a long time,",,,
B,"and and yet most of our usage of the car was just this little shuttle back and forth, four miles to work and back kind of thing.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"And so, uh, I bought a used Yugo just to be a little, you know, little car that I could care less about",,,
A,Uh-huh.,,,
A,Yeah.,,,
A,How did it go for you?,,,
B,"Oh, well, it's, uh, it's worked.",,,
A,Hasn't left you stranded.,,,
B,"I mean, that's exactly what it is, you know,",,,
B,"it's just a, it's a cheap little little car just to go, you know, run around town in",,,
A,Yeah,,,
A,I know.,,,
A,Yeah.,,,
B,"and, uh. It's actually kind of fun to drive.",,,
B,"I, I,",,,
B,"you know, getting back in the Daytona now, I almost don't like it. You know",,,
A,Really.,,,
B,"it's like too, too mushy,",,,
B,"and it, you know it's an automatic,",,,
A,Huh.,,,
B,and,,,
A,"Well, that's what my husband thinks about my car now, that he's had the Legend",,,
B,"it's too,",,,
B,the steering,,,
A,it's windy.,,,
B,"you know, you feel like you're in a boat or something, you know,",,,
B,"it's kind of,",,,
A,"I can't drive that,",,,
A,"the Legend, it's just so huge.",,,
B,Oh.,,,
A,"I, I don't like it,",,,
A,"and it's so, uh,",major topic end,,
