Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"So, Beverly, what do you think about drug testing?",major topic start,minor topic start,"major:harmful effect of drugs and alcohol on others, minor:feasibility of drug testing"
B,"I think in some professions it's, uh, essential. Things like pilots and things that involve the safety of other people particularly.",,,
A,Yeah.,,,
A,"We've, we got a lot of mistakes here, uh, in the Maryland, Baltimore area because of, uh, train conductors uh, on drugs.",,,
B,Uh-huh.,,,
A,"I think we've had two terrible accidents here recently,",,,
A,"and also on, um, just like, I bet you within five days a truck where the, uh, a dump truck, where the driver was, uh, high on marijuana,",,,
A,"I guess he smoked marijuana for lunch and, uh, drove his truck up the back of two small cars in a tunnel that goes underneath the, uh, a river that leads into the Chesapeake Bay",,,
B,"Oh, my goodness,",,,
A,"and it would,",,,
A,"that would, tied up traffic for a long time,",,,
A,"everybody died,",,,
A,"the fire was terrible,",,,
A,it was awful.,,,
A,"So, yeah,",,,
A,"I think you're right,",,,
A,"I, I think I, if it's, if you're in a field,",,,
A,"but then you know, who would test all truck drivers you know,",,,
B,"They,",,,
B,"that's, that is a problem",,,
B,and every time before they get into a vehicle I mean.,,,
A,"Right,",,,
A,yeah,,,
A,"I think, I think, looking at athletes being drug tested",,,
B,Uh-huh.,,,
A,"I don't know,",,,
A,"even, I think the random drug testing, I don't know in my own mind if it has reduced the athletes from taking drugs, because they're still being caught",,,
B,Right.,,,
A,that make sense?,,,
B,"Yes,",,,
B,"uh, it may make a difference for some of them because they don't want to lose that lucrative, uh career.",,,
A,"Yeah,",,,
A,"and then, uh, I think,",,,
A,Yeah.,,,
A,"I, I, I think, in the long run I think it's, it would be good.",,,
B,Uh-huh.,,,
A,"I think in the short run they think because so many of those tested have gotten away with it you know, the, the test hasn't come down hard on anyone",,,
B,Right.,,,
B,Uh-huh,,,
A,"I don't, I don't know.",,,
B,"however, here in Dallas uh, we had a, a player, Roy Tarpley on the Mavericks team",,,
A,Yeah.,,,
A,Uh-huh.,,,
B,"and he had been suspended a couple of times because of drug testing,",,,
B,"and was to the point, he was on probation,",,,
B,"he was to the point that if he was caught another time that he would lose his contract,",,,
B,"and they wouldn't have to pay him,",,,
B,"and the Mavericks wanted to get rid of him,",,,
B,but they couldn't afford to replace him and still pay his contract,,,
A,Right.,,,
B,"and, uh, just recently he was, uh, missing from practice",,,
B,"and whenever he missed like that, usually he had some kind of problem",,,
B,"and so a mandatory drug test was done was positive,",,,
A,Uh-huh.,,,
A,"Yeah,",,,
B,so they were able to get rid of him and not have to pay his contract.,,,
A,Get rid of him.,,,
A,"Right,",,,
A,yeah.,,,
B,"And so, in his case, he lost his whole career,",,,
B,"he's been in the paper, in jail,",,,
B,and it's just been awful,,,
A,Yeah.,,,
B,"and talk about a terrible role model,",minor topic end,,
A,"Right,",,,
A,"I, I think, that, that, that's a terrible you know,",,,
A,"it's really funny though, um,",,,
A,"I guess, my dad was hit by a, a drunk driver who was also high um, when I was probably eighteen, my senior year in high school",,,
B,Um.,,,
B,"Oh, my goodness.",,,
A,"and, um, though he's alive today and everything worked out fine, it, it, it happened about two blocks from the high school",,,
A,"and a friend came and got me,",,,
A,"and I was there,",,,
A,"and I could smell the dope,",,,
A,and I could see the beer cans from the guy that hit him,,,
B,Uh-huh.,,,
A,"and nothing ever happened,",,,
A,"and from from that point on, I became so anti drunk driving now I think people should be allowed to drink, I think that's an adult responsibility, whatever,",,,
B,"Oh, that's terrible.",,,
B,Uh-huh.,,,
A,"but I really, uh,",,,
A,"I'm so anti drunk driving,",minor topic start,,the speaker is talking about his/her own opinions about drugs in his/her childhood
A,"and, and drugs have, uh, long lasting effects",,,
,Uh-huh.,,,
A,"and I guess when I younger I was, um, probably a little more liberal on the subject.",,,
B,I think most of us are.,,,
A,"Yeah,",,,
A,"but as I've, as soon as that happened,",,,
A,"I guess when I was eighteen years old, if you'd have asked me, I'd have thought it was fine",,,
B,Uh-huh.,,,
A,but by the time I was nineteen my opinion had totally changed.,,,
B,"Yes,",minor topic end,,
B,"if you know someone,",,,
B,"for example we have, uh, some friends whose son was driving home from work, was hit head on by a drunk driver",,,
A,Uh-huh.,,,
B,"the drunk and his wife in the car were killed,",,,
B,"and, uh, Bobby missed his whole junior year of high school",,,
A,Right.,,,
B,he went through surgery after surgery,,,
A,Um. Traction and all that terrible stuff.,,,
B,and for a long time they didn't even know whether he'd be normal again.,,,
B,"And he,",,,
B,"as far as his athletics, he's lost all of that.",,,
A,Right.,,,
B,"He, uh, has been tutored,",,,
B,"and he'll catch up in school and everything,",,,
B,"but, he's still not back where he was.",,,
A,"Right,",,,
A,"yeah,",,,
A,"I don't think somebody,",,,
B,He may never have  all those motor skills back.,,,
A,"Yeah,",,,
A,"you don't, you don't, you don't have the right to interfere in somebody else's life.",,,
B,No.,,,
A,"I can't even say, you know, I wouldn't even say ruin somebody's life.",,,
A,You don't have the right to interfere in somebody's life.,,,
B,"Another thing that we saw here recently. One of, some of our high school kids were out goofing around in a park area that a, a train track ran through",,,
A,Uh-huh.,,,
B,and one boy who had been drinking decided for some stupid reason to try to play with the train.,,,
B,"Well, he, the train missed him,",,,
B,"but, uh, a big mirror type thing sticking out, like a metal thing sticking out, hit him in the head",,,
A,Yeah.,,,
B,"he was in a coma for four months,",,,
A,Uh-huh.,,,
B,"he's out of the coma now,",,,
B,"and eventually they think he will come back,",,,
B,"but you don't know that,",,,
B,and,,,
A,Right.,,,
B,"but he's lost,",,,
B,"he was an outstanding football player,",major topic end,,
