Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Well, we, uh,",,,
A,"taxes,",major topic start,,talking about taxation on various commodities and services and how citizens reap benefits off of it
A,everyone thinks taxes are too high I'm sure.,,,
A,"But, uh, I think we do get quite a good value for the tax dollars we spend in most cases.",,,
A,What do you think?,,,
B,"Uh, yeah,",,,
B,"I, I think so.",,,
B,"I, I'm, uh, I think I'm, I think I'm, uh, a little out of the ordinary in that, that I, I, uh, I think I'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need to, we need to either raise our taxes or, or cutback on something",minor topic start,,talking about the national financial deficit and how taxing income in their home state of Texas might affect it
B,"and I don't know what to cutback on to,  to get, to get that,  to get that settled.",,,
A,"At this stage it's  hard, to tell.",,,
B,"And, and, uh, and, uh, I know I'm a real, a real, uh, out of it in terms of taxes",,,
B,"so I'm I'm, uh, think that the, we really ought to seriously consider what an income tax might do that, uh, for Texas",minor topic end,,
B,"and, and,",,,
A,"Well, at this stage I think we've taxed property almost to the limit because,  like the, the property  taxes on the homes have reached the point that it's precluding people from being able to own a home because of the cost of the taxes on them.",minor topic start,,talking about property tax
B,Yeah.,,,
B,I think so.,,,
B,Yeah.,,,
A,I know,,,
A,I live in Richardson,,,
B,Yeah.,,,
A,and it's up over two thousand dollars a year for taxes on my house.,minor topic end,,
B,"Yeah,",,,
B,yeah.,,,
A,"But now we're getting public services, the schools, the hospitals",minor topic start,,talking about the quality of public services they're receiving due to high taxation
A,"and if it weren't for the taxes we're putting in there, uh, look what the schools could cost you.",,,
B,"Yeah,",,,
B,yeah.,,,
B,"Yeah,",,,
B,"now I'm, uh, uh, oh, I,",,,
B,"we'd, when we moved to Richardson, one of the reasons we chose it was for the, uh, for the schools. And, and realizing that that, that, that quality of schools might well have higher taxes than other places but that we were willing to, uh, to go for that,  because  we supported the,",,,
A,Yeah.,,,
A,"Then again the, the community college system here is excellent for the dollar spent,",,,
A,"and the public,  colleges  also, the tuition has got to be among the lowest in the country.",minor topic end,,
B,Yeah.,,,
A,"Uh,",,,
B,Yeah.,,,
A,"one  of the,",,,
A,"uh, I believe, I don't know which one it is, uh, down there whether it's Hobby or, uh, the other ex-governor down there that are proposing doubling the tuition.",minor topic start,,talking about the public school tuition which is less than half the tuition of a public school in the country
A,"Well if you double the tuition, it would still be considerably less than the public school tuition in most other states.",,,
B,"Yeah,",,,
B,I think that's right.,,,
A,Yeah.,minor topic end,,
A,"That would provide, uh, possibly some relief there to utilize some of the property taxes for other things, see.",,,
B,Yeah.,,,
A,"The so-called sin taxes on liquor and the cigarettes and such as that generate a considerable amount,",minor topic start,,talking abou the sin tax on cigarettes and liquor
A,but I eventually I think you may tax people out of smoking even.,,,
B,"I, I don't, I don't know about that,",,,
B,"I, I,",,,
A,Yeah,,,
A,"Well, I quit ten years ago",,,
A,"so I,  I couldn't afford to start  again",minor topic end,,
B,I see.,,,
B,Okay.,,,
B,"No, uh,",,,
B,"Yeah,",,,
B,"well, that, that, that would be true.",,,
B,That would be true.,,,
B,"But,",,,
A,"I know, uh,",off topic start,,talking about his/her children's smoking addiction
A,my children would give up eating before they gave up their cigarettes I think.,,,
B,Huh.,off topic end,,
