Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Well, let me just start by asking what you think of this Middle East affair we've got going on?",major topic start,,talking about how the United States should have a domestic agenda over being a costlier international aid
B,I think that it's time that we concentrate more on what's going on within our own borders than what's going on in the Middle East.,minor topic start,,talking about the United States' role in the Midlle East Conflict
A,I have to agree with you there.,,,
A,"I, uh, I think that, uh, for once, we should, we shouldn't even be at, at these Mid East talks because, with the exception of our hostages, we really don't have too much of a, uh, real we shouldn't have too much of a real interest in deciding whose land it is.",,,
A,Just let these people fight it out,minor topic end,,
B,I agree.,,,
A,"you know, we've got so many domestic problems,",,,
A,"and, and what does it cost these people over there, you know.",,,
B,Absolutely.,,,
A,"Oh, so how about the Soviet Union.",minor topic start,,talking about the United States' role in the dissolution of the Soviet Union
A,What do you think's going to happen there.,,,
A,The break ups?,,,
B,I think that's great.,,,
B,"Um, I'm glad to see that,",,,
B,"but I, again, I don't want to see us pour a whole lot of economic aid into the Soviet Union without a, uh, well, uh, a whole lot under any circumstances because I, I don't know,",,,
B,"I'm, I'm a believer in the old adage that if somebody earns something it's worth more to them than if you give it to them,",,,
B,"and so, I'm, I'm not much in favor of it,",,,
B,but I'm glad to see us advising them,,,
A,Uh-huh.,,,
B,that doesn't seem to cost a whole lot of money.,minor topic end,,
A,"That's right,",,,
A,that's right.,,,
B,"But I'm ready to have a President elected that at least has some sort of a domestic agenda,",minor topic start,,talking about Presidents who've had a strong neglect towards having a domestic policy
B,"even if it doesn't work, at least he is somebody who, who is working on that problem.",,,
B,"And I, I haven't seen that in the last eleven years,",,,
B,so they don't seem to have a clue.,,,
A,"Well, all I've seen.",,,
A,"Reagan obviously wasn't too concerned with the domestic side of, of, of his political affairs.",,,
A,"I, I think Bush's kind of followed suit.",minor topic end,,
A,"Um, international is important,",,,
A,"but, uh, we've got a budget deficit that just won't go away unless it gets seriously addressed.",minor topic start,,talking about how being an international financial aid isn't helping with resolving domestic issues for the United States
A,"Uh, you know, and then there's the homeless issue,",,,
A,"and there really is a lot we could be doing stateside without, uh, hurting our international aspects or straining any international relations I think,",,,
A,and we wouldn't have to spend the billions and billions of dollars each year that we're spending.,,,
B,"Oh, I agree.",,,
B,"I just, I think we got, once we started economic aid overseas we have really set ourselves up to be sort of the, the world bank, and as far as aid is concerned,",,,
A,Right.,,,
B,"and I think there's a limit,",,,
B,and we passed it a long time ago.,,,
A,I agree.,,,
A,We've been writing off way too many bad debts,,,
B,Yeah.,,,
B,"That's another thing I don't understand is, is, is things like selling technology and, uh, even military hardware to foreign governments and then forgiving their debt",,,
B,"to me that just doesn't make any sense,",,,
B,"as, as much in debt as we are",minor topic end,,
A,I know it.,,,
B,"I just, I don't know.",,,
B,"I think it's definitely time for a change,",,,
B,"but I don't see anybody,",,,
B,"I don't understand, too, why we have to have Democrats and Republicans,",minor topic start,,talking about how a two party system hinders representation of a wider spectrum of political agendas
B,"and it's either one way or the other,",,,
B,"this it seems to be we're turning into a black and white society,",,,
A,Right.,,,
B,you either do it this way,,,
B,"or you do it that way,",,,
B,and there's no in between,,,
A,"That's right,",,,
A,"you're either liberal or you're conservative,",,,
B,"and that, uh, it obviously isn't working.",,,
A,"Well, I think, uh, it wouldn't hurt,",,,
A,"and I know the Independent Party's been trying for years to get a, a, a real force in, in the, uh, in Congress,",,,
A,"but, uh, you're right,",,,
A,"there's just too many issues that come up that, uh, our senators and our congressmen vote on simply because it's a Democratic issue or it's a Republican issue",,,
B,"Oh, yeah.",,,
A,"and if they would vote with their conscience and with what their constituents feel, I think, uh, we might have a, a lot better, a lot more efficient running government and a lot better laws passed.",minor topic end,,
B,"Oh, I agree with you.",,,
B,"Well, of course, you know, we have the national embarrassment in our state, Jessie Helms,",off topic start,,"talking about Jessie Helms, a widely criticized politician"
B,"and, uh, as soon as, as we can get,",,,
B,"of course it seems to me that every time he opens his mouth, he, he just lines up people against him",,,
B,"so, it's not too, it's not too often that you see him swaying too many opinions.",,,
B,"He's, uh, usually on the ninety-eight to two side,",,,
B,"he's the one of the two that votes,",,,
A,"He's one of the two, huh.",,,
B,"Yeah,",,,
B,"he's, very ineffective, I think.",,,
A,"Well, let's see,",,,
A,"Senators are in for six years, right",,,
B,Right.,,,
A,"and, uh, when did you guys vote him into office?",,,
B,"Oh, unfortunately nineteen ninety.",,,
A,"Oh, you're stuck.",,,
B,"Yeah,",,,
B,"we're stuck with him for a little while longer,",,,
B,"but, uh, unfortunately for him, but maybe fortunately for us, his health is not great,",off topic end,major topic end,
B,"so, I hate,",,,
