Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,minor topic start,major topic start,Asking suggestion from A about day care centers and baby sitters and minor- about each speakers children or brothers
B,"Well, I take it since you selected this topic that you have children.",,,
A,"No,",,,
A,"I don't,",,,
B,You don't?,,,
A,but I have nine younger brothers and sisters.,,,
B,My goodness.,,,
B,"So. Well, I have two daughters",,,
B,"and, um, they're past this, they've been latchkey children for a while,",,,
B,"and they're almost where I can start saying they're, you know, young adults,",,,
A,Uh-huh.,,,
B,so I don't have to worry about child care too much anymore.,minor topic end,,
B,"Um, we're supposed to discuss what criteria we would ask, or expect.",,,
A,Uh-huh.,,,
A,"I would assume it's, you know, if you were looking for a day-care center or something like that.",,,
B,"Well, if I were",,,
A,Or probably even baby-sitters would be the same thing.,,,
B,Exactly.,,,
B,Exactly.,,,
B,"Um, I think my, my top priority would be that it would be someone who would be responsible and someone that would actually like children.",,,
A,"Yes,",,,
A,I would think someone older,,,
A,and I would want to know if they've had any past experience with children.,,,
B,Uh-huh.,,,
A,Uh-huh.,,,
B,And I think that varies.,,,
B,I think a lot of your criteria vary with the age of your child.,,,
A,"Yes,",,,
A,that's true also.,,,
B,"Um, you know, it's, it's, once they get to a certain age it's almost more important that it's someone that can entertain your child as opposed to someone who's, you know, really, really qualified per se.",,,
A,Uh-huh.,,,
B,"Um, with a, with a baby, definitely have to be someone who knows how to handle a baby and would know how to respond to an emergency.",,,
A,Uh-huh.,,,
B,"So,",,,
A,"Well, um, I did a lot of baby-sitting when I was younger.",,,
A,I'm twenty-two now,,,
A,and I did most of my baby-sitting when I was between the ages of thirteen and sixteen.,,,
A,"But, um, the only thing people ever asked me,",,,
A,"well, of course, they knew I came from a family with younger kids,",,,
A,but they really didn't ask me if I was used to children or not.,,,
A,The only other thing they asked me is what I would expect in pay.,,,
B,"Oh, uh-huh,",,,
B,uh-huh.,,,
A,"You know, and, um, I was pretty surprised because if I had a child and someone, you know, I would want to know, I personally would ask for people that that person has baby-sit for before.",,,
B,"Well, I, my experience, I baby-sat a lot also at, when I grew up",off topic start,,Debating A's remarks on people choosing Baby sitters
B,"and, um, coming from, you know, that background and the background as a parent now, I think the reason that people don't ask a whole lot of questions is a, a lot of times baby-sitters,",,,
B,"I know I did this with my children,",,,
B,"it's, you get somebody where you kind of know the family already.",,,
A,Uh-huh.,,,
B,And that gives you so much basic knowledge that you don't ask a whole lot of questions.,,,
A,Uh-huh.,,,
B,because I had three younger brothers and sisters myself,,,
B,"so they, they thought, okay,",,,
B,"she knows how to, how to treat children.",off topic end,,
A,Yes.,minor topic start,,A's experience of getting to Baby sit
A,"Well, see when, um, I first got my my first baby-sitting job was pretty strange.",,,
A,"Um, this lady saw us at church",,,
A,"and she was a you know, she was a younger lady.",,,
A,She didn't really know my mom.,,,
A,She knew my mom by name,,,
A,and that was it.,,,
A,"And, um, she knew that I was one of the oldest girls in my family",,,
A,so she just asked my mom if I could baby-sit.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,"You know, she really didn't know my name or anything, you know,",,,
A,I thought that was pretty strange.,,,
A,"You know, and she had two children.",,,
A,One was still in diapers when I started baby-sitting.,,,
B,Wow.,,,
A,"So, um, she pretty much, you know, just assumed that I would know, you know, how to handle them.",,,
A,"So, I you know, I enjoy kids",,,
A,and I get along with them very well,,,
A,so there's no problem.,,,
A,"But, uh, with today's world and the kids today, uh, there's no way, I can't say that I would just ask someone, you know, that I didn't know like that to baby-sit.",minor topic end,,
B,"Oh, I agree with you,",off topic start,,B justifying the behaviour of mother who A met at church
B,"but there again she, you know, she knew, knew of your family,",,,
A,"Uh-huh,",,,
A,that's true.,,,
B,"and she, and she met in a safe setting, such as church.",,,
A,Uh-huh.,,,
B,So she was going on those two instincts.,,,
B,"Just the same I know myself,",,,
B,"I never,",off topic end,,
B,and I was very very protective on who baby-sat my children.,,,
A,"Oh, I would be too",,,
B,"And, and in it really shocked me",,,
B,"because just about six months ago someone came to my front door, rang the doorbell.",off topic start,,Experience with a neighbour
B,She had just moved in the neighborhood.,,,
B,"She had her daughter with her,",,,
B,"and the daughter was, oh, about a second grader.",,,
B,And she was actively looking for people who would baby-sit her child.,,,
A,"Oh, my.",,,
B,"And I thought, well she doesn't know me or my children from anything.",,,
A,Huh-uh.,,,
B,"And it was, I was almost more reluctant of letting my older children go baby-sit for her because I didn't know her then she was reluctant of letting strangers into her house.",,,
A,"Uh-huh,",,,
A,yes.,,,
A,Uh-huh.,,,
B,"So, I mean people are so different.",,,
A,"Oh, I know.",off topic end,,
A,"Um, well, I I, obviously you've never had to look for a day care or anything.",,,
B,"Well, I did, I did have, um, my, my child, uh, in a day care for just a short time when my oldest was about two and a half",,,
A,Uh-huh.,,,
B,and I worked just a part-time job,minor topic start,,About things in a day care center explored by B
B,"and, uh, in, in those situations, um, what I did is I'd, I went in",,,
B,"and, you know, I made a few phone calls,",,,
B,I went in and visited.,,,
B,I asked questions such as how they would discipline a child.,,,
