Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Well, tell me about your home.",major topic start,,house
B,Okay.,,,
B,"Uh, right now we're living in,",,,
B,"well it's me, my wife and, uh, two young boys.",,,
B,"And, uh, right now we're in a, uh, I guess it's either a zero lot line or a garden home. Which you might call it.",,,
A,Uh-huh.,,,
B,"So we don't have a, a big yard. Uh,",,,
B,"but, uh, when my wife and I first moved in, it was just the two of us.",,,
B,So it was enough.,,,
A,Uh-huh.,,,
B,"Uh, and it's, uh, I guess what they call a story and a half.",,,
B,"Because it's not a full two story. Where, you know, everything on top is on bottom.",,,
A,Yeah.,,,
B,"So, it's got real high ceilings on half the house",,,
B,and the other half is just standard sized ceilings.,,,
A,Huh.,,,
B,"And, uh, it's about a five year old house now.",,,
A,It sounds nice.,,,
B,"It's, uh, pretty nice.",,,
B,"Unfortunately, the builder who built it went out of business already",off topic start,,about the builder
A,"Oh, yeah?",,,
B,Yeah.,,,
B,"It was a,",,,
B,Landmark is the one who built it.,,,
A,Yeah.,,,
A,"Well, you know, these guys that gambled high lost big you know.",off topic end,,
B,Yeah.,,,
B,That's true.,,,
A,"And, uh I'm insulating myself from that problem.",,,
B,Exactly what happened to them.,,,
A,I'm building my own house.,,,
B,"Oh, that's nice.",,,
A,"And as I look out the window of my trailer, I can envision all the insulation that's going up today",,,
B,"Oh, really.",,,
A,Yeah.,,,
B,Are you doing it yourself?,,,
A,Yeah.,,,
B,Wow.,,,
A,I used to be a builder.,minor topic start,,personal occupation related to major topic of building house
B,"Oh, that's nice.",,,
A,And I retired about five years ago  and  started college.,,,
B,"Oh, I  see.",,,
B,Huh.,,,
A,And now I'm a college educated builder,,,
A,"There's still no work, you know.",,,
B,Yeah.,,,
A,"So, uh,  you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials",minor topic end,,
A,so I did.,,,
B,That's great.,,,
A,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",off topic start,,goverment laws
B,is that so?,,,
B,I didn't know that.,,,
A,You can borrow the  money to pay somebody else to build your house,,,
A,but you can't borrow the money to build your own.,,,
B,Well that sounds kind of dumb.,,,
A,"Well, it's to protect the, the banks from guys that say yeah I want to build my own house and go out a build a spec home",,,
B,Uh-huh.,,,
A,and then it doesn't sell,,,
A,and then the  bank's  holding the bag.,,,
B,Yeah.,,,
B,Yeah.,,,
A,Well.,,,
B,Huh.,,,
A,"As, as you know, anything that involves the government is, works half as well as it's supposed to  costs three times as much. Right?",off topic end,,
B,That's right,,,
A,Hence the savings and loan problem we have.,,,
B,"Yeah,",,,
B,that's true.,,,
A,"But, uh, you know, my home is, uh, fairly simple.",,,
A,It's designed to be added on to.,,,
B,Uh-huh.,,,
B,That's good.,,,
A,Yeah.,,,
A,"Well, I figure it's just me and my wife",,,
A,"but, you know, I like to do stuff with my hands and whatnot,",,,
A,so  I want  to have a shop.,,,
B,Yeah.,,,
B,How big a lot do you got it on?,,,
A,Ten acres.,,,
B,Wow.,,,
B,That's nice.,,,
B,That's real nice.,,,
A,"Well, yeah.",,,
A,It's really nice too because I can't see my nearest neighbor.,,,
A,He's on the other side of a hill.,,,
B,Oh.,,,
A,And my second nearest neighbor is a dot on the horizon.,,,
A,Seriously.,,,
B,God.,,,
B,That's pretty good.,,,
A,"Well, in the winter time, I can see, see another guy",,,
A,"but, you know, he's",,,
