Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,major topic start,,Talking about their pets
B,Yes.,,,
A,"Uh, well, right now we have one dog inside.",,,
B,Uh-huh.,,,
A,She goes out,,,
A,but I mean she's an indoor dog.,,,
B,Yes.,,,
A,And two outside cats.,,,
B,"Oh, gosh.",,,
A,Male and female.,,,
B,And how long have you had them?,,,
A,The,,,
A,"the dog is probably about, about thirteen, fourteen years old.",,,
A,"And the cats are, they might be as old.",,,
A,I'm not sure,,,
A,Yeah.,,,
B,"Well, that's interesting because we have a",,,
B,we don't have cats,,,
B,"but we do have a dog, who is an indoor dog,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,and she is going to be thirteen this summer,,,
B,"so,",,,
A,"Oh, is that right?",,,
A,What kind of dog do you have?,minor topic start,,Talking about what kind of dogs do they have
B,"Um, she's, um, a mix of Cockapoo, Cocker Spaniel and Poodle.",,,
A,"Oh, that's what ours is",,,
B,Is that right?,,,
A,Yes.,,,
B,Isn't that interesting,,,
B,What color is your dog?,,,
A,White.,,,
B,"Oh, well, ours is black,",,,
B,so,,,
A,"Oh, uh-huh.",,,
B,definitely different,,,
A,I'll be darned.,,,
B,"Yes,",minor topic end,,
B,she's a female,minor topic start,,B Talking about her dog
B,"and she's, um, been, she's been a really, a really good companion for me.",,,
B,"Um, she's like a little shadow, you know, kind of, follows me around all the time,",,,
A,Uh-huh.,,,
A,Oh.,,,
A,Yeah.,,,
B,"and, and, um, she's slowing down considerably.",,,
B,She doesn't hear very well,,,
B,"and,",,,
A,Uh-huh.,,,
B,she doesn't see very well,,,
B,"but she's,",,,
A,"Well, that's to be expected at, their age.",,,
B,"Yeah,",,,
B,"at this age, I guess so.",,,
A,Yeah.,,,
B,"But, um, she's been a good dog to have,",,,
B,"and I don't know,",,,
B,"once she's gone, I'm not sure if I'll get another animal or not",,,
A,"Well, everybody always says no more",,,
B,"Yeah,",,,
B,yeah.,,,
A,"But I, I think animals are really important in the family.",,,
A,"I,",,,
B,"I agree,",,,
B,yes.,minor topic end,,
B,"Um, did you get yours as a pet for your",,,
B,do you have children?,off topic start,,B asking A if she has kids
A,"Uh, yeah,",,,
A,"we, have five.",,,
B,Uh-huh.,,,
B,Uh-huh.,off topic end,,
B,"Oh. Well, I was wondering if you got your dog originally as a pet for them or just because you'd had dogs before",,,
B,"or,",,,
A,"Well, we have had, we had had, a, a dog before.",minor topic start,,A talking about a dog she once had
A,She was fifteen when she died.,,,
B,My goodness.,,,
A,"And, uh, this one, we bought by accident,",,,
B,Uh.,,,
A,"a farmer called us and wanted us to call the animal shelter to or the dog catcher or somebody to come and get this puppy that, somebody,",,,
B,Uh-huh.,,,
A,"people drop things like that off, up there,",,,
B,Yeah.,,,
B,Uh-huh.,,,
A,"and I said, ""Gee, she sounds like a cute little dog.""",,,
A,"I told the kids, ""Let's go look at her""",,,
B,"Oh, yeah.",,,
A,Go get her.,,,
A,"So that's how we got her, quite by accident.",minor topic end,,
B,"Isn't that,",,,
B,Yes.,,,
B,So that often happens that way.,minor topic start,,B talking about how she got her dog
B,"Well, we had, um, intentionally, um, planned to get a dog.",,,
B,"We had just moved into this house and, um, decided to wait about a year and then went, then we went out then, and found one,",,,
A,Uh-huh.,,,
B,"she was in the litter,",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"and, um, she was so cute because all the other little puppies in that litter were just crazy.",,,
B,"I mean, they were all over the place,",,,
B,"and she was real docile and, came over and just kind of sat next to us,",,,
A,Oh.,,,
B,"and I thought, that's the dog for me",,,
A,Oh.,,,
A,She picked us,,,
B,"Yeah,",,,
B,"so she,",,,
B,"and it,",minor topic end,,
B,"what was funny was that, um, our daughter must have been,",off topic start,,B talking about how her dog and her kids got along
B,"let's see,",,,
B,"she must have been about eight at the time, I guess,",,,
A,Uh-huh.,,,
B,"and, um, she just loved this little dog, to pieces",,,
A,Oh.,,,
B,but I think she loved her too much because the dog has never been real comfortable with her.,,,
B,"I think, she was always a little bit leery of her.",,,
A,Oh.,,,
A,Uh-huh.,,,
B,"Our son, on the other hand, who was about eleven at the time, was, um, not very interested in pets,",,,
B,"but as it turned out, he and this dog have gotten to be really good pals.",,,
A,"Oh, for heaven's sake.",,,
B,So you just never know how that works out,off topic end,,
A,No.,,,
A,"But they say it's real important for children to have pets because, uh, well, they can go and talk to them any time,",off topic start,,A talking about how it's important for kids to have pets
B,"Uh-huh,",,,
B,yes.,,,
A,they want to and tell them anything they want to,,,
A,"and, nobody is going to, you know, reprimand them or, know their secrets",,,
B,Yeah.,,,
B,That's right.,,,
A,or,,,
B,"That,",,,
B,"yes,",,,
B,"they're very, unjudgmental",,,
A,Yeah.,,,
A,Yes,,,
B,"Oh, dear",off topic end,,
A,"And the nursing homes now, they're finding that it's real important to take a pet into a nursing home.",off topic start,,Talking about the importance of dogs in nursing homes
B,"Yes,",,,
B,"I have been, I have been reading and seeing about that on television.",,,
A,Uh-huh.,,,
B,"Uh-huh,",,,
B,"and how,",,,
A,"Our one, our one nursing home in has one.",,,
B,Uh-huh.,,,
A,Permanent,,,
B,Is that right?,,,
A,"He, he kind of has free run of the place, and there is or somebody takes care of him.",,,
B,Isn't that amazing?,,,
A,"But he goes out people,",,,
A,"and real nice dog, uh,",,,
A,"and, uh,",,,
B,"Uh-huh,",,,
B,yes.,off topic end,,
B,"It's funny how, um, how pets can kind of, um, oh, take on a certain status in certain areas.",off topic start,,Talking about dogs in a college campus B visited
A,Uh-huh.,,,
B,"I mean, um, that made me think of, uh, when our daughter was looking at colleges, we visited a campus in, um, Saint Louis",,,
B,"and, um, there were several dogs on the campus",,,
A,Uh-huh.,,,
B,"and, and, the,",,,
A,"Oh, really?",,,
B,"what was interesting about it was that they were very friendly,",,,
B,but they didn't appear to belong to anyone.,,,
B,"And, um, I'm sure someone, you know, fed them.",,,
A,Oh.,,,
B,"They were healthy, looking dogs.",,,
A,Yeah.,,,
B,"But, um, our guide that day said that the , one woman many, many years ago had given a huge sum of money to, to the university, on the condition that there be, um, dogs just kind of left to roam around the campus. Which is the strangest thing I had ever heard",,,
A,Is that right?,,,
A,Yeah,,,
A,"because most campuses don't allow pets, you know,",,,
B,I know.,,,
A,they just do not allow them.,,,
B,"Yes,",,,
B,I know.,,,
A,"That's, that's kind of great.",,,
B,"Yes,",,,
B,it really was.,,,
B,"It was just a nice touch,",,,
A,Yeah.,,,
B,and it kind of made it seem more homey too,,,
A,"Yes,",,,
A,yeah.,,,
B,"But, um,",,,
B,I thought that was most unique.,,,
B,"And it just, you know, kind of goes along with what you were saying, about the dog having sort of free run of the, the nursing home.",,,
A,Uh-huh.,,,
A,Uh-huh.,off topic end,,
B,"So, um, but, uh, I,",,,
B,"this is the only pet we've had you know,",minor topic start,,"B talking about what her husband thought of ""pets"""
A,Um.,,,
B,"in all our years of marriage, um,",,,
B,"and it's been, uh, sort of a, a change for my husband because as a, a, a boy growing up, his father had dogs",,,
B,"but they were always hunting dogs,",,,
A,"Oh, uh-huh.",,,
B,"and so they were never allowed in the house, you know,",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"they were always kind of,",,,
A,"Yeah,",,,
A,we've ruined them,,,
B,"Yeah,",,,
B,right.,,,
B,That's what he said.,,,
A,They say ruined them,,,
B,Yes.,,,
B,So having a pet was a little bit different for him.,,,
A,"Well, we've had a lot of different pets.",,,
A,"We had, the kids had rabbits for pets,",,,
B,Uh-huh.,,,
A,"and we also raised them for food, at one time.",,,
B,"Yeah,",,,
B,"Oh, yes.",minor topic end,,
A,And we've had it . We've had a skunk for a pet. For more years than I want to think about,minor topic start,,A talking about having a skunk as a pet
B,"Oh, my golly.",,,
A,She was in the house,,,
B,"Oh, gosh.",,,
B,Isn't that interesting?,,,
B,I don't think I've ever talked to anyone who's actually had a skunk for a pet.,,,
A,"Well, don't ever get one for a pet.",,,
B,Oh.,,,
A,"They're okay,",,,
A,"but like she, uh,",,,
A,they don't ever learn their name.,,,
B,Oh.,,,
A,"Uh, you can't, you could never call her and she would come to you,",,,
B,Yeah.,,,
A,you had to go chase her down.,,,
B,I'll be darned.,,,
B,How interesting.,,,
A,"And, uh, their eyesight, they can't see very far either.",,,
A,"But,",,,
B,Uh-huh.,,,
B,"I guess I've heard that, uh-huh.",,,
A,"They,",,,
A,"before we got her, everybody said, ""Oh, they're just like a cat,"" you know.",,,
B,Uh-huh.,,,
A,"And, uh, they're not",,,
A,"I mean, they use the litter box.",,,
A,That's about it .,,,
B,Isn't that interesting?,,,
B,"That's, that's really something.",,,
B,"Um, how long did you have that?",,,
A,"Oh, my, how, how long?",,,
A,Probably seven or eight years.,,,
B,Goodness sake.,,,
A,"And finally, my children are the ones who said, ""Mom, you've put up with that skunk long enough,""",,,
A,"so, we moved her to the basement,",,,
A,"and I don't think she was there a week till the men moved her, built her a pen outside",,,
B,"Oh, my gosh.",,,
B,Isn't that funny?,,,
A,"And I thought, I put up with that all those years",,,
B,"Yes,",,,
B,and this is what it took finally,minor topic end,,
A,"And, we've had, we've had cats, stay in the house. Different times.",,,
B,"That is,",,,
B,Uh-huh.,,,
B,Yeah.,,,
B,Uh-huh.,,,
B,Right.,,,
A,"Uh, one of them ran off.",off topic start,,A talking about a cat of hers that ran away
A,"She ran off once,",,,
A,"or he, I guess it was a male, he ran off twice,",,,
A,and the second time he never came back.,,,
B,My goodness.,,,
A,"And we would see him, uh, several miles from our house,",,,
B,Uh-huh.,,,
A,he kind of moved into a woods down there.,,,
B,I'll be.,,,
A,And he got huge down there.,,,
B,My goodness.,,,
A,He really grew,,,
A,"but he, he never came back.",,,
B,That's That's interesting.,,,
B,"I, I wouldn't picture a Siamese as being an outdoor cat.",,,
A,"Well, he wasn't a whole lot.",,,
B,Uh-huh.,,,
A,"He was in the house most the time,",,,
B,Yeah.,,,
A,"but, uh, he did go out sometimes",off topic end,,
A,"and, uh, they",,,
A,it makes a much nicer cat if they're outside.,off topic start,,Talking about how it makes a nicer cat if they're outside
B,Is that right?,,,
A,Yeah.,,,
A,"The, the cats,",,,
A,"my son has a cat,",,,
A,"and the vet had told us they get strange, if they're kept in the house all the time.",,,
B,Uh-huh.,,,
A,"And their cat was not a friendly cat,",,,
A,"it was, it was not a good,",,,
B,Well.,,,
A,"I don't know,",,,
A,"it got,",,,
A,"it was just, did get strange",,,
B,"Yeah,",,,
B,so that that was right.,,,
A,"And since they've moved to where they are, they let the cat out.",,,
B,Uh-huh.,,,
A,And it has improved the personality.,off topic end,major topic end,
