Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Jeri?,opening,,
B,Yes.,,,
A,We're supposed to discuss crime in the United States and what can be done with it.,major topic start,,talk about crime and people's indifference towards it
B,"That's a rather, rather broad topic",,,
A,They're usually pretty broad anyway.,,,
B,Yeah.,,,
A,Where do you live?,off topic start,,talk about native place
B,"Uh, we live in Plano.",,,
A,"Okay,",,,
A,"so, that's a,",,,
B,"Uh, and where you are?",,,
A,"I'm in Richardson,",,,
A,"so when I heard the topic I was thinking of the thing down at, uh, Maceo High School in Dallas.",off topic end,minor topic start,talk about specific incident and its effect on children
B,Uh-huh.,,,
B,Right.,,,
B,"Right,",,,
B,that is so frightening.,,,
A,"It is, you know,",,,
B,"Uh, do you have children in school?",,,
A,"No,",,,
A,"mine are already in college now,",,,
A,"so I don't have to,",,,
B,Yeah.,,,
A,"at least when they were in high school, it was beginning but not like the rampages.",,,
B,"Well, I have,",,,
B,my oldest is his first year in high school,,,
B,"so we have all this to, to look forward to,",,,
B,"and it is really frightening, uh, to think that you can't even send them to school in safety.",,,
B,"I mean, certainly, you know, you can't just turn them loose in the middle of Dallas,",,,
B,"but, you know, when you can't even, send them on their normal activities in safety, it, it's really frightening.",,minor topic end,
A,That's true.,,,
B,"And, uh, I really, you know,",,,
B,"they're coming down on the principal,",,,
B,but I really don't know what they can do.,,,
B,"I mean, it's just in so much of society with the violence",,,
B,and the kids having access to weapons and drugs,,,
B,"and I, I really don't know what, what can be done.",,,
A,"Yeah,",,,
A,"well, I just, I just don't understand how, of course, in my little world, how guns could be so available.",minor topic start,,talk about guns being easily accessible
B,"Well I don't either,",,,
B,but apparently they just really are.,,,
B,"Uh I mean, to me, in Plano you would think that would be about, you know, about as innocent as you could get for for being in a, a large area.",,,
B,"But, you know, my son comes home and tells me that, you know, he hears kids talk about having guns",,,
B,"and uh, someone came to his football practice about two weeks ago with a gun.",,,
A,"Oh, my heavens.",,,
B,"And, I mean, it just scared me to death",,,
B,"and, you know, they called the police",,,
B,"and, and nothing happened,",,,
B,"but my goodness you know, it, it could have easily.",minor topic end,,
A,"Well, maybe that's the answer to crime is getting more prosecution.",,,
B,Maybe so.,,,
A,"You know, because I don't,",,,
A,"now I, somehow I feel we're living in an impartial society as far as people seeing something happen, you know, across the street, or seeing someone get mugged, or unfortunately, raped,",,,
A,and people don't do anything.,,,
B,Yeah.,,,
A,"A woman was raped in Richardson, I read in the paper oh, about a two weeks ago now.",,,
A,And all the neighbors said they heard her yelling for help.,,,
B,"Oh, no.",,,
A,"But nobody, nobody did anything.",,,
B,I just can't imagine that.,,,
A,"You know, I mean they heard someone calling for help.",,,
A,"Nobody even called the police to say, you know, I hear a strange screaming",,,
B,Right.,,,
A,"I'm afraid, you know, if you,",,,
A,I don't blame people with today's society about going out to help themselves.,,,
B,"Right,",,,
B,"well, I can see, you know, especially if you heard screams from a house or something, not going over there maybe, because, you know, it could be dangerous,",,,
B,but certainly I can't understand not calling the police.,,,
A,Yeah.,,,
B,"I,",,,
A,"I just, you know,",,,
A,"it's, it's really frightening that we're not, we're trying to live in our own little cocoons",,,
A,and probably one of the best things we could do for crime is to participate ourselves in its prevention.,,,
B,Right.,,,
B,"Well I, I think you're right there.",,,
B,"I guess people just kind of keep their noses pointed in their own business,",,,
B,but I think that's real dangerous,,,
B,"and, uh, I don't know.",,,
B,"I try to tell my kids just, just kind of be aware of what's around them, you know",,,
B,"and if you see a situation that looks like it could be trouble, just get out of it or call for help, whichever.",,,
A,Yes.,,,
B,"But, uh,",,,
A,"Yeah,",,,
A,"well, you know, the call for help is what scares me now because it, it just,",,,
A,"I don't know,",,,
A,"people just don't,",,,
A,"I don't know,",,,
A,"I can't say they don't care, because people just have to care about another person.",,,
B,Yeah.,,,
A,"But it's that not getting involved, that impersonal society, I think we live in today.",,,
B,"Well, maybe this thing with with the child at school, maybe that will make people think a bit more and, you know, take some steps to, to correct it.",,,
B,"I don't know,",,,
B,"it's, it really is, is frightening.",,,
A,Yeah,,,
B,"I, uh,",,,
A,"Let me ask you,",minor topic start,,talk about police inaction
A,"getting back to your son's football practice because it really sort of astonished me that police aren't doing,",,,
A,"he didn't have a license for the gun, correct?",,,
B,I don't know.,,,
B,"I mean, I don't know the details.",,,
B,This was not a child that was on the team.,,,
B,"It was someone that, uh, you know, just kind of showed up at the field.",,,
A,Uh-huh.,,,
B,"Uh, it was a, a student age person,",,,
B,"but I'm not even,",minor topic end,major topic end,
