Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay, um,",opening ,,
A,"yeah,",,,
A,one year public service for everybody.,,,
A,"Is that, that was it, right?",,,
B,Right.,,,
B,"Uh, who wants to start this one?",,,
A,"I don't know,",,,
A,"I've been, I've been sitting here thinking,",,,
A,"yeah,",,,
A,"because it was, you know, took a couple tries before I found somebody.",,,
A,"Well, you know, I'm like, I'm not really sure what I think about this.",opening ,,
A,"Um, uh, I mean, the first thing is, the uh, if it's going to be mandatory, it's got to be mandatory,",major topic start,minor topic start,"major talk(talking about the role of public services in society ,their implementation and their advantages).minor talk(regarding mandatory 1 year public service for everyone)."
A,"I mean, everybody, not just like, you know, poor people and all that, you know. But, you know, senators' sons and all that stuff too.",,,
B,"Right,",,,
B,right.,,,
A,"I mean, everybody's got to do it.",,,
A,"Um, I don't know,",,,
A,"it'd probably be, it'd probably be good,",,,
A,"I just don't know if, you know, I was eighteen or whatever, I'd want to be stuck doing it for a year or whatever.",,,
B,I'm not sure I want an eighteen year old to make that kind of decision.,,,
B,"Uh, I mean, that, that doesn't sound right.",,,
B,"Um, I guess I see overall beneficial, if, if we're going from that point of view.",,,
A,Uh-huh.,minor topic end,,
B,"Um. you know, in the past,",off topic start,,talking about his school days where people were recruited for the vietnam war .
B,"I don't know, I don't know how old you are,",,,
B,"but when I was, uh, in high school, it was the beginning of Vietnam and so forth.",,,
B,And many of my peers were being drafted.,,,
A,Uh-huh.,,,
B,And I could see that many of them had conscientious objections to war or whatever.,off topic end,,
B,"But I, I felt strongly then that even if they didn't feel like they could kill someone, or go into a military situation, that they could help the country in other ways. Be it cleaning out, uh, lots, in, in their neighborhood or, whatever kind of community or public service might be available.",minor topic start,,talking about the interests of people in the public services and its benefits.
A,Uh-huh.,,,
B,"And I guess I see that as, as not so much a demand but, but a privilege.",,,
B,"It's, it's kind of, uh, uh, It's something,",,,
A,"It is, uh,",,,
B,"it's, it's",,,
B,"since we live here and we all benefit, rich, poor or in between, uh, there are benefits even for those who have it the hardest. I just see that as maybe a good idea.",,,
B,I wouldn't mind doing it at forty-four.,,,
A,Uh-huh.,,,
B,"Uh, and I find ways to, to turn some of that back to, to others.",,,
B,"Uh, and I, I guess I, I can't see that as being something to really object to.",minor topic end,,
A,"Well, I guess it would still depend on how,",,,
A,"I mean, if, if you're talking about if you're talking about something that's like a full time, you know, one year full time, you know, this is what you do, you know.",,,
A,"You're going to go and, and fill pot holes and, you know, and, you know, all that stuff.",,,
A,"I mean, I, you know, I don't know",,,
B,"I could see a, a full, a a gamut of different kinds of opportunities.",,,
B,"Things that need to be done, that that could be done in an hour or two, uh, a day, or several hours of the week. Like a half of a day on Saturday or something like that. In addition to what one does, uh, besides that.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"I, I can't, imagine what kind of, uh, uh, bureaucracies we'd get into and expense having it be full time,",minor topic start,,talking about the problems they might face in getting it to be full time.
B,"oh, you're going to go to this camp",,,
B,"and you're going to, you know,",,,
B,"like, um, back in the Depression, the C C C,",minor topic end,,
A,Yeah.,,,
B,"it was needed,",,,
B,"it gave some folks some jobs,",,,
B,and we got some great public works out of it.,,,
B,"But, um, I don't see that as being necessary now.",,,
B,"I can see it being done, uh, on a regular schedule.",,,
A,Uh-huh.,,,
B,"Uh, everybody has to put in so many hours of, uh, public service in a given time, perhaps.",,,
A,Uh-huh.,,,
B,"Uh, I, I guess I see all of us benefiting,",,,
B,"and I, I don't see it just relegated to the young.",,,
B,"But I see, I, I see so much going on that, that's bad.",,,
B,And this would give them a chance to have some positive self-esteem.,,,
A,Uh-huh.,,,
B,"Something that they turn, back.",,,
A,"Well,",,,
A,"and also, you know, you, you feel more like, you know, you're actually part of the community if you've done something, in it.",,,
B,That's right.,,,
B,"You take pride in that, and, and get some, some positive feedback from those who benefit, besides yourself.",,,
A,Uh-huh.,,,
B,"And I, I see it being most beneficial if it's in the neighborhood where or, or at least the area where the person lives.",,,
A,"Uh, definitely.",,,
B,"It might not be the same neighborhood, but the same city or county, because then you're, you're coming in contact with it.",,,
B,"It's not as meaningful for me to go to Minnesota and do something up there that I'll never be able to see again, unless I happen to go on vacation, up there.",,,
A,Right.,,,
A,Yeah.,,,
B,"It's, it almost needs to be something that has more impact for the individual, on going.",,,
A,Yeah.,,,
B,"But as far as putting that into work, I don't want to, I don't want to deal with the, with the heartache of, first of all, getting it started and figuring out how to do the logistics, of it.",minor topic start,,talking about the difficulties that come while execution.
A,"Oh, that would, be a nightmare.",,,
A,"And just, I mean, just getting, getting it going.",,,
B,Yeah.,,,
A,Yeah.,minor topic end,,
B,"I, I, see a lot of things like, uh, scouting, uh, Boys Clubs, Girls Clubs, things like that, that kind of get into that citizenship, uh, the uh, looking after the environment sort of thing",minor topic start,,talking about an organisation doing things for environment
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"And I guess, I don't see, uh, this being that different. But even more beneficial because it would be something that everybody participated in, and would take a turn in.",,,
A,Uh-huh.,,,
A,Uh-huh,,,
A,Yeah.,minor topic end,,
B,Do you have kids?,off topic start,,talking about personal information and views on some children.
A,"no,",,,
A,not yet,,,
A,In about six months we will,,,
B,"Oh, well good.",,,
B,you'll have a little time think about that.,,,
B,"I guess, I, I have, uh,",,,
B,"when I was teaching school I saw many, so many kids that were at loose ends and that didn't really have a purpose.",,,
B,"And I can see, you know, some, some really significant things coming out of it.",,,
A,Uh-huh.,,,
B,"I know you've got to get past that, that grudge attitude that many have,",,,
B,"but that's, uh, that would be a part of selling it to the community. uh, parish or however the state was divided up.",,,
A,Uh-huh.,,,
A,Uh-huh.,off topic end,,
B,"Um, I may,",,,
B,"well I don't know,",minor topic start,,talking about certain organisations that work in this field.
B,around here we have a number of community projects that folks just volunteer for.,,,
B,"Boy Scout troops or church groups or civic clubs will, uh, police a, uh a couple of miles of the highway and",,,
B,"and I, I've seen it in other states too.",,,
A,Yeah.,,,
A,"They have, that here. Um,",,,
B,"I don't know,",,,
B,"um,",,,
A,"they've got, um, in most of the states around here I think, uh.",minor topic end,,
