Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Uh, well how is it appropriate to be talking about exercise attitudes?",,,
B,"We, uh,",,,
B,"well, uh, my, my husband is right now teaching an aerobics class.",,,
A,Uh-huh.,,,
B,"He's an aerobics instructor. And, um, is going to be, uh, entering North Texas for uh, a Kinesiology program there. *two utts?",,,
A,Uh-huh.,,,
B,"And, um, the, the",,,
B,"how I met him was through, uh, the aerobics class that he used to teach.",,,
A,Uh-huh.,,,
A,You're a student?,,,
B,"Yeah,",,,
B,"so. I'm, I'm an avid aerobics, uh, person and just very, very athletic.",,,
A,Uh-huh.,,,
B,"Enjoying a you know, uh, anything dealing with sports.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"So, and how do you feel about it?",,,
A,"Uh, I'm, I am a person who wishes I had more time to exercise.",,,
A,"I, I don't feel like I,",,,
A,I don't very often do things for the sake of exercise.,,,
A,I don't feel well unless I am exercising,,,
A,"and I try to do things that involve exercise,",,,
A,"but, I very rarely do things like, um,",,,
A,"I've never done aerobics or any sort of structured,",,,
A,this is my exercise time,,,
B,Uh-huh.,,,
A,"but, I do lots of outdoor sports and things, bicycling, uh, you know, mountaineering, a little mountaineering, this and that,",,,
A,and I spend a lot of time,,,
A,and I probably get more exercise than your average person.,,,
A,"But, it's not a, a structured sort of thing,",,,
A,"and I have to admit I have a certain resistance to the idea of exercising for exercising's sake,",,,
B,Uh-huh.,,,
A,"and perhaps, it's because somehow that implies to me it's not fun, or something like that.",,,
B,"Yeah,",,,
B,"well I, I've,",,,
B,"my,",,,
B,that's the way my mother stands on it.,,,
B,"She feels like if it's something that you have to do, you know, if you look at it as if you have to do it, then it becomes, it becomes a chore,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,"Yes,",,,
A,yes.,,,
B,"and,  and, she doesn't enjoy it when it's a chore.",,,
B,"So, um, and I feel that way too as far as, you know, just sitting and doing, you know, to, the idea of doing fifty sit-ups or something, you know,",,,
B,"to,",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,you're a you know,,,
B,calculated down,,,
B,"and do your calisthenics, you know, three times a week",,,
A,Uh-huh.,,,
B,"or, but, but I do try and, um, I do try and regulate how much exercise I get a week.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
A,"Yeah,",,,
A,yeah.,,,
A,"Is that why you like aerobics classes, because you're not, sort of, someone else is doing the counting for you, so, it makes it less of a chore?",,,
B,Yeah.,,,
B,"And, it's got,",,,
B,and I've always enjoyed dance.,,,
A,Yeah.,,,
B,"So it involves, you know,",,,
B,"I, I can't get out to dance all the time",,,
B,"and,",,,
A,"Yeah,",,,
A,would that we could,,,
B,"Yeah,",,,
B,"and it's, and it's more regulated,",,,
B,"I mean you're, you're using different parts of the body.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"So, it, it is like dance,",,,
B,"and it's structured like that,",,,
B,"but you have the music, and someone, like you said, someone else is counting, so, it makes it easier for me.",,,
A,Yeah.,,,
A,Uh-huh.,,,
B,"And, someone else is telling me, okay, you know, let's move this way, let's move that way, instead of me having to think about it so much.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
A,Right.,,,
A,You can just trust someone else to give you full exercise,,,
A,and all you do is follow along and enjoy yourself.,,,
B,"Yeah,",,,
B,yeah.,,,
B,"But, I'm like you,",,,
B,"I also, um, like to participate in, uh, things like,",,,
B,"well, we just went to the, uh, Myererson Symphony Run this past weekend,",,,
B,"and, and that was a lot of fun",,,
B,"and you get to meet different people, and, um, just get out, you know, out and about,",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"and it's, it, it's something you can all,",,,
B,"like our,",,,
B,"we did it as a family,",,,
B,"so, it was, it was quite a lot of fun.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"and, biking",,,
B,"and I, I, I love to swim,",,,
B,"so I love it when, you know, it's swimming weather,",,,
A,Um.,,,
B,"and, uh,",,,
A,"Well, you're talking to someone from California where it's often swimming weather",,,
B,"Oh,",,,
B,I didn't realize that.,,,
A,Uh,,,
B,I'm sorry.,,,
B,"Well, I'm in Texas.",,,
B,"I, I just assumed that I had,",,,
B,"this is the first call I've done,",,,
A,Uh-huh.,,,
B,"and, I didn't realize that they were going to reach out to people from, all over the country.",,,
B,You wouldn't know that,,,
B,"Oh, I,",,,
A,"So, it's the, it's, it's the, the well it's actually,",,,
A,"it's interesting, because there are real regional differences.",,,
A,"Um, in California there's, uh, almost an assumption, um, unless you're, sort of, clearly of an older generation, or something, you know, in your sixties, or something like that,",,,
A,"I'm, I'm, I'm not. Uh,",,,
A,"there's an assumption that you do something for your physical fitness, and, and, at least in urban California.",,,
A,"And, maybe not,",,,
A,I don't know about rural California too well.,,,
A,"But, in urban California it's just, you know,",,,
A,for all I know aerobics started out here.,,,
A,"I don't know where they actually started,",,,
A,"but they, you know, the craze really picked up big here",,,
A,and before that there was the running craze.,,,
A,"And, they,",,,
A,"California gets, you know, tends to be a bit faddish,",,,
A,"but, the remarkable thing is how well the fads catch on elsewhere.",,,
B,Uh-huh.,,,
A,"So, there must be something to some of them.",,,
A,"And, uh,",,,
B,"Well, I think people are, are more um, um,",,,
B,"people from California seem to be more health motivated all around. I mean, as far as the diet, and everything. Uh, the diet and, uh, just your health consciousness,",,,
B,"and, I mean, it just, seems like, uh, a lot of those ideas generate out of California.",,,
A,Uh-huh.,,,
B,"Not just exercise, but, health, health related ideas.",,,
A,Yeah.,,,
B,"And, I,",,,
B,"it's curious, I don't know why, don't know if it's,",,,
B,"do you,",,,
B,"does California have a,",,,
A,"Well, there's a sense of it being a package,",,,
A,"I think. There, there is a sense of, you know, whole,",,,
A,"there's a lot of, you know,",,,
A,"you'll get organizations, like institutes for the whole health, or whatever.",,,
A,"And, uh, oh the, the, the University of California at Berkeley puts out THE WELLNESS LETTER. Which is, uh, turned into a fairly well subscribed to, uh, newsletter, monthly or biweekly newsletter or something like that",,,
B,Uh-huh.,,,
A,"and, and, it doesn't deal with just exercise, or just stress management, or just diet, or anything.",,,
A,"It, it's on fairly solid scientific ground.",,,
A,"Uh, it's just dispensed with these distinctions.",,,
A,"It says all sorts of factors go into health and there's no reason to talk about one rather than another, so that they, they combined them all together.",,,
A,"And, uh, so it's had that orientation for quite some time.",,,
A,"Um, there's been some progressive medical schools out here, that have taken that approach.",,,
B,Uh-huh,,,
A,"And, um,",,,
B,"Now do you think that's because they've realized that for whole health, that, the, you know, you have to have that combination, or that people are motivated that way so that they've incorporated that into their program.",,,
A,"Boy,",,,
B,"Do you  think the program came  first or the,",,,
A,"yeah,",,,
A,"that,",,,
A,"there's a,",,,
A,"I, I can say there's a correlation, but I couldn't say which, which caused the other.",,,
A,"They sort of, you know, each developed a little bit and then would feed off one another and develop a little bit more, and a little bit more.",,,
B,"Yeah,",,,
B,the more money they put into it.,,,
A,Yeah.,,,
A,"And,",,,
B,I can see that.,,,
B,"And, cause, I,",,,
B,knowing,,,
B,"from institutes of learning like that, I know that they've got to get their money somewhere,",,,
B,"and somebody's got to be willing to pay for it, and believe in it,",,,
B,"so,",,,
A,"Yeah,",,,
A,yeah.,,,
A,Exactly.,,,
A,"And, part of it is California, you know, in, back in the sixties, had a lot of alternative movements",,,
A,and some of them fizzled out,,,
A,and some of them were disastrous,,,
A,"and others of them, um, had an impact on the society around here.",,,
A,"And one of the ones that had an impact was, uh, people becoming interested in alternate practices,",,,
A,"I'm not sure if it was a meditation practice, or if it was, you know, which is similar to a stress management practice or alternates to, uh, A M A approved medicine.",,,
A,"Uh, you have, you know, major, um, acupuncture schools and things out here.",,,
A,"And, and you could have them around long enough",,,
A,"and more and more people start believing them or wondering how to combine them with other things,",,,
B,Uh-huh.,,,
A,"and, before long, you, you get this, this whole kind of Gestalt, this whole package of, of health, of health care and options",,,
B,Uh-huh.,,,
A,"and, uh, and exercise is, is strongly considered one of them.",,,
A,"The irony is, is its people in the cities, in my experience, that are most oriented towards doing the exercise.",,,
A,"And, I guess because they spend all day in back of their desks.",,,
A,"The average person out on the farm, at least traditionally, now they drive fancy tractors as much as anything but at least traditionally,  the laborers,",,,
