Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,opening,,
A,"Um, I guess what, I guess my task.",opening,,
A,I usually ride my bike.,major topic start,,A talks about her two bikes
A,"I have, uh, a stationary bike and, uh, a regular bike.",,,
A,"And when I can, I like to ride my regular bike outside, because it's so much nicer.",,,
A,"The stationary bike is, is so, uh,  boring.",,,
B,Boring.,,,
A,"But I have head phones,",,,
A,"and I, plus I have it, uh, in the living room",,,
A,"so I either watch T V, or we have a fish tank,",minor topic start,,A discusses ways to stave off boredom
A,"so I watch the fish, you know. Whatever I can do to keep myself occupied.",,,
A,"If, I like to have the T V on, because that usually keeps me, um, more occupied.",,,
A,It kind of takes the time away,,,
A,"and I don't realize, really, that's really the only time I ever watch T V, is when I'm on the bike.",,,
A,"But, and then usually after I'm done riding the bike, just to cool myself down, I usually take a walk, you know,",,,
A,"and that just kind of gets myself, uh, gets me, you know, to where I'm not quite as tired I guess.",,,
A,But it's definitely a task.,,,
B,You think so?,,,
A,I can't say that I really enjoy it.,,,
A,"I wish that I did enjoy it more,",,,
A,but I do it because I have to not because I want to,minor topic end,,
B,"I bought a stationary bike,",minor topic start,,B buys a stationary bike
B,"but I find that if I sit on that seat too long, it hurts.",,,
A,"Yeah,",,,
A,yeah.,,,
B,"And I haven't figured how to get that soft,",,,
B,and I tried even tying a pillow to it.,minor topic end,major topic end,
B,"But two years ago, I joined, well, it's not quite two years, it's almost two years, I joined the Cosmopolitan Lady here in Plano.",major topic start,,Water exercises
A,Uh-huh.,,,
B,And I love it.,,,
A,Really?,,,
B,I just love it.,,,
A,So is it just women that go there?,,,
B,Yeah.,,,
B,It's totally women.,,,
A,"See, I think that's what's my biggest problem with going to a place, uh, a, a health club.",minor topic start,,A and B talk about privacy at health clubs
A,Because I don't feel like having a bunch of other people watch me exercise.,,,
A,"You know, so I have tried to just do stuff at home",,,
A,"and, uh, I just feel conscious about it.",,,
A,"I mean, I'm not big, you know, or anything,",,,
A,but I still don't like other people watching me.,,,
B,"I like to be able to sweat, have my hair a mess. Uh, feel that, okay fine, if my bathing suit slips a little bit I don't have to be conscious of it being a little bit too low.",,,
A,Yeah.,,,
A,Right.,,,
B,"And I, my bathing suit's just one piece,",,,
B,"so there's no big deal all the way around,",,,
B,but I don't have to be conscious of what I'm doing or how I'm doing it.,,,
A,Uh-huh.,,,
B,"And it's, uh, oh, it's just, I don't know, it's, it's a total free relaxation.",,,
B,"Because, hey, you can do what you want.",,,
B,"You're a female,",,,
B,and no one is staring at anybody else or worrying about what anything else is doing.,,,
A,"That's what,",minor topic end,,
B,And they've got such fantastic equipment in there.,minor topic start,,A talks about water aerobics at club
A,Really?,,,
A,"That's, that's great.",,,
B,"Oh, yeah.",,,
A,"How,",,,
B,And I  love the water aerobics.,,,
B,I love the water aerobics.,,,
A,Do they have a pool,,,
A,"or what is,",,,
B,"Oh, yeah.",,,
B,They've got a nice one.,,,
A,Huh.,,,
B,They have two types of water aerobics.,,,
B,"They call it aqua exercise, I guess is what they call it.",,,
A,I've heard that that's really good for you to do.,,,
B,It pushes you because you're pushing against the water in itself.,,,
A,Uh-huh.,,,
B,So it is like double strenuous.,,,
B,But you're not being double strenuous on your own body.,,,
B,Because you're pushing it yourself.,,,
A,Uh-huh.,,,
B,So you're doing it yourself.,,,
A,"So you don't really feel like you're really working that hard, do you?",,,
B,Huh-uh.,,,
A,When you're in the water?,,,
B,Huh-uh.,minor topic end,,
B,"The only thing that I ever felt was, every time I stop and start going again, because I end up getting two jobs once in a while.",off topic start,,They discuss blisters and how to counter them
B,I end up having to quit for a while.,,,
B,"But I get blisters on my toes on the bottom  because,  I really jump a lot.",,,
A,"Oh, wow.",,,
A,"Well, that's funny,",,,
A,I never would have thought of that.,,,
B,"Well, a lot of people wear those little, uh, terry cloth with rubber soles on the bottom. Especially around the pool.",,,
B,So they just  wear them  right into the pool.,,,
A,Like  Are they water shoes?,,,
A,"Is that,",,,
B,Yeah.,,,
B,"They're just little terry cloth things you wear for house slippers with rubber, you know, soles, so that, you know,",,,
A,"Oh, okay,",,,
A,okay.,,,
A,"Okay,",,,
A,okay.,,,
B,no big deal one way or the other.,,,
A,"Huh, that's really  funny",,,
B,"But,  I never think about it until after you go there for about a week, your toes, you start getting blisters anyway.",,,
B,So no big deal.,,,
A,"Huh, that's,",,,
B,But it's fun.,off topic end,,
A,"So, how often do find yourself going?",minor topic start,,A asks B about the frequency of her workouts
A,"Um, on a, if you're doing it on a regular basis, how often do you go?",,,
B,I try to make it at least three times a week.,,,
A,Yeah.,,,
A,"That's really,",,,
B,"For a while I was doing it every day. Just, going, uh, five days a week.",,,
A,Really?,,,
A,I wish that I could make myself exercise every day.,,,
A,"But I do force myself to do it at least three times a week. Which I don't feel like is enough,",,,
