Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Well, uh, if you had to pick a, a type of music that you like, would you be able to? *functions as a qw",major topic start,,topic starts about persons liking and opinions on music
B,"Well, I could pick country music. *answered as if to a qw",,,
A,Country music?,,,
A,"I,",,,
B,"As I've gotten older, I've started listening more to the words of music and to the softer melodies.",,,
B,Not originally.,,,
A,Not originally.,,,
A,Where you from?,off topic start,,conversation turns to topic of state of origin
B,Georgia.,,,
A,Georgia.,,,
A,"Okay, well, see",,,
A,"I'm, I'm from Chicago,",,,
A,"so uh, I'm kind of in a different category here. Uh,",off topic end,,
B,"If you had to pick one, what would you choose?",,,
A,"Uh, I would probably go with,",,,
A,"it's tough, uh, I think I would just stick with the classics. Only because, uh, I like music just for music's sake",,,
A,"and uh, you know, I'm from the era where, you know, we had all the rock and roll.",,,
A,I'm forty,,,
A,"so I'm, you know, part of that whole deal",,,
A,"and, uh, that was a real interesting time",,,
A,"and, you know, the music sort of made the whole time very rich with sound.",,,
A,"Uh, but I think I'd stick back with my Beethoven and my Bach and my Mozart",,,
A,"I mean because it's just,",,,
A,it will always be there.,,,
A,It's classic,,,
A,"and I don't have to worry about, you know, what's current and what's not because I haven't been current with music for a long time.",,,
A,"But, you know, same, uh,",,,
A,"and, as far as country music is, I've never really, uh, listened to it.",,,
A,"I mean because that's just,",,,
A,"it was,",,,
A,"it wasn't part of what I knew,",,,
A,"so, there you go",,,
B,"Well, I understand what you're saying.",,,
B,"I think if you would listen to it a little, you would discover that it has a lot of roots from the, both from the classics and from some of the rock and roll of the era that, that we both lived through.",,,
A,"Right,",,,
A,yeah.,,,
B,Uh,,,
A,"I,",,,
A,"it's, it's a different perspective on everything, too.",,,
A,"I, I know, well, whenever they talk about, uh, country music, it's about, it seems sad to me.",minor topic start,,persons views on country music
A,"It's always about some guy losing some girl and then, you know, playing the guitar and singing about it.",,,
B,"Well, there's some joy in it also.",,,
B,"But, mostly it, it just tells a story about life.",,,
A,Yeah.,minor topic end,,
A,"Well, I must say, though, uh, I listen to Amy Grant.",off topic start,,persons opinion and familiarity with Amy Grant
A,Do you consider her country?,,,
B,I don't know.,,,
B,I'm not all that familiar with her work.,,,
A,"Uh, uh, let's see. Well, name some people that are country that I should listen to",,,
A,That would be good.,,,
B,"Well, I kind of like, uh, I like groups like the Statler Brothers. And the Judds, certainly.",,,
A,Okay.,,,
A,"Oh, okay,",,,
A,"I, I must admit that's, yeah, they're fantastic,",,,
A,"so, uh, uh,",,,
B,Reba McIntire is a little too country for me.,,,
A,"She's something, though.",,,
A,She's got so much energy,,,
B,That's true.,,,
A,"Well, I guess I, I have listened in on some of the stuff and not really realized it that I do like some of that.",,,
A,"Uh, Dolly Parton, she's kind of,",,,
A,is she kind of country?,,,
B,"Oh, yes.",,,
A,Kind of,,,
B,That's certainly where her roots are.,,,
A,Right down there.,,,
A,"Uh, uh, how about the Oak Ridge Boys.",,,
B,Very much so.,,,
A,Very much.,,,
A,"Okay,",,,
A,"well, I like them, too.",,,
A,So I guess I've had a smattering,off topic end,,
A,"and I just, uh, you know, picked,",,,
A,"I've picked up a little bit along the way that I probably wouldn't have if I'd stayed up north, you know.",,,
B,That's true.,,,
A,"You know, so, well, I think there's music all around anyway.",,, 
A,"I mean, I think life is just music,",,,
A,"so, you know, you can hear it wherever you want",,,
A,"and, uh, and I've, I've kind of shied away from some of the new stuff because I just don't understand it.",,,
A,But maybe twenty years from now they'll look at it as classic rock and roll which I really like,,,
A,"so,",,,
B,"Well, it's just difficult for me to believe that anybody's ever going to make a, a record of the rap songs of the eighties.",off topic start,,persons opinions on rap music
A,"Yeah,",,,
A,"the greatest hits,",,,
A,"right,",,,
B,Yeah,,,
A,Yeah.,,,
A,"Yeah,",,,
A,"so, I mean, it, it, it'll, if it stands the test of time, we'll see.",,,
B,That's true.,,,
A,"And, uh, then it'll,",,,
A,"if it survives, then it'll just probably be one or two songs that sort of, hey listen what we listened to",,,
B,Yeah,off topic end,,
A,"Can you believe this sort of thing,",,,
A,"but, uh, you know, I, I think of,",minor topic start,,persons experiences with music when young
A,"I get real tickled when I listen to some of these old Beatle, uh, music, you know, the orchestration of it and that it's so popular still",,,
A,"and, and, uh, you know, all these rocks, rock stations call it classic soft rock, you know",,,
B,Right.,,,
A,But we used to listen to it full blast,,,
B,Of course.,,,
A,Yeah.,,,
A,"So, it's kind of funny the way we listened to the stuff,",,,
A,"but, I don't know.",minor topic end,,
A,"Well, you got any more?",,,
B,"Well, the big key is that, I think you've already stated, that all music is rooted in the classics",,,
B,and it has grown from there. this short.,major topic end,,
A,"Well, that's,",closing,,
A,"Okeydoke,",,,
A,"well, it was great.",,,
A,Yeah.,,,
A,"And we'll, uh, listen to some more music",,,
A,"and, uh, I'll look at some country.",,,
B,You bet.,,,
A,Okay.,,,
A,Bye-bye,closing,,
B,Bye-bye.,,,
