Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",major topic start,,Talking about going metric
A,"do you, uh, think we should go metric?",,,
B,"Well, I, I, oh, I don't know.",,,
B,"It's kind of a tricky question, because I think it's, it's a practical system,",,,
A,Yeah.,,,
B,"obviously, if it's all compatible and it, you know, tens",,,
B,and things make sense.,,,
B,"Um, it's, it's a switch.",,,
B,The problem would just be the switch over.,,,
A,Yeah.,minor topic start,,How they tried to switch in the 70s once
A,"I think that the, I think what,",,,
A,"I mean, I don't know what happened last time.",,,
A,I remember they tried it in the seventies at one point or something,,,
A,"and,",,,
B,Right.,,,
B,That's when I was in the elementary school years,,,
B,"and we all, We all learned that metric",,,
A,"Yeah,",,,
A,me too.,,,
B,"and they were ready,",,,
B,we were going to be metric,,,
B,"and,",,,
A,"Right,",,,
A,"and, and I don't quite know why it failed.",,,
A,"Um, I would bet the push, I, it, I bet the push just wasn't big enough.",,,
B,Right.,,,
A,"You know, they didn't sort of encourage, I mean businesses and things to use it,",,,
A,"so, you know, what, what I think they'd have to do would be to have both things on there for a while, and then, and then start phasing things out",,,
A,"so,",minor topic end,,
B,"So I think that's what they did at first, was that they had metric",,,
A,Yeah.,,,
B,"and, and I mean, and there's things that we've gone metric.",,,
B,"We have metric cola now,",,,
A,"Right,",,,
A,"I was just thinking, two liter bottles are what you buy and one liter bottles.",,,
B,you can buy that,,,
B,"and you can,",,,
A,You don't buy quarts and gallons anymore of soda.,,,
B,"So that, you know, so that, we have little things that are metric,",,,
B,"but no one talks about, you know, uh,",,,
B,"you buy nine by twelve frames,",,,
B,"you don't buy centimeter length frames, and cooking pans.",,,
A,Right.,,,
A,"And, and, and even though the car says miles and kilometers,",,,
A,"you don't say,",,,
A,"I went, a hundred kilometers. You know.",,,
B,Uh-huh .,,,
B,"Right,",,,
B,fifty-nine kilometers per gallon.,,,
A,Yeah.,,,
A,"I would, I would be total loss.",,,
B,Yeah.,,,
B,"That's,",,,
A,"I think, I think, though, if there were some, you know, sort of government incentive program or something people would begin to switch over, you know,",minor topic start,,How to indtroduce the shift
B,Right.,,,
A,and I think there would be the hard core older people who would get really pissed,,,
A,"and, pardon my expression there, but, uh, who would get really, you know, upset and start to complain and get all cranky and stuff.",,,
B,Uh-huh.,,,
A,But I think in the end it would make life a lot easier for people coming up.,,,
B,"Yeah,",,,
B,it really would.,,,
B,"It's, I, I, it's, because I think they had a good try there when they started with us in the elementary schools, trying to, you know, get that in our minds, so that we could I mean",,,
B,because I think our generation could make a change.,,,
A,Yeah.,,,
B,"It would be difficult,",,,
B,"but it would not be as difficult for people, say, fifty years old now who are, have never been exposed to the metric system other than, you know, buying a two liter Coke.",,,
A,Right.,,,
B,That's,,,
A,"Well, what I think, I think the difference between now and then might be, this is just a might, is we were the first generation that was in elementary school.",,,
B,Right.,,,
A,"And if they kept it up,",,,
A,"so let's say, imagine they had kept going,",,,
A,"you'd have, you know, two or three more generations that all now are, are familiar with the metric system.",,,
B,Right.,,,
A,"Not like could use it comfortably right now,",,,
