Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Go ahead.,Opening,,
B,"Okay,",,,
B,"do I still still can feel that the Soviet Union, as such, is still a threat to the civilized western world?",,,
B,Absolutely.,,,
B,"And my reasons are based upon not only from what I read in the newspapers, what I see on the newspapers, but up against some of the, fun and exciting things I ran into during my six years as a soldier in the Fifth Special Forces Group.",Major Topic Start,,Talking about political instability
A,Um. Okay.,,,
A,"I guess I don't see them as much of a threat as they used to be,",,,
A,"but I think just the instability of the country right now is,  sort of scary.",,,
B,"Well, that's what  makes it a powder keg.",,,
B,"The, um,",,,
B,"I'll go back in time a little bit, to about eighty-one,  when  my first real involvement with the military started.",,,
A,Uh-huh.,,,
B,"Um, naturally we were at the time,",,,
B,the Soviet Union was considered to be the big military power and the big threat.,,,
B,"So we got lots, quite a bit of information as well as indoctrination on Soviet tactics and weapons.",,,
A,Uh-huh.,,,
B,"I went to Lebanon in eighty-three, before the marines ever got there, with the U N Peace Keeping Force. And with the training I received prior to going there, with captured weapons we kept running up against.",,,
B,"These weren't, these weren't Chinese made copies.",,,
B,"These were Soviet made, top of the line, fresh out of the box, A K forty-sevens. As well as a lot of the explosives we were running into.",,,
A,"Um, uh-huh.",,,
B,"In Granada, in October, twenty-fifth, eighty-three, we invaded the place.",,,
B,"Sure there were Cuban soldiers there,",,,
B,but there was also a bunch of Russian advisors that were damn good shots.,,,
B,"The team I was with, we jumped in on the western tip of, of the island down on Point Salinas.",,,
B,And for every Cuban there was at least five Russian advisors.,,,
A,Huh.,,,
B,And they were all shooting state of the art Soviet weapons.,,,
B,"In eighty-four, I was down in Central America, as an advisor to the Honduran Army.",,,
B,"Again we were running up against Cubans quite a bit, plus Soviet advisors.",,,
B,"And the equipment we were capturing and taking from the Nicaraguans, was brand new, out of the crate, Soviet made material.",,,
B,Do I consider them a threat?,,,
B,Absolutely.,,,
B,They have a university in Moscow called the Patrice de Lamumba University.,Minor Topic Start,,Talking about graduates from a University in Moscow
B,"About like A and M or U T, where they're teachings subjects like that, they're teaching terrorism.",,,
B,Some of the people we went up against in Lebanon were graduates from that place.,,,
B,"And let me tell you, they are nothing nice to go up against.",,,
A,Huh.,,,
B,I'm surprised during this Iraqi crisis we didn't have more incidents than they did.,,,
B,These guys are top of the line.,,,
B,"When they, when they graduate from there, they can pull terrorist actions anywhere in the free world.",,,
B,"And they are very, very good at what they do.",,,
B,"So until I see the entire, quote, old guard of the Soviet military, of the Soviet government completely roll over and disappear, preferably buried, I still consider them a threat.",,,
A,Uh-huh.,,,
B,"Their military is different from ours, to where there are extremist generals that actually control tens and thousands of troops.",,,
B,That,,,
B,"irregardless of what Soviet policy is, they're going to do what the general tells them.",,,
A,Yeah.,,,
A,"I guess that's what concerns me the most. Is they're, they're so unstable that somebody like that could make, uh, decisions that would jeopardize a lot of people.",,,
B,"Well, it's interesting watching the different Soviet states, Albania, Lithuania, doing their little revolts down there.",,,
A,Uh-huh.,,,
B,Each one of those sectors has got a Soviet general over the troops that are there.,,,
B,So far they haven't run into the real psychos yet.,,,
B,"There's probably five or six, which would be an equivalent of our joint chiefs of staffs, that are in positions over some of these Soviet states.",,,
B,"If uprisings happen in their sectors, it is, it's going to be a total blood bath.",,,
A,"Yeah,",,,
A,it looks like it's come close to that as it is.,,,
B,"Actually, they're showing remarkable restraint.",,,
B,"They get real nasty, the hyundee helicopters come out",,,
B,"and they, would level entire areas.",Minor Topic End,,
B,"Okay,",,,
B,"you're from the Dallas area, right?",,,
A,Uh-huh.,,,
B,"Okay,",,,
B,"you know, basically the size of, uh, the area around Richardson?",,,
A,Yeah.,,,
B,"You put five Soviet hyundee helicopters in the air, they can level the entire area",Minor Topic Start,,Talking about Soviet Hyundee Helicopters
B,and there won't be anything left alive.,,,
B,And they can do that in about four minutes.,,,
A,Huh.,,,
B,And they've got entire squadrons of those just standing by.,,,
B,"They used them in Afghanistan, did remarkably well considering the terrain they were flying in.",,,
B,"But on a highly populated area, like some of the Soviet cities would be, with the weaponry that's attached on those things, there is no place to hide.",,,
B,"If the bombs don't get you, if the bullets don't get you, then, then the nerve gas definitely will get you.",,,
B,The only drawback on that little piece of machinery is they only got five minutes of air time.,,,
B,They drink that much fuel.,Minor Topic End,,
A,Uh-huh.,,,
B,"Were you,",,,
B,"have you,",,,
B,I take it you haven't spent any time in the military?,,,
A,"No,",,,
A,I haven't.,,,
B,"As a civilian that's never been attached to any form of the military,",,,
B,"I know a lot of this stuff that I was involved in, never did make the newspapers.",,,
A,Uh-huh.,,,
B,"But,  during that same time frame, didn't you get some feeling, that, I mean, they're getting all these weapons and stuff?",,,
B,Didn't it bug you a little bit why they kept coming up with all this stuff?,Minor Topic Start,,Talking about the economics of war
A,"You mean in the, in the most recent conflict?",,,
B,In any of them since eighty-one.,,,
A,"Oh. Yeah,",,,
A,definitely.,,,
A,"I, I'm, I'm a little bit shocked to what the U S has done in terms of selling to Iraq in the past ten to fifteen years.",,,
A,"Yeah,",,,
A,"I think we, we kind of shoot ourselves in the foot that way too.",,,
A,It's bad enough that the Soviets do it.,,,
B,"It all boils down to, whether it's our side, their side,",,,
B,"it's a matter of money,  to  a certain extent.",,,
A,Um.,,,
A,Uh-huh.,,,
B,The deal the Iraqis have with the Russians was for oil.,,,
A,Yeah.,,,
A,It's scary to know that they're supplying that many people with weapons. Especially when it's to the south of us.,,,
B,"Uh, the ones to the south are more regional conflict.",,,
B,They're not really that worried about invading north.,,,
B,"They're more interested in,",,,
B,"they've got a screwed up situation, I'll give them that. From Mexico all the way down into Central and South America.",,,
B,The situation down there is weird,,,
B,and it's very screwed up.,,,
A,Uh-huh.,,,
B,Inflation is out of this world,,,
B,"and the governments, which our government has technically supported for years, are corrupt as all get out.",,,
B,"And generally the people,  are  getting screwed,",,,
B,"and they're tired of it,",,,
B,"and they're willing to try anything to get out from under it, even if that means going to communism.",,,
A,Yeah.,,,
A,"Well, I think Russia is getting to the point where they're, they're about to do something to get out of communism.",Minor Topic End,,
A,I guess I'd would like to see somebody like Yeltsin to get more power.,Off Topic Start,,Talking about Soviet Leadership
A,I think Gorbachev has about had his day.,,,
B,"Unfortunately, Yeltsin's got too many connections with the old guard.",,,
B,That's the only drawback that I see with the entire thing.,,,
A,Yeah.,,,
B,Gorbachev has made his attempt,,,
B,and he's had his problems with some of the old guard himself.,,,
A,Uh-huh.,,,
B,Yeltsin's in tight with the old guard.,,,
B,"So it may be trying to choose between the lesser of two evils,  at  this point.",,,
A,Uh-huh.,,,
A,True,,,
A,"I don't know,",,,
A,I sure wouldn't turn my back on them.,Off Topic End,,
B,"You mean,",,,
B,"I understand when they pulled the troops out of, uh, or they reduced the number of troops in Europe after the Berlin Wall went down,",,,
B,I thought that was great.,,,
B,But by no means do I endorse or approve pulling everybody out.,,,
A,Uh-huh.,,,
B,It may be a much reduced force than what we used to have over there.,,,
B,"But you still better have the key players in place, if something does go down. Even if it's a regional conflict.",,,
