Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,What's your favorite T V show?,major topic start,,they discuss the various TV Shows they like
A,"Oh. You know, I used to like ST. ELSEWHERE.",minor topic start,,talking about ST. ELSEWHERE
B,Uh-huh.,,,
A,That's one of my old favorites.,,,
A,"Um, and that's,",,,
A,"I'm being beeped,",,,
A,so I'll just ignore it.,minor topic end,,
A,"Um, and now, I, I did like THIRTY SOMETHING",,,
B,Uh-huh.,,,
A,"oh, yes,",,,
A,my daughter says NINE OH TWO ONE OH.,minor topic start,,talkig about NINE OH TWO ONE OH
A,We like that one.,,,
B,"Yeah,",,,
B,that's one of my favorites.,,,
A,"Good,",,,
A,and how old are you?,,,
B,I'm twenty-eight.,,,
A,"Oh, so you're little bit younger than I am,",,,
A,"but yeah,",,,
A,"I think if my seventeen year old, my fourteen year old, my other two children like it,",,,
A,"I'm over forty,",,,
A,and I like it.,,,
A,I think it's wonderful.,,,
B,"Yeah,",,,
B,it's a good show.,minor topic end,,
B,"I like MURPHY BROWN and DESIGNING WOMEN, too.",minor topic start,,talking about MURPHY BROWN and DESIGNING WOMEN
A,"Oh, yeah,",,,
A,"now see, I, we are so busy with, all of our kids are in sports,",,,
A,"and I hardly ever watch T V,",,,
A,"but that's one that, that we watch.",minor topic end,,
A,"And then Sunday nights we watch, uh, LIFE GOES ON.",minor topic start,,talking about LIFE GOES ON
B,"Yeah,",,,
B,"I like that,",,,
B,"that's, that's a good show, too.",,,
A,Very good.,,,
A,Did you see the one on Sunday?,,,
B,"Yes,",,,
B,"it was a, uh, uh",,,
B,"I did miss that Sunday,",,,
B,no,,,
B,I didn't.,,,
A,That one kid that Becca likes he has AIDS.,,,
B,"Yeah,",,,
B,it's a good episode.,,,
B,"Yeah,",,,
B,"the, the new character on there did.",,,
A,"Right,",,,
A,right.,,,
A,All the way to North Carolina.,minor topic end,,
A,What time is it there?,off topic start,,talking about the time difference between North Carolina and here
B,"Uh, it is twenty minutes to nine.",,,
A,"Oh, my gosh.",,,
A,"See, I'm twenty minutes to six here",,,
B,Three hours difference.,,,
A,"Yeah,",,,
A,yeah.,,,
A,Okay.,off topic end,,
A,What else do you like?,,,
B,"Uh, let's see, I like a lot of different shows.",,,
B,"Let's see, um, I like MURDER, SHE WROTE.",,,
B,"That's, that's,",,,
A,"Oh, I never, I never watched that ever in my entire life.",,,
B,And MATLOCK is another good one I watch.,,,
A,Uh-huh.,,,
B,"Um, then during daytimes I like, I like ALL MY CHILDREN.",minor topic start,,talking about ALL MY CHILDREN
A,A small bowl will be plenty.,,,
A,"Oh, that's mine.",,,
A,"That's the only one I watch whenever I, oh,",,,
A,a small bowl will be better because it's pretty fattening.,,,
A,Talk to my daughter.,,,
A,"Um, um,",,,
B,"ALL MY CHILDREN,",,,
B,I've watched that for about twelve years.,,,
A,"Yeah,",,,
A,"I've, I'm sure I watched it for more than that probably.",,,
A,Twenty something.,minor topic end,,
A,"I used to watch GENERAL HOSPITAL when I was a teenager because I,",minor topic start,,talking about GENERAL HOSPITAL
B,I quit watching GENERAL HOSPITAL when Leslie got killed.,,,
A,Oh.,,,
B,So that was a long time ago.,,,
B,"I used to watch it, was in high school and college when Laura's mother got killed.",,,
A,Right.,,,
B,She was my favorite character on there.,,,
B,"I just,",,,
B,"I read the reason she got, they, they killed her off was because they couldn't settle a contract,",,,
B,"and I said, well, if they're going to do that to her, I won't watch it.",minor topic end,,
A,"Oh, that's great.",,,
A,"Well, I do like ALL MY CHILDREN,",major topic start,,talking about ALL MY CHILDREN
A,"and I, and I like it, you know, I don't know.",,,
A,"I just,",,,
A,"I like the people on it, I guess, you know.",,,
B,"I, I, I like it.",,,
B,I just wish they'd bring some of the old characters back.,,,
A,"Yeah,",,,
A,"well, Tad's going to come back, I bet, do you think?",,,
B,"Yeah,",,,
B,I'm sure he will.,,,
A,"He'll come back, show up at just the right moment.",,,
B,"I kind of wish that, uh, Nina would come back because she because the story, you know,",,,
A,Oh.,,,
B,"just for a brief visit or whatever, because it never has been resolved with Palmer remarrying, and everything,",,,
A,"Yeah,",,,
A,"like Daisy, pops in once in a while,",,,
A,"and, I forgot about Nina and Cliff, right.",,,
B,"Yeah,",,,
B,Cliff's on THE YOUNG AND THE RESTLESS now.,,,
A,"Oh, he is.",,,
A,So he's out for good.,,,
B,"Yeah,",,,
B,he's out for good.,,,
A,Did they marry?,,,
B,Uh,,,
A,Nina and Cliff?,,,
B,"that's how they left the show, but not in real life.",,,
A,Um.,,,
B,"Now she's married to some guy in New York,",,,
B,and she's happily married,,,
B,and that's the reason she left the show.,,,
B,I guess she wanted a private life.,minor topic end,,
A,"Oh, okay,",,,
A,"oh, see I, I, I watch it maybe twice a month,",off topic start,,talking about their schedules and when they find time to watch shows
A,"so, I don't watch it everyday like I did when I had babies.",,,
B,"Oh, well, I, I watch.",,,
A,Because I play lots of tennis,,,
A,"and I'm gone a lot,",,,
A,"so, I don't get to watch,",,,
B,"I watch it everyday, religiously.",,,
B,I videotape it when I have to miss it.,,,
A,"Oh, no kidding.",,,
B,Yeah.,,,
A,"I use to be, I used to be like that",,,
B,I'm that way about a lot of different shows.,off topic end,,
B,"I'm that way about MURPHY BROWN, DESIGNING WOMEN.",,,
A,"Now isn't DESIGNING WOMEN, don't they have a new chick on there instead of the, instead of what's her name?",minor topic start,,talking about DESIGNING WOMEN
B,"Uh, yeah,",,,
B,there's two new characters on there.,,,
B,"There's, um, uh, Jan Hooks from SATURDAY NIGHT LIFE.",,,
B,I don't know if you know her or not.,,,
A,Huh-uh.,,,
A,That's a show I like.,,,
B,"And then, and then, uh, uh, the blond headed girl that used to be on NEWHART.",,,
A,"Oh, yeah, oh.",,,
B,"I don't like her on it,",,,
B,"I never have liked her,",,,
B,so.,,,
A,"Well, I, I just know which one she is.",,,
A,"I don't, you know.",,,
B,"She's taken the Suzanne's part,",,,
B,and then Jan Hooks has taken Charlene's part.,,,
A,Charlene was Delta Burke?,,,
B,"Charlene was Jean Smart, the blond headed.",,,
A,"Oh, okay,",,,
A,"well, see, I never watch that one either.",minor topic end,,
A,"I really don't watch a whole lot of T V, just, you know, on Sunday nights,",,,
A,"LIFE GOES ON comes on about the time that we eat dinner,",,,
A,"and my whole family's home, because I don't allow the kids out on Sunday night you know, because they've got to go to bed and go to school the next day,",off topic start,,talking about their Saturday night schedules
B,Yeah.,,,
A,"and so we, we sit around and eat popcorn",off topic end,,
A,"and, oh, then we watch AMERICA'S FUNNIEST HOME VIDEOS.",,,
A,Those are always pretty cute.,,,
B,"Well, MURDER, SHE WROTE comes on opposite of that,",,,
B,"and so,",,,
A,"Oh, so you don't watch that one instead of,",,,
B,Yeah,,,
B,"I I pick nights pretty much so on T V that I watch different networks,",,,
