Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,major topic start,,what kind of books both A and B prefer to read.
B,Wonderful touch tone telephone there.,,,
A,"Uh, what kind of books do you enjoy reading?",,,
B,"Uh, haven't, have, I have a wide variety of, of hobbies,",,,
B,"therefore, my, my reading pleasures are quite wide.",,,
B,"Um, I get a charge out of, uh, TEXAS HIGHWAY, which is, uh, very colorful, and, uh, not being a native of Texas, but being here eleven years have a tendency to, uh, find out the, uh, about the different areas of the of the, of the state by reading it.",,,
A,Oh.,,,
A,"Right,",,,
A,I've read that one too.,,,
A,"I only had a subscription once,",,,
A,but my mother always gave me hers,,,
A,"and I, I really enjoyed, you know, all the little things that you find out about Texas.",,,
B,"Oh yeah,",,,
B,"it's, it's, uh, absolutely, it's great the way that it's broken out and you can, uh, set up little trips and day trips and things.",,,
B,"It's pretty, pretty neat.",,,
B,"Um, oh, I like photography, um, magazines.",,,
B,I don't take a subscription or anything like that.,,,
B,"Um, things, oh,",,,
B,"being an engineer in facilities I do read a lot of, a lot of, uh, building magazines and, and, and plant engineering magazines and, read up on different ways to do things and energy management type of magazines",,,
B,"and, and, uh, kind of strange because I, it's not unusual to, uh, see, uh, an engineering manual or something laying around the house",,,
A,Uh-huh.,,,
B,"and then I'll sit up and read just to refresh, uh, you know, to keep active on it,",,,
B,"but, uh.",,,
A,Uh-huh.,,,
B,How about yourself?,,,
A,"Well, um, I have an interest in art,",,,
A,"so I, frequently purchase and read, uh, books, mainly on water color because that's my big interest at the moment.",,,
B,"Oh, that's great.",,,
A,"And, uh, oh, I guess I like a variety of things, uh, lots of fiction, uh, type books.",,,
A,"Uh, right now I'm occasionally reading on a book about, uh, the Mardi Gras in New Orleans and its history.",,,
B,Uh-huh.,,,
A,That's fairly interesting.,,,
B,"I bet that would be, rather interesting.",,,
B,"Uh, that's, uh, self improvement,",,,
B,"that's, that's well, that's kind of a hobby",,,
B,"but it is self improvement from the standpoint of probably relaxing, uh.",,,
A,"Yeah,",,,
A,I don't know that I read anything strictly labeled self improvement.,,,
A,How about you?,,,
B,"Um, well I hate to,",,,
B,"yes,",,,
B,I do,,,
B,"We, uh, we have these classes we attend, uh, management classes",minor topic start,,about books that were given by management classes that B has joined.
B,"and, and they give you books",,,
B,"and, and the last book, uh, matter of fact I read was, AT AMERICA'S SERVICE by Carl Albrecht .",,,
B,"It talks about, uh, who the customer is and being customer oriented, uh, which falls in line with the T I culture here at Texas Instruments.",,,
A,Yeah.,,,
B,"Uh, one of its great slogans is if you're not serving the customer, you better be serving someone who is.",,,
A,Uh-huh.,,,
B,"Uh, so that's all in self improvement to stay focused on who the customer is",,,
B,"and as you probably well know, all of us are our own customer.",,,
B,"You're my customer, I'm your customer, sort of thing.",,,
A,Right.,,,
B,"Um, every now and then I'm loaned a tape I can stick in the, uh, in the car cassette set on the way home to make the drive more enjoyable, talking about, uh, better outlooks on things and the philosophy of, of Pat Hagerty and these kind of, uh, mind stimulating philosophy type. Which all, you know, betters yourself.",minor topic end,,
A,Yeah.,off topic start,,about self improvments seminars that A has attended.
A,"Yeah,",,,
A,"yeah,",,,
A,"well, uh, maybe I am into some things occasionally that I don't think of in terms of self improvement.",,,
B,Uh-huh.,,,
A,I mean they are,,,
A,but I don't label it as such.,,,
B,Like what for example.,,,
A,"Well, I don't know, um,",,,
A,"I, uh, have attended some seminars that had some tapes that went with them, but, uh, I guess not so much books although they sometimes have manuals and things,",,,
A,"but, uh, they would be things on like how to be successful and sort of talking to yourself. You know getting your, yourself in gear to, uh, sort of pull yourself up by your boot straps and do what you really want to do. Convincing you that you need to get on with it.",,,
B,Sure.,,,
B,Sure.,off topic end,,
B,"How about items like, um, THE ONE MINUTE MANAGER, which used to be a big,",off topic start,,about the book that B's supervisor had given to him and its layman approach
B,okay.,,,
A,Yes.,,,
B,So those are self improvements.,,,
A,Sure.,,,
B,"Um, our supervisor, uh, subtly bought all of us a book called WHAT EVERY SUPERVISOR SHOULD KNOW. By a man, man named Doctor Bittel, B I T T E L it",,,
A,Um.,,,
B,"and it's a very layman's, uh, uh, approach towards managing different types of people.",,,
B,"And the very last chapter, and I haven't figured out why that one was last, is how to manage engineers",,,
B,"So it's, it's it's interesting,",,,
B,"here again it's, it's casual reading",,,
B,"and it's not eaten up with a lot of, uh, mechanical stuff",,,
B,and it's really excellent fast reading,,,
B,"and, uh, but as you say it's, it's sometimes it's difficult to, to know if it's, you know,",,,
B,"I think if somebody would say hey, read these ten books because these are self-improvements, I would probably be turned off to them.",,,
A,"Yeah,",,,
A,yeah.,,,
B,"If he casually just walked into it and, uh, put down a Stephen King book and I picked up one of them I might be a little more interested.",,,
A,"I don't know,",off topic end,,
A,I'm not sure I could take too much of Stephen King.,,,
A,"That's a little, little heavy for me.",,,
