Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Hi,opening,,
A,you want to start first,,,
B,Of course.,major topic start,,Whether or not nursing homes are a good option
B,"We are talking about the elderly and, uh, whether or not we we like nursing homes",,,
A,Right.,,,
B,"and, as a matter of fact, I can tell you something about that.",,,
A,Uh-huh.,,,
A,"You apparently have somebody there, in one.",,,
B,"No,",off topic start,,B Talking about his/her grandmother and mother running a nursing home
B,"actually, my grandmother owned and operated a nursing home for years",,,
B,"and her mother,",,,
A,"Oh, you are kidding?",,,
B,"No,",,,
B,she did.,,,
A,Oh.,,,
B,"And then my mother also owned and operated a nursing home, for years. And then, uh, went on back to school and became the director of nurses at a nursing home",,,
A,Uh-huh.,,,
A,I will be darned.,,,
A,Uh-huh.,,,
B,"And, uh, my mother and my older sister both are geriatric nurses.",,,
A,"Oh, for heaven's sake.",,,
B,"So, I do know something about that.",,,
A,"You are very, very much aware of what goes on.",,,
B,Absolutely.,,,
A,That is great.,,,
B,"Actually, the motivation for Grandmother entering the business, was that her mother was very old, and couldn't seem to find companions.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,She was lonely.,,,
A,Right.,,,
B,"And she needed company, for her mother",,,
A,Right.,,,
B,and so she opened a nursing home and initially started with eight ladies.,,,
A,I will be darned.,,,
B,"And then, uh, it, it grew into a, very prosperous business from that point.",off topic end,,
A,"Uh-huh,",minor topic start,,When should one shift to a nursing home
A,"uh-huh,",,,
A,uh-huh.,,,
B,"Uh, then they,",,,
A,"Now, see that is a nice attitude to go into.",,,
B,Uh-huh.,,,
A,"Uh, it seems like they must be waiting until it is a necessity",,,
B,Uh-huh.,,,
A,"and there is no chance of, uh, good companionship or doing anything.",,,
B,"Well, that is not really true, either, uh,",,,
B,"I think that is a stigma and an I, and an impression that has come from some few bad experiences.",,,
A,Uh-huh.,,,
B,"You see, those who had bad experiences talk about them.",,,
A,"Uh, right,",,,
A,right.,,,
B,"And those who do not may write, a letter to the nursing home and say you did good,",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,but they do not talk a whole lot about that.,,,
A,That is true.,,,
A,"But what I mean is instead of maybe entering a nursing home, when you are still able to have good, relationships with, maybe other friends they wait until they are, you know, unable.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,Sure.,,,
B,"Well now, That is right.",,,
B,"Well, that is because they wait until the children make those choices, they choose to not make those, choices themselves.",minor topic end,,
A,Right.,,,
A,"Right,",,,
A,right.,,,
B,"However, my daughter-in-law also is a nurse in a nursing home.",minor topic start,,B talking in favour of all the amenities of nursing homes over their short comings
A,Uh-huh.,,,
B,"And, uh, she works for one here in Dallas, which is more a retirement village than it is a nursing home.",,,
B,"And these, these,",,,
A,"Uh, uh-huh.",,,
B,"I love watching these elderly people come, they will come and tell her. ""Well I am going for my, tennis lessons.",,,
A,Uh-huh.,,,
B,"And, uh, would would you, you know, call down and have the van come around and take, us for our tennis lessons.""",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,And they are very active and very enthusiastic,,,
B,"and they have, some excellent programs right there on site.",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"Their dining room looks like, you know, Luby's Cafeteria.",,,
A,Yeah.,,,
A,That is great.,,,
B,"Or, or one of the lovely cafeterias.",,,
B,"And they have, you know, pink linen napkins for their dinners. And, a well equipped library.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
A,"Yeah,",,,
A,that sounds great.,,,
B,"Oh, I am certainly very much for a nursing home",,,
B,"and I think when the, the parent gets old enough, to the extent where they just do not want to be bothered with keeping house, and with taking care of themselves, anymore. That is a wonderful alternative.",,,
A,Yeah.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,It is expensive.,,,
B,It is costly.,,,
A,"See if they could, could get this idea across though, better than what it is, you, know.",,,
B,Uh-huh.,,,
B,"Well, now my daddy's mother, uh, lived in a, a retirement village",,,
B,"and she and her sister had side by side duplexes, one bedroom duplex.",,,
A,Uh-huh.,,,
B,"She still had her individuality,",,,
A,Uh-huh.,,,
B,but they were there close,,,
B,"and they did have, uh, you know, the button that you could push the central office if you got into problems",,,
B,"and, there were lights that you could flip on and so forth.",,,
A,Uh-huh.,,,
B,And they have security.,,,
A,Uh-huh.,,,
B,"No,",,,
B,"I am very much in favor,",,,
B,"I have heard horror stories,",,,
A,"Oh, well you have that with anything.",,,
B,"I know that the elderly can easily be abused,",,,
A,Oh yeah .,,,
B,"but I would be willing to bet they are far less abused in a nursing home than are, they are in, homes of their own children.",minor topic end,,
A,"In the homes, yeah.",off topic start,,A talking about her sister's case
A,"Well, we used our nursing home as, uh,",,,
B,Uh-huh.,,,
A,"like when my sister was real bad before she died uh, we took her the last month and a half, into a nursing home.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,And they were super with her.,,,
B,Absolutely.,,,
A,"They were, uh,",off topic end,,
B,"Well now, my grandmother,",minor topic start,,B talking about how her grandmother benefitted from her nursing home
B,of course all of my folks lived to be very old,,,
A,Uh-huh.,,,
B,"and my grandmother developed Hodgkin's Disease, when she was in her late eighties, uh, late seventies, I mean.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"She went to the doctor,",,,
B,"she had surgery,",,,
B,she got the treatments,,,
B,"and during, the period of time that she was undergoing those treatments she was in a nursing home.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
A,Uh-huh.,,,
B,"She got better,",,,
B,"she got well,",,,
B,she got out and went dancing again.,,,
A,"Well, a lot of people do that.",,,
A,"They , left them temporally maybe they had a, broken hip or something or,",,,
B,Uh-huh.,,,
B,That is right.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
B,"I think it is a wonderful interim place,",,,
A,Uh-huh.,,,
B,"it is a place that you do not have to struggle with hospital, problems",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"and yet it is not, you know,",,,
B,"you have,",,,
A,And it can become home to them.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
A,"It, It depends upon the individual.",,,
B,It certainly is.,,,
B,"It certainly does,",,,
B,"but, you see, we have had excellent experience with that.",minor topic end,,
B,"And, uh, I, I did not put my husband in a nursing home when he became ill,",minor topic start,,How B would want to make the call of going to the nursing home herself
B,"but, I would not object to going to one.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"I might, I might like to be, uh, coherent enough to make my own choice.",,,
A,Uh-huh.,,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"Uh, I would not particularly think I would want my kids to say, ""well, I think this is what I need for Mom"", and, then dump me there.",minor topic end,,
A,This is,,,
A,"and,",,,
B,"But, I would  like,",,,
A,There has to be  consideration taken on everything.,,,
B,That is right.,,,
B,"Uh-huh,",,,
B,uh-huh.,,,
B,"And I think you would shop for a nursing home, just like you would shop for a church, or a doctor or anything else.",minor topic start,,The apt time and method of choosing a nursing home
A,Yeah.,,,
A,"That is right,",,,
A,"you would look into it thoroughly and, do, do the best job you could in choosing one.",,,
B,"Uh-huh,",,,
B,sure.,,,
B,Uh-huh.,,,
B,"When you get to the point where you are in trouble, and you have got to have that help, you are in no position to make those choices.",,,
A,Uh-huh.,,,
A,No,,,
A,"and you do not have the time to look,",,,
A,"that is what, I am saying,",,,
B,That is right.,,,
B,Uh-huh.,,,
A,most people will not even look at that until it becomes a necessity.,,,
B,Absolutely.,,,
B,"I think that one of the best ways to do that is for families to realize they are going to be needing those facilities one day, and to actually get involved and participate on a community level with community service.",,,
A,Uh-huh.,,,
B,"Go out to the nursing home, help guide some craft programs, perhaps, work on some music programs,  whatever their talents are.  And work with, those senior citizens.",,,
A,"Whatever their talents,  yeah.",,,
A,Uh-huh.,,,
A,"Yeah,",minor topic end,,
A,"I have a cousin who is, uh,",off topic start,,A talking about her cousin's son's case
A,"she had a son that was epileptic from birth,",,,
A,"and he did fine, at home,",,,
B,Uh-huh.,,,
A,"they lived on a farm,",,,
B,Uh-huh.,,,
A,"but she made arrangements, so that when she was gone, she did not want her, her children, her other children burdened with his care.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,That is right.,,,
A,"So he, they, she has made arrangements that when she, she was gone, that he would go into the nursing home.",,,
B,Uh-huh.,,,
A,"And he has, I would say, he adjusted very well",,,
A,"and, uh, he, he, he has been there quite a long time.",,,
B,Uh-huh.,,,
A,"And, uh, he don't know me usually",,,
B,Yeah.,,,
A,"So, he goes wheeling down, uh, the hall to bingo.",,,
A,"Somebody else, is helping him out, you know,",,,
B,That is right.,,,
B,"Uh. Well, one of the things, I think that is most desirable for the elderly and that is routine.",,,
A,"and, uh, he has adjusted very well.",,,
A,"Uh-huh,",,,
A,oh yes.,,,
A,Yes.,,,
B,"Routine and, uh, constancy.",,,
A,Uh-huh.,,,
A,"Uh-huh,",,,
A,uh-huh,off topic end,,
B,"Uh, the only real problem with that in a nursing home is that the staff turns over.",off topic start,,Talking about the implications of underpaying the nursing home staff
B,"I do not think they pay, the nursing home staff sufficiently, to, to get the dedication that they have in some other profession,",,,
A,uh-huh.,,,
A,"To keep them there, uh-huh.",,,
A,True.,,,
B,"and that is sad, because, I think the health profession is one of the most critical,",,,
A,Yes.,,,
A,"But , for some reason people resist, uh, the fact that they should be paid as well as businesses and that type of thing, you know.",,,
B,"And, uh,",,,
B,That is right.,,,
A,It seems to be a resistance.,,,
B,"Care for the elderly and care for the children, I cannot imagine a more costly and a more, a more, uh, better area to invest, your money.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,"Right,",,,
A,right.,,,
A,But there seems to be a resistance.,,,
B,You are  preserving your heritage and your future there.,,,
A,"Yeah,",,,
A,yeah.,,,
A,"So, uh,",off topic end,,
B,"And, as a matter of fact, I do not see why they do not have children's programs in nursing homes.",off topic start,,children's programs in nursing homes
A,"Well, around here, we have some, you know, the churches, take your, the children",,,
B,Uh-huh.,,,
A,"and, I know our kids thoroughly,",,,
B,Uh-huh.,,,
A,"the children thoroughly enjoy,",off topic end,major topic end,
