Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay, Howard,",opening,,
A,what do you think of our space budget,,,
A,"and should we go ahead and, and keep exploring,",,,
A,"or should we call a halt to it,",,,
A,is it doing any good?,opening,,
B,I think that the space program has done a lot of good for the country.,major topic start,,talking about the space program and science exhibits.
B,"Now I think what, we made a major wrong turn when we went into the, uh, to the current generation of space craft, the reusable ones, like they are now because they have not proven as reliable as they should have,",,,
A,Uh-huh.,,,
B,"and I think some of the earlier approaches were much more, uh, much better in many ways.",,,
B,"However, uh, you know, we've gained an awful lot from the space program, all the way from remote monitoring to teflon to, uh, some new space age materials, plastics and all that.",,,
B,So I think it's been a good investment.,,,
B,"Uh, somebody was telling me the return was about twenty-five or thirty dollars for every dollar spent which is amazing for any governmental financed  program.",,,
A,"Oh, really.",,,
A,"Oh, yes.",,,
A,Wish our post office could do that,off topic start,,talking about the postal service.
B,I wish the post office would just stop raising our rates.,,,
A,That's right.,,,
A,I wish they'd just deliver stuff.,off topic end,,
B,"I think, though, that now that we're finally starting to get over the fears and the, uh, oh, I don't know, the guilt that we had out of, uh, Challenger,",,,
B,I think maybe  we can  pick up and go on now.,,,
A,Uh-huh.,,,
B,"But, I, I don't know.",,,
B,I don't think we really have all of our act together yet as far as clear objectives.,,,
A,I agree.,,,
B,The space  station's where we should go  at this  point.,,,
A,I agree.,,,
A,Seems like that we've kind of gotten side tracked with putting all these different things up there to monitor,,,
A,"and, you know, you know, and I'm in favor of, you know, getting closer to seeing certain things,",,,
A,"but I'd like to see them also go, you know, go back up there, see, you know, what they can do. See about setting a space station up.",,,
A,"I'm all in favor of the space program,",,,
A,"and I don't think we should stop,",,,
A,and I don't think we should cut the money.,,,
B,"Well, where do you think we ought to go with it?",,,
A,Uh.,,,
B,"You talking about, uh, uh, a fully manned space station that we'll keep up there?",,,
A,"Yeah,",,,
A,"I would like, I'd like to see that.",,,
A,"I'd like for us to really find out more about the actual universe and get up there and see what's going on, even if, you know, there's no life up there or anything, you know.",minor topic start,,"talking about the uses of the space program,"
A,But who knows.,,,
A,And I would like to see them do something like that.,,,
B,"Well,",,,
A,"I,  I hate to see them just, you know, keep getting diverted off to spying on other nations and putting up defense things",,,
A,"and, I think they, I think they lose sight of, of probably what they're supposed to be doing.",,,
B,"Well, I think about half the nations now are, are military related, are they not?",,,
A,"Yes,",,,
A,yes.,,,
B,"And, uh, It seems like it's that high a percentage.",,,
A,I believe they are.,minor topic end,,
A,"You know, let's go back to our original thing with, you know, our experiments and all the, you know, our actual exploring of space and, and all that,",,,
A,"and, you know, with, with Russia, uh, seemingly not going to be as big a threat.",,,
B,"Well, it can't afford to",,,
A,"Huh-uh, you know.",,,
A,"Have you gone out to, uh, Fort Worth to see the space, Soviet space exhibit?",,,
B,"No,",,,
B,we were talking about that this weekend.,,,
B,"We, it's only going to be there a couple of more  weeks.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,We need  to go.,,,
A,"We went, uh,",,,
A,"we took our grandsons and went, uh, the weekend before last,",,,
A,and it is marvelous.,,,
A,"I mean, it's really neat how they, they have done it.",,,
A,They have done a beautiful job.,,,
B,Have they?,,,
A,"And they have a, uh, scaled down model showing how they, you know, fuel it, or, you know, how they, uh, oh, the fuel trucks and things run out there to it and how they, uh,",,,
A,"all the things that are against the actual space mission, uh, space ship, you know, how they fall away from it,",,,
A,and the loading of it,,,
B,"Oh, yes.",,,
A,"and then it's actually, you know,",,,
A,the smoke comes out like it's taking off.,,,
A,It is really interesting.,,,
B,"Well, maybe I need to run out there this weekend.",off topic start,,talking about the interests and logistics of going to the science exhibit.
A,You really do.,,,
A,"It's, it's well worth the time and effort.",,,
A,"We went, uh, early on Sunday.",,,
A,"We got out there about, uh, ten, ten thirty,",,,
A,"and the,",,,
B,Now do  you have to have tickets ahead?,,,
B,Excuse me.,,,
A,"No,",,,
A,"we  bought tickets there,",,,
A,"and if you have children, if you go to McDonald's, you they have coupons, or did have.",,,
A,Now they may be through with them now.,,,
A,"But, uh, buy one adult",,,
A,and one child gets in free.,off topic end,,
B,"Um, I think both of my kids are too old for that",off topic start,,talking about their families
A,"Oh, okay,",,,
A,"oh, okay.",,,
B,"they're both,  uh,",,,
A,You have teenagers or something.,,,
B,"Yes,",,,
B,yes.,,,
A,"Yes,",,,
A,"well I had grandchildren so, three of them, so between their mother and their grandfather and I,",,,
A,because their dad was at work,off topic end,,
A,"and, uh, But, and the boys loved it, you know,",off topic start,,talking whether the young visitors would have liked the exhibit or not
B,"Did you,",,,
A,they really did like it.,,,
B,"It's very impressive, I'm sure.",,,
A,"Uh-huh,",,,
A,"it is,",,,
A,"and I felt the, uh, six year old would, you know, that he'd be kind of bored,",,,
A,but he wasn't.,,,
A,Even the three year old enjoyed it,off topic end,,
A,"because they had one, had one of those moon vehicles and had it so it looked like it was on the moon, and showed it moving around and stuff.",,,
B,Uh-huh.,,,
A,So it was really neat.,,,
B,"Well, see, that's something else.",,,
B,"The Russians have had space stations, manned space stations for years now.",,,
B,"You know, they had the  Merv",,,
A,"Uh-huh,",,,
A,uh-huh.,major topic end,,
B,and see we've yet to keep anyone up over over a week or ten days.,closing,,
A,Right.,,,
A,"Well, in going through it, I got the impression that actually they were farther ahead,",closing,,
