Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"pretty good,",opening,,
B,pretty good.,,,
B,"So we're talking about drug testing in the work place, huh. *listen",,,
A,Drug testing in the work place.,opening,,
A,"Um. I've been tested a few times, just before drug employment.",,,
A,But that's about it.,,,
A,I've never had random drug testing.,,,
B,"Yeah,",,,
B,"we have random drug testing at, in my business,",,,
B,"but I've never been, uh, never had to do it.",,,
A,"Oh, really?",,,
B,"Yeah,",,,
B,"yeah,",,,
B,"they started that about a year ago,",,,
B,"and I think it's mostly for the, the field people that, you know, drive trucks and heavy machinery, that kind of stuff.",minor topic start,,They talk about how people are randomly being checked
A,Uh-huh.,,,
B,"But, uh, they, they have done some testing around our office, mostly after lunch, looking for people drinking, uh, drinking beer and stuff at lunch time,",,,
B,at least that's.,,,
A,"Oh, they do with alcohol.",,,
B,Pardon?,,,
A,They do it with alcohol?,,,
B,"Yeah,",,,
B,"yeah,",,,
B,"they, they, they'll check for alcohol.",,,
A,"Oh, I thought it was just like marijuana or cocaine.",,,
B,"No,",,,
B,"once, once you start doing that stuff, you sort of, you're sort of stuck into, uh, checking for the whole, the whole thing.",minor topic end,,
A,Huh. That's interesting.,,,
B,"Yeah,",,,
B,"it's a,",,,
A,What type of field of work are you in?,off topic start,,B talks about his work
B,I'm in the oil business.,,,
A,"Oh, in the oil business.",,,
B,Yeah.,,,
A,"Okay,",,,
A,and you work in the office around.,,,
B,"Yeah,",,,
B,"I work in the office,",,,
B,"so, uh, it's pretty, pretty safe environment.",off topic end,,
A,Uh-huh.,,,
A,Yeah,,,
A,"see, I work in the automotive air bag industry, where we make the safety bags for the cars,",off topic start,,A talks about his work
B,"Uh-huh,",,,
B,uh-huh.,,,
A,and we work around a lot of explosives.,,,
B,"Well, that sounds like kind of an important job to be, uh, straight on.",,,
A,"Yeah,",,,
A,"so that's, you know,",,,
A,"I'm all for it, because the, well, the type of environment I work in, you know, they're working with explosives,",,,
A,"and so they could blow up the whole,",,,
A,"well, they have safety features with each of the explosives they use,",,,
A,"but still, it can be dangerous.",off topic end,,
B,"Yeah,",,,
B,"yeah,",,,
B,"well, I, I, I agree.",,,
B,"I think that, uh, you know, under certain circumstances, especially when you're working in, in high risk, uh, uh, industries, where you can really hurt other people, that, that you need to have that kind of stuff.",,,
A,Yeah.,,,
B,"You know,",,,
B,"if it's,",,,
B,"as long as it's not abused, uh, you know, random, you know,",,,
B,"as long as it's random, and, and the individual's rights are, uh, are protected, I don't have that big a problem with it.",,,
A,"Now do they fire them, or do they?",,,
B,"Well, see, this is it,",,,
B,this is where I start having my problems with my company.,,,
B,"I work for a private company,",,,
B,"and and the policy is something like, see if I can state this correctly now. If you turn yourself in as having a drug related problem, then you're eligible for company counseling.",minor topic start,,They talk about company policy on drug testing
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"But if they catch you, if you test positive for a, a controlled substance, then you get fired.",,,
A,"Oh, wow.",,,
B,"So, it, you know, it's sort of one of these little catch twenty-twos.",,,
A,"Huh, that's.",,,
A,"I think our policy is that,",,,
A,"all right, it's probably the same thing.",,,
A,I'm not really sure what the,,,
B,"Yeah,",,,
B,"really,",,,
B,"it's one of those things that you read once,",,,
B,"and then, if you, if you're not worried about it, you just forget about it",,,
A,That's right.,,,
A,"But I know, they do have counseling, and that they do give you a second chance,",,,
A,but I'm not sure if if it's if you get caught or if you turn yourself in.,,,
B,Yeah.,,,
B,"Yeah,",,,
B,"yeah,",,,
B,our company's a little tougher on the second chance.,,,
B,"I mean, if, if they're going to give you the opportunity to turn yourself in, then they ought to, you know, go out of the way, I think, a little bit more to, uh, to help you get, help get you rehabilitated to, you know, to get get back at your job.",,,
A,Uh-huh.,,,
B,"But, uh, when you're not, when you're a private company, the rules don't always apply.",minor topic end,,
A,"Uh, do you think it works very good with that random, do you think it limits,",,,
B,"Well, it's, it's hard for me to, to evaluate it because everybody I work around is in an office environment",,,
B,"and, you know, it's not,",,,
B,"I guess I haven't run into anybody that's, that's had a problem that's, that's been a problem.",,,
A,Uh-huh.,,,
B,"Uh, so I you know, I guess it works, uh, much like, uh, well, shoot, like any lottery,",minor topic start,,They talk about how people to be tested are picked
B,"I mean, everybody's got an equal chance to get picked.",,,
A,Uh-huh.,,,
B,"So, uh, I'd rather have that than, you know, say well, this week the A and B are going to be in",,,
B,"and next week, C and D are going to come in",,,
A,You could time it just right.,,,
B,"Yeah,",,,
B,"right,",,,
B,right.,,,
A,"I know one employee,",,,
A,"I know, when I was working with, he had alcohol on his breath,",,,
A,and I'm not sure if our policy covers that or not.,,,
A,That'd be just as dangerous.,minor topic end,,
B,Yeah.,,,
B,"Well, especially around, uh, you know, equipment, machinery and stuff.",,,
A,Huh. That's true.,,,
B,"You know, I've, I've gone out and had a, had a beer at lunch time, but not to excess in any case",off topic start,,They talk about alcohol
A,Uh-huh.,,,
A,"Do they give any limits on alcohol,",,,
A,or is it?,,,
B,"Uh, I don't remember, to tell you the truth.",,,
B,I don't think they do.,,,
B,"Um, well, they must,",,,
B,"I mean, gee whiz.",,,
B,"That just shows you how much I've been paying attention,",,,
B,"because I, I really don't know.",,,
B,I'll have to go into work tomorrow and ask,off topic end,,
A,Oh.,,,
B,"Well, you know, you can take some of that, that testing a little bit too far.",,,
B,"Uh, there was a company in Houston that,",,,
B,"they did, uh, an unannounced drug sweep of the, of their company",,,
A,Uh-huh.,,,
B,"oh, it was, it was, it was an unannounced sweep of, of,",major topic end,,
B,"it was not only drugs,",,,
