Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"All right, uh, well,",Opening,,
A,"let's see,",,,
B,How old are you Lisa?,Major Topic Start,,Talking about introductions
A,I'm twenty.,,,
B,Okay.,,,
A,How old are you?,,,
B,I'm older.,,,
A,Older,,,
B,Older than you are.,,,
A,Okay.,,,
B,"Okay,",,,
B,we are supposed to talk about places we like to go.,,,
B,"So I'm going,",,,
B,"and where are you from, where are you calling from?",,,
A,"I'm calling from, uh, Provo, Utah,",,,
A,"but I'm from Plano, Texas.",,,
B,"Oh, you are from Plano.",,,
B,My sister lives in Plano.,,,
A,"Oh, really?",,,
B,"Yes,",,,
B,"her husband is the new Director of Admissions at, uh, University of Texas at Dallas.",,,
A,"Oh, wow.",,,
B,"Yeah,",,,
B,"so,",,,
B,"Anyway, so, where's your favorite place to go?",Minor Topic Start,,Talking about vacation house
A,My grandparents live there.,,,
A,That's generally our usual summer vacation.,,,
B,Where in Arizona?,,,
A,"Uh, Tempe.",,,
B,"Okay,",,,
B,I've never been to Tempe.,,,
A,"So,",,,
B,That's where I'd like to go.,,,
B,What do you like about Tempe?,,,
A,"Uh, mainly just being with family is it.",,,
A,We just hang out,,,
A,and my grandparents have a pool,,,
A,so we go swimming,,,
A,"and, uh,",,,
B,"Pretty hot isn't it, in the summer?",,,
A,Yeah,,,
A,but we keep cool just by going swimming,,,
A,and it's fun to be with my cousins.,,,
A,"They're up there also, my grandparents and my cousins.",,,
B,That's good.,,,
B,Uh-huh.,,,
A,"So,",,,
B,Been to Hawaii?,,,
A,"No,",,,
A,have you?,,,
B,"Yes,",,,
B,"in fact, I just got some reservations.",,,
B,"I'm going to go for, uh, almost two weeks this winter.",,,
A,"Oh, my goodness.",,,
B,Yes.,,,
B,"It's the longest,",,,
B,"well actually I lived there,",,,
B,"so I was there longer,",,,
B,"but two weeks is the longest vacation I'll have ever taken there,",,,
B,so I'm kind of looking forward to that one.,,,
A,Wow.,,,
A,Around Christmas time?,,,
B,"Uh, no,",,,
B,in March.,,,
A,Oh.,,,
B,We're going to go in March after my children's birthdays and get all that business out of the way.,,,
A,Wow.,Minor Topic End,,
B,"Yeah,",,,
B,"so I think, I would like to go to Arizona.",,,
B,"I mean, I was in Phoenix in January, last January",,,
B,but it was rainy and icky.,,,
A,"Oh, really?",,,
B,It was the coldest it's been there ever in January,,,
B,I think. It's very cold.,,,
A,"So, do you travel a lot",,,
B,"But, I would like to go to Tempe.",,,
A,"or,",,,
B,Do we travel a lot?,,,
B,"Uh, some, yeah.",,,
B,"Well, I've been a, I was a travel agent.",,,
A,Oh.,,,
B,"I mean, I have been up until just a few months ago.",,,
B,But I'm thinking of going back to work,,,
A,Huh.,,,
B,Yeah.,,,
A,"So you know a lot of good vacation spots, huh.",Minor Topic Start,,Talking about vacation spots
B,I I know a lot of good places to go.,,,
B,But you definitely need to go to Hawaii.,,,
B,Very definitely.,,,
A,That's your favorite?,,,
B,"Yes,",,,
B,it is my favorite.,,,
B,My husband hasn't been to Europe yet,,,
B,and I'd like to take him there.,,,
B,"And, but he's traveled all over the United States",,,
B,and I haven't.,,,
B,"Like, I haven't been down south.",,,
B,I'd like to go to New Orleans.,,,
B,Have you been there?,,,
A,I haven't.,Minor Topic End,,
A,"Where, where do you live?",,,
B,"We, I live in Yakima, Washington.",,,
A,Wow.,,,
B,So it's cold and rainy today.,,,
B,It's yucky.,,,
A,Um.,,,
B,But we've had some pretty nice weather.,,,
B,"We played tennis outdoors until last week,",,,
B,so that's a pretty good deal.,,,
A,Um.,,,
B,"So do you go to school in Provo, Utah?",,,
A,I do.,,,
B,Do you use NuSkin skin care.,Minor Topic Start,,Talking about NuSkin Care
B,They're located in Provo.,,,
A,I work for NuSkin,,,
B,Do you?,,,
A,Yes.,,,
B,I'm a NuSkin person.,,,
A,"Oh, really?",,,
B,"Yeah,",,,
B,"I sell NuSkin, too.",,,
B,"I, I am my only",,,
A,"Oh, my goodness.",,,
B,and best,,,
B,not only and best,,,
B,but I'm my best customer.,,,
A,Great,,,
B,"Since we're not supposed to talk about this, though, is there anything more intensive for the eye area than the eye cream?",,,
A,"Uh,",,,
B,Do you know?,,,
A,"I don't,",,,
A,"probably, maybe the rejuvenating cream is the only other thing I would use.",,,
B,"I have that, too.",,,
B,"I'm forty-two,",,,
B,"I need something,",,,
B,I need more.,,,
A,Than the intensive eye?,,,
B,Yeah.,,,
B,I didn't know if there was anything else.,,,
B,And I use the Celltrex.,,,
A,Uh-huh.,,,
B,"But anyway,",,,
B,"well, yes,",,,
B,NuSkin is wonderful.,,,
A,"Good,",,,
A,yes.,,,
B,I think it's a wonderful product.,,,
B,Do you use it?,,,
A,"I do,",,,
A,"yeah,",,,
A,we get free products every month,,,
A,"so,",,,
B,"Oh, my gosh.",,,
B,That's great.,,,
A,"Right, right",,,
A,"now I'm getting about sixty bucks a month, free products",,,
A,"so,",,,
B,"Yeah,",,,
B,"oh, yeah.",,,
A,I've worked there about a year.,,,
B,That's good.,,,
B,Are they good to work for?,,,
A,"Yes,",,,
A,they're wonderful to work for.,,,
B,That's great.,,,
A,Yep,Minor Topic End,,
B,"Anyway, so we're supposed to be talking about places to go",,,
B,and you have not been to Europe.,,,
B,Do you go to school?,,,
A,Uh-huh.,,,
B,Do you ski?,,,
A,"I ski, yes.",,,
A,"I've,",,,
B,"Ski,",,,
B,you probably ski very well in Utah.,,,
A,"No,",,,
A,I don't,,,
A,"Actually since I grew up in Texas I've only been here about two years and have gone skiing about three times. well, five times each season.",,,
B,Uh.,,,
B,Why did you move to Utah?,,,
B,"You're going, oh, you are going to school? At B Y U,",Minor Topic Start,,Talking about school
A,"Yeah,",,,
A,"I,",,,
B,is that where B Y U is?,,,
A,Uh-huh.,,,
A,Yep.,,,
B,"Okay,",,,
B,I know some people that went to B Y U.,,,
B,That's great.,,,
