Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,we're supposed to talk about vacations.,,,
B,"Right,",,,
B,"so, uh, well, uh, what kind of vacations do you like?",Major Topic - start,,Vactions
A,"Well, uh, I haven't been to many places,",,,
A,"but I have a opportunity to go to, uh, Paris, France, uh, with, uh, with my friend in April.",Off topic - start,,Friend's family in Paris
A,"She is, her, uh, her family, you know, lives there,",,,
A,and she's only been there once.,,,
A,Her grandmother lives there,,,
B,Uh-huh.,,,
A,"so I'm hoping to I'm praying I get to go. Uh,",Off topic - end,,
B,"Oh, that's great.",,,
A,"Yeah,",,,
A,"it's, it will be probably the most exciting place I'll ever get to go.",,,
B,Uh-huh.,,,
A,"Have you ever been to, uh, like New Mexico?",,,
B,"Uh, no, actually.",,,
A,Oh.,,,
B,"Why,  have you?",,,
A,I was curious.,,,
A,I was just wondering what it was like.,,,
B,"Oh, okay",,,
B,"No, uh,",,,
B,"I have been to Europe once and to Haiti and, uh,",Off topic - start,,Haiti vs Tahiti
A,Tahiti?,,,
B,Yeah.,,,
A,"Tahiti,",,,
A,oh.,,,
B,"No,",,,
B,"no,",,,
B,Haiti.,,,
A,"Oh, Haiti.",,,
B,Right.,,,
A,Where is that?,,,
B,"It's, uh, well, it's in the Caribbean",,,
B,"and it's the western half of an island,",,,
B,with the eastern half that's the Dominican Republic.,Off topic - end,,
A,Uh-huh.,,,
B,"And I was down there with a program from the college that I went to where we would just spend like three months in a foreign country, most of them third world countries. And study the language and then do a little service project.",Off topic - start,,Why B went to Haiti
A,Uh-huh.,,,
A,Um.,,,
B,"So, yeah,",,,
B,that turned out to be a really good experience for me.,,,
A,"So, what did you do when you were in Europe?",,,
B,"Uh, well, see, I went there when I was in high school, actually",Off topic - end,,
A,Uh-huh.,,,
B,"and I mostly went to Germany and visited some friends of my family and, uh, hung out with them, worked a bit on one of their farms and also went to a youth camp.",Minor Topic - start,,Experiences in Germany
A,What did you do on the farm?,,,
B,"Uh, uh, uh, well, not that much",,,
B,"Just, uh,",,,
A,"Are you just  kind of sight, just kind of, uh,",,,
B,"Right,",,,
B,"I mean, I wasn't a great asset to them or anything",,,
B,"But I, you know, drove a tractor, helped them weed beets and that sort of thing.",,,
A,Um.,,,
B,"And, uh, yep,",,,
B,and I went to a youth camp that included working at an old people's home,,,
B,and that was pretty interesting.,Minor Topic - end,,
B,"And while I was there I visited my aunt and uncle who were, uh, staying for their vacation in France in Nantes, which is on the west coast, like right across from England.",,,
A,Um.,,,
B,"Uh, so, uh, where in France are you,",,,
A,Paris.,,,
B,"Right,",,,
B,Paris.,,,
A,Yeah.,,,
B,"And, uh, um, how long do you plan to be going for?",,,
A,"Uh, two weeks.",,,
A,"Last time she stayed two months,",,,
A,but we're only going to stay two weeks.,,,
B,Uh-huh.,,,
A,"So,",,,
B,Great.,,,
B,"And, uh,",,,
A,"We're going to take a cooking class there,",Off topic - start,,What French cooking is
A,so that might be fun.,,,
B,A what?,,,
A,"Cooking class, you know,",,,
A,French cooking.,Off topic - end,,
B,"Oh, great.",,,
A,Yeah.,,,
B,"And, uh, what else are you planning to do, if anything?",Minor Topic - start,,Itinerary for vacation for A
A,"Museums, you know,",,,
A,"go to museums and,",,,
B,Uh-huh.,,,
B,"Yeah, um,",Minor Topic - end,,
A,Do you go to museums in Europe?,Minor Topic - start,,B's expereinces in Europe
B,"Uh, actually, no,",,,
B,I don't think I went to any of them.,,,
B,"Uh, the closest thing I did was go to some like, uh, restored castles and stuff.",,,
A,Um.,,,
B,"That, there is some on that west coast of France",,,
B,and I went to a vineyard or two in Germany.,,,
A,"Um, that's neat.",,,
B,"Yeah,",,,
B,that was nice.,Minor Topic - end,,
B,"Uh, um, but, so, uh,",,,
A,"Hey,",,,
A,"what about,",,Minor Topic - start,Confirming whether they went to Hawaii
A,have you ever been to Hawaii?,,,
B,"Uh, no,",,,
B,I haven't.,,,
A,No?,,,
B,Have you?,,,
A,No.,,,
B,Okay,,,
B,"Well, uh, well,",,,
A,I'm wanting to go there.,,Minor Topic - end,
B,Where have you gone first?,,,
A,"Oh, where have I gone that's anywhere.",Major Topic - end,,
B,"Yeah,",,,
B,"I mean,",,,
A,"Uh,",,,
