Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay, um, Chuck, do you have any pets  there at your home?",major topic start,,Talking about pets in their homes
B,"Yeah, I do.",,,
A,And what kind do you have?,,,
B,I've got a male Siamese about a year old here.,,,
B,"I live alone in an apartment,  and, uh,  except for the cat.",,,
A,Uh-huh.,,,
A,Uh-huh,,,
B,How about you?,,,
A,"Well, we have a cat, um,",,,
A,"he's probably, oh, a good two years old, big, old, fat and sassy tabby.",,,
B,Uh-huh.,,,
A,"Oh. Uh, how's the disposition of your Siamese cat?",,,
B,"Well, it's, uh, you know they're just, uh, aggressive by nature",,,
A,Uh-huh.,,,
B,"and, uh, he's been neutered and declawed,",,,
B,"so  he's an indoor cat,",,,
A,Uh-huh.,,,
B,"so, uh, that kind of calms him down for the most part.",,,
B,How about yours?,,,
A,"Well, yeah,",,,
A,"he's, uh, he has been really aggressive, uh, especially towards my little girl, for some reason.",,,
B,Huh.,,,
A,"He's, uh, been so mean to her",,,
B,"And, and you say you've had him how long?",,,
A,We've had him for about two years,,,
B,Two years.,,,
A,"and he was so mean to her, um, right after we first got him.",,,
A,"So we had him neutered, and, and declawed,",,,
A,and now he bites her.,,,
A,"He can't scratch her any more,",,,
B,Huh.,,,
A,he bites her.,,,
B,Does he bite her enough to draw blood?,,,
A,"Yeah,",,,
A,"yeah,",,,
A,"he has a couple of times,",,,
A,so.,,,
B,Uh-huh.,,,
A,But he's a very possessive cat.,,,
A,"He, he loves my son,",,,
A,"it's his cat,",,,
A,and he's the only one that allows him to touch him or pet him or love him,,,
B,Yeah.,,,
A,"and he's so funny,",,,
A,he just follows my son around just like a dog.,,,
B,Huh.,,,
A,He won't even let my son shower.,,,
B,Yeah.,,,
A,He meows and wants to get in the bathroom,,,
A,"and, while he showers, it's so hilarious.",,,
A,So he's quite a animal,,,
B,"Yeah,",,,
B,"boy,",,,
B,I guess.,,,
B,Well as long as he doesn't get too aggressive. I guess with the daughter he's all right.,,,
A,Yeah.,,,
B,You wouldn't want him to carry her off or something.,,,
A,"Yeah,",,,
A,"well, we, we did, uh, actually take him to the pound a couple of times, you know because we just couldn't have him being so aggressive towards the girl,",,,
B,Uh-huh.,,,
B,Sure.,,,
A,"but, uh, he seems to have mellowed out a little bit,",,,
A,and we do keep our daughter away from him.,,,
A,So.,,,
B,"Yeah,",,,
B,yeah.,,,
A,"Were it not for my son, the cat would not be in this house",,,
B,Is that the only pet that you have?,,,
A,"It is,",,,
A,uh-huh.,,,
A,"We, we tried a dog about four years ago, and we ended up with, uh, oh, malamute and some other kind of mix.",,,
A,"Anyway it was, it ended up being just a huge, huge dog that ate us out of house and home.",,,
A,"So, we gave him up and tried.",,,
B,"Well, do you live, you, you in a house, or a place where you, uh,",off topic start,,A's house details
A,"Yes,",,,
A,"uh-huh,",,,
A,"we're in a house,",off topic end,,
A,"but we're in a subdivision where we really can't allow the dog,",,,
B,I see.,,,
A,"we couldn't allow him to run free,",,,
A,"so, he was just chained up all the time,",,,
A,"and it was,  it was  unfortunate.",,,
B,Sure.,,,
A,So have you tried any other pets?,,,
B,"No,",,,
B,no.,,,
B,"I, I live alone in an apartment,",,,
B,"and, uh, it's, it's not that big that, uh",,,
A,Oh,,,
B,although I've heard rabbits are pretty good,minor topic start,,About Rabits as pets
A,Oh.,,,
B,"you know, I saw something on C N N or on cable here a while ago that showed some people that had rabbits in apartments and in houses,",,,
A,Uh-huh.,,,
A,"Oh, my word.",,,
B,"and they apparently, uh,",,,
B,especially when they're young when they bring them in,,,
A,"Oh, my word.",,,
B,"uh,",,,
A,"And do they, they just paper train it or something?",,,
B,I guess.,,,
B,"I guess,",,,
B,"yeah,",,,
B,"and I would imagine that they don't have many more than one to start with, either.",,,
A,Yeah.,,,
A,"Well, rabbits are darling.",,,
A,That would be fun if you could get them trained.,,,
A,Otherwise they're pretty smelly,,,
B,"Yep,",,,
B,that's right.,,,
A,Oh.,minor topic end,,
B,"Did you see the, the C N N, the, the dog show, uh,",minor topic start,,About the Dog show on CNN relates to pets
A,"Huh-uh,",,,
A,"we don't have C, we don't have cable.",,,
B,I see.,,,
B,"Well they have, uh, uh, a they call it the Westminster Dog Show, uh,",,,
B,"I think it's in New York City at the, at the Gardens",,,
B,there once a year live,,,
A,Oh.,,,
B,"and they had that on last week,",,,
B,"and that's really  kind of something  to watch, uh,",,,
A,Oh.,,,
B,"it's on, I think, two or three nights for maybe an hour or two",,,
A,Is that right?,,,
B,and some of the weirdest animals you ever  want to see in there.,,,
A,Oh,,,
B,"Some of them are really beautiful, too.",,,
A,Uh-huh.,,,
B,So.,,,
A,"Well, I'd be, interesting to watch.",minor topic end,major topic end,
B,So you live in Utah do you?,off topic start,,Place where A lives
A,"Yes,",,,
A,uh-huh.,,,
A,Elton.,,,
B,Goodness.,,,
A,"We live out here by, it's by Ogden.",,,
A,"It's north of Salt Lake City, Utah",,,
B,Uh-huh.,,,
A,and we really love it out here.,,,
A,"It's, uh, kind of country.",,,
A,"We're, we're only about ten minutes from Ogden.",,,
B,Uh-huh.,,,
A,"So, we're kind of country  but not too.",off topic end,,
B,"Well  do you all work for T I, or for,",off topic start,,About work of B
A,"No,",,,
A,huh-uh.,,,
A,Do you?,,,
B,"Yeah,",,,
B,"yeah,",,,
B,yeah.,,,
A,"Oh,  well, see, I'm getting so many calls to Texas.",,,
B,"This is the very first one I've, I've talked to.",,,
A,"Oh, well, great.",,,
A,"Yeah,",,,
A,I've been doing it for about two weeks,,,
A,"and, uh, no my, No my,",,,
B,Uh-huh,off topic end,,
