Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,I guess we're supposed to talk about what's being done about recycling.,opening,,
B,Yes.,,,
A,"Well, lots, right?",,,
B,Right,,,
A,Finally.,,,
B,"Really,",,,
B,"what, what do you do, now?",opening,,
A,"Well, we have saved our newspapers for years and years because the, uh, Boy Scouts our boys have been involved in have, uh, had a huge recycling bin, over at Resurrection Lutheran Church",major topic start,,The major theme is about recycling
B,Uh-huh.,,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"and, uh, so we've done that for quite some time,",,,
A,but since the price of paper has gone down,,,
A,like it's about a fifth of what it used to be,,,
B,"Oh, really?",,,
A,so the Boy Scout troop quit doing it when the City took it over.,,,
B,Okay.,,,
A,So now we just put ours out for the City of Plano.,,,
A,Do you live in Plano?,off topic start,,A enquires B about where B lives
B,"Yes,",,,
B,I do.,,,
A,"Okay,",,,
A,yeah.,,,
B,"Yeah,",off topic end,,
B,and I'm so glad when they brought out those recycling bins.,minor topic start,,They start talking about recycling bins
A,Right.,,,
B,Have you had yours now?,,,
A,Yes.,,,
B,Yeah.,,,
A,"Although just, just about a week ago some of my volunteer mothers that, uh, work in the library for me said they hadn't gotten theirs.",,,
B,"Oh, that's why I asked you.",,,
A,Yeah.,,,
B,and not everyone got theirs right away.,minor topic end,,
A,"Yeah,",,,
A,yeah.,,,
B,"And I, I was so relieved because I've been making a real concerted effort, make, you know, recycling the aluminum and the newspapers and even got into plastic because Wal-Mart collected it.",minor topic start,,They talk about thir recycling practices
A,Uh-huh.,,,
A,"Right,",,,
A,"yeah,",,,
A,we used to take ours there.,,,
B,"And, uh",,,
B,my garage was just getting overwhelmed.,,,
A,I know.,,,
B,"And, of course, I didn't go weekly,",,,
B,"so it became quite a big  thing,",,,
A,Right.,,,
B,"and, uh,",,,
A,"Right,",,,
A,I'm really glad  they do it.,,,
A,"Uh, yeah,",,,
A,"I do news, mostly newspapers and, uh, plastic two liter diet Coke bottles And aluminum cans some,",minor topic end,,
B,"Yes,",,,
B,yeah.,,,
A,but I don't use as many of those.,,,
B,Uh-huh.,,,
A,"I guess the ones that are hard to convince yourself to do are the ones that you have to really, that are really dirty that you have to wash out",minor topic start,,They talk about jars
B,"Yeah,",,,
B,"well, I found out after washing out many a peanut butter jar that they're not a recycling number one or two.",,,
A,"Uh, ha.",,,
B,"Uh, ha,",,,
A,"Wasting all your time and effort and,  Putting it in there.",,,
B,Thinking I was safe  in buying those jars as far as the environment was concerned.,,,
A,"Yeah,",,,
A,yeah.,,,
B,"But, uh, you know, but it, it's not that hard now that I've got this  system under control.",,,
A,Got your routine down.,minor topic end,,
A,Yeah.,,,
B,Yeah.,,,
A,"Well, I guess there are some places, uh, in the north, in particular that, uh, have a real definite way of encouraging you to recycle",minor topic start,,They talk about how recycling is being encouraged
A,"because they charge you, let's see, they charge you for your garbage pick up by the weight.",,,
B,"Uh, uh-huh.",,,
A,"So if you recycle things, of course, then you don't have all that weight in there.",,,
B,"Yeah,",,,
B,"I do find that I don't have as much to throw away because all the bulky things are, are being tossed in with the recycling.",,,
A,Right.,,,
A,That's right.,,,
A,Yeah.,,,
A,Yeah.,,,
B,"And, uh, I don't know what they could do more of exactly around here right now other than, uh,",minor topic end,,
B,what are some of the things they don't recycle.,minor topic start,,They talk about objects that are not recycled
B,"Oh, one thing I thought about the other day were batteries,",,,
B,"just everyday regular batteries. Supposedly, you know, leak and, and contaminate the landfills",,,
A,Um.,,,
A,Right.,,,
B,"and, yet, what am I going to do when I have a couple double A batteries to toss out.",,,
A,"Yeah,",,,
A,right.,,,
