Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Okay, I guess we're on.",opening,,
A,Yeah.,,,
B,"Central America, have you ever lived in Central America.",major topic start,,Talking about America and life there
A,I wasn't in Central America,,,
A,"but, uh, talking about Latin America, I kind of, I consider Latin America to include Central and South America",,,
A,"and I did live in, uh, San Polo Brazil for four years.",,,
B,"Do you, do you think that, that we should have given up the Panama Canal?",minor topic start,,Talking about Panama Canal
A,"Uh, realistically, I,",,,
A,"yes,",,,
A,"I don't see the, the Panama Canal that hasn't had a whole lot of usefulness to us recently since it's not, not really big enough to, uh, accommodate the, the shipping that it once did",,,
A,"and, uh, maybe it would be better that we let the Panamanians run it however, I think, we're certainly justified in, uh, our actions dealing with, uh, Noriega in this ...",,,
B,"Well, there are those that, that, that think that, that, that the Panama Canal has some considerable strategic importance, particularly for the military.",,,
B,"Interestingly enough my father was, who was in World War One, and as, uh, as a civil engineer they, they, they offered him a commission as a captain if he would, uh, go in and, and, uh, help with the defenses of the Panama Canal.",,,
B,"He had worked for United Fruit Company there,",,,
A,Uh-huh.,,,
B,"and they, uh, they, in fact, they had,",,,
B,"this was in the, the late twenties",,,
B,and they in fact used some of the equipment that had been left over,,,
B,"and, uh, he turned them down.",,,
B,"It, it's interesting that, that most people don't realize how small the canal is.",minor topic end,,
B,Have you ever been there?,,,
A,"No,",,,
A,I haven't.,,,
B,"It's, it's really,",,,
B,"I, I haven't been there,",,,
B,"I've been to, been to Salvador",,,
B,"and, and, uh, in fact, we went back to visit some friends of, of my fathers, that we went in fifty-seven I guess.",,,
B,"And interestingly enough the canal is quite small and, and realistically could be sabotaged quite, quite easily.",,,
B,"The thing I find interesting, though, is that, uh, is the whole colonial approach",off topic start,,Talking about colonial approach
B,"and, and, and do we, do we support the Sandinistas or, or do we support, uh,",,,
B,"you know, when they thought, uh, they thought that Nicaragua, if you gave them a free election, they would vote for the,",,,
B,"Will you, uh,",,,
B,"did you ever studied the, the political makeup there, in, in, in Nicaragua.",,,
A,"I have a, a little bit,",,,
A,"I can't say that I'm, I would be an, an expert on, on the region,",,,
A,"but, uh, certainly, uh, I, it, it gets, it there,",,,
A,"your,",,,
A,"you've got this, this toss up",,,
A,"or not, not so much a toss up but a, a dilemma when, when you want a country to have its, its, um, own, uh, dominion, or its free rein over its, its own people.",off topic end,,
A,"and now we're, we're in this dilemma over, uh, United States is, believes in democracy and, and self determination, where",,,
A,but that,,,
A,"on the other hand we believe in self preservation and, uh, agree with the, or, not so much agree with but are terribly concerned about, uh, Soviet influence in, in what's considered to be the United States sphere of the world which is not only, you, we used to see spheres",,,
A,"but now we're in a situation where the United States is, looks like we're it now.",,,
B,"Well the interesting part about it is that, if, realistically it was economic.",,,
B,I don't know if you read any of the history on where the Panama Canal,,,
B,"but there was an option to build it across Nicaragua,",,,
B,"uh, and, uh, there were, uh, there's a big, there's a big lake,",,,
A,Uh-huh.,,,
B,"and, um, from a technical standpoint it wouldn't have been a lot more difficult to have built it in Nicaragua,",,,
B,"but the, the United States, uh, had some,",,,
B,and I've forgotten what the political influence was,,,
B,but there were economic ties then.,,,
B,"The issue of, of",,,
B,"if, if it's in the economic interest of the United States, uh, do we go in and, and prevail",,,
B,"and, and, uh, in other words do we make the world safe for democracy,",,,
A,Right.,,,
B,"but if there's no economic benefit,",,,
B,"and I think particularly if you're, if you're looking at the, at the, at the peasant, uh, whether he's in Central America, regardless of where he is, is his life, is his life better off under communism or, or uh, or Democratic government.",minor topic start,,Talking about Communism and Decomcracy
B,"You look at Salvador where the,",,,
A,"Well he doesn't care as long as he's feeding his, uh, his family.",,,
B,"Yeah,",,,
B,"and, and the question is, does the government make a difference.",,,
B,"If they'll mostly leave him alone, uh,",,,
B,"and I think that's the difficulty they, that, that we have that, uh, it, it reality doesn't make, uh, doesn't make any difference if he has no income.",,,
B,"And apparently even some of our alleged, uh, Central American leaders that, uh, are mostly democratic have done some pretty terrible things,",,,
B,"so it's, uh,",,,
A,"Yeah,",minor topic end,,
A,"well,",,,
A,"in looking,",,,
A,"if you look at the region in, in, uh,",off topic start,,Talking about Spanish control
A,"to their detriment they came from, uh, this, uh, hundreds of years of Spanish control",,,
A,"and the, and the Spaniards have, uh, horrible history of corrupt, uh, government, greedy, uh, rulers who have been, uh, manipulating, manipulating their public for their own, their own good.",,,
A,"I mean, if you go back to the kings and, and the, the conquistadors coming in and, and the incredibly horrible things they did to the, uh, the native tribes,",,,
A,"I mean they make, uh, they make the things that Custer did look like, uh, like trivial.",,,
A,"And, uh, you get,",off topic end,,
B,"It is, it is interesting, that, that, you know we, we look at the exploitation",minor topic start,,Talking about exploitation by countries
B,"and, and, and then we accuse some other people of exploiting them",,,
B,"and, and Americans have, uh, have a pretty good reputation of exploiting,",,,
B,"you know we basically the Panama Canal we went in and, and took it.",,,
A,"Oh, absolutely",,,
A,"and, you know we set up ...",,,
B,"and we stole it fair and square,",,,
A,"An,",,,
A,"I mean, Ted, Teddy Roosevelt didn't have the reputation, speak softly and carry a big stick for, uh, for nothing",,,
A,"and, uh,",,,
A,Right.,minor topic end,,
B,"what's the, what's America's role there",,,
B,"and it, it, uh,",,,
B,"with, with other things going on, it, it seems to have lessened,",,,
B,"but you've still got, uh, Cuba that accepts, exerts some influence.",,,
A,"The only, the only thing I see about Cuba though, is, uh, after Fidel Castro dies, I don't think they'll be a communist power anymore.",minor topic start,,Talking about communism
A,"I, I can't see communism in that country carrying on past him.",,,
B,"Well, when you take a, a situation where I think in particular in Salvador where there is a significant under class excuse me,",,,
B,"and that, uh,",,,
B,"you know, having a, a lot of difficulty, uh, surviving, uh, the question is would they, you know, would they be better off under communism.",,,
A,Yeah.,,,
B,"and I wouldn't, don't know that I would advocate communism",,,
B,"but, uh, the question is can, uh, can you, can, uh, can a democracy, uh, afford the,",,,
B,"it's like the street people that are starting to show up all other the U S, is that, that's essentially an underclass",,,
A,Right.,,,
B,"and when you get enough of them, uh, you know communism would feed them all.",,,
A,"well, I, I don't know if maybe communism is the right, the right word for it",,,
A,"but what we would,",,,
A,"there would have to be some kind of,",,,
A,"there, there may be a point at which, at which, you've, uh, you might want to consider some kind of socialistic, uh, organization or socialistic set up to, to deal with the problem and then be able to gradually transform back to a democracy.",minor topic end,,
B,"Well that,",,,
B,"yeah,",,,
B,"if the guys got some incentive,",off topic start,,Talking about incentive for people/organizations for them to help transform the country back to democracy
B,"if he's got, uh,",,,
B,"you know, if he, if he can raise enough, uh, coffee and bananas to, uh, where he's got something to protect,",,,
B,"other, you know,",,,
A,"Right,",,,
A,right.,,,
B,"whether he can export or at least, uh, set up trade and all then democracy of a considerable interest.",,,
A,"But cocoa leaves sell real well right now, it seems,",,,
A,yeah.,,,
B,"Yeah,",,,
B,as well as some other various things that are growing in tropical environments.,,,
A,Absolutely.,,,
A,"I don't,",,,
A,"it's going to be hard to, um,",,,
A,"we,",,,
A,"if you, you,",,,
A,"that, that's where your absolutely right is we've got to do something in that region to encourage, uh, or to make, to make him growing bananas profitable again, I mean.",,,
B,"Yes,",,,
B,"but the, but the question is, you know, if somebody offered you, you know, a thousand dollars a day to, to grow something in your backyard, would you do it.",,,
A,Right.,,,
B,"Well not that we could be bought,",,,
B,"but, uh,",,,
A,"I've got to watch what I say here,",,,
A,"I never know when the D I A may be, uh, listening on my phone",,,
B,"Well of course, everything we're saying is being recorded",,,
B,and ...,,,
A,"Right,",,,
B,"Of course,",,,
B,of course.,,,
A,"yeah,",,,
A,"it's tempting,",,,
A,"it's got to be, it's got to be horribly tempting for those, those peasants.",,,
B,"Particularly, if you're hungry.",,,
A,"Yeah,",,,
A,"yeah,",,,
A,"you,",,,
A,"it's not, it's not just a matter of, uh, of having an extra car or having a better car, this is a matter for them of, of feeding themselves their wife and their family",,,
A,"and, and you,",,,
A,there's a certain degree of honor in being able to feed your family,,,
A,and there's dishonor in not being able to do it,,,
A,and ...,,,
B,"Uh, starving to death is not a, not a whole lot of fun either",,,
B,"and, that,",,,
A,"No,",,,
A,no.,,,
A,Uh-huh.,off topic end,,
B,"In reality, I think, what they were doing is basically going in and trying to feed some people and help them protect themselves,",,,
B,"not that they,",,,
B,"I'm, I'm not sure the Catholic church is, is, is particularly political",,,
B,"but, you know, if ...",,,
A,Right.,,,
