Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Okay.,Opening,,
A,"Do you, have you noticed any new, uh, trends in politics?",Major topic start,,trends in politics
B,"Well, the one I think is interesting is the California, Los Angeles police chief who says he won't resign.",,,
B,"And did you hear yesterday that Mayor Bradley said that, uh, he should?",,,
A,"Oh, really?",,,
A,"No,",,,
A,I didn't hear that.,,,
B,"I think it's, I think what's interesting is that, uh, the political activists, Jesse Jackson and a lot of other people went out there and are demonstrating.",,,
B,"I find it interesting that, uh, outsiders would bother to go in.",,,
B,"How do, how do you feel about people like Jesse Jackson getting involved?",,,
A,"Uh, I think sometimes it's good for people outside.",,,
A,"They get a different uh, perspective on an issue and stuff.",,,
A,"So, yeah,",,,
A,I don't see any problem with outsiders going in and getting a little bit involved.,,,
B,"Well, do you but do you think Gates should resign?",,,
A,"I think, though, that it should still be, uh, sort of up to the majority in the area.",,,
A,"I don't know,",,,
A,"on something like that, they wouldn't really vote on it or anything, though.",,,
A,"Uh, probably so, just because they were under his authority",,,
A,and he obviously failed somewhere along the line.,,,
B,"Well, well, speaking of that kind of issue, have you kept up with John Wiley Price?",minor topic start,,perception of john wiley price
A,Yeah.,,,
B,What do you think of him?,,,
A,"Oh, um, I think he's got good intentions,",,,
A,but I'm not sure if the way he goes about what he does is really right.,,,
B,He's an interesting person.,,,
B,"I was talking to someone who said that, uh, for all his obvious attention to, efforts to get media attention that he actually is a worker on the, uh,",,,
B,"I guess he's on the County, uh, oh, Board of Supervisors or",,,
A,Right.,,,
B,"and, the, the, the, uh, at those meetings he really comes quite well prepared and is well informed and is a hard worker and is really quite agreeable, uh,",,,
A,Uh-huh.,,,
B,"and that this stuff we see in the, you know, in the media is, uh,",,,
B,"well, he's really just trying to make a political statement.",,,
B,"I, I find that an interesting element of politics that we don't, that, that most people would not know that John Wiley Price apparently is a, is a, you know,",,,
B,"of course, he's got in this, this deal of racism and the, you know, name calling and all this.",,,
B,"But apparently, he's a, a worker.",,,
B,"Uh, you may disagree with him,",,,
B,"but I, I, I find this whole,",minor topic end,,
B,"what do you think of this, uh, fourteen one and ten four one in Dallas?",,,
A,"Oh, I think that they should go ahead and go to the, uh, fourteen one.",,,
A,"I, to me it's just fair, you know,",,,
A,"an equal, it seems like every area should have an equal voice.",,,
B,I agree with you,,,
B,"but did you see the map they drew up on, uh, on how they were going to divide up the districts?",,,
A,No.,,,
B,"It was, it was the strangest,",,,
B,"I'm, I'm not sure it was gerrymandered,",,,
B,"but the way they drew these little patterns and stuff, I, I, I guess I'm a little cynical of the, of the power base.",,,
B,"I, I, I, and I don't quite understand why the power base, uh, doesn't, uh, why they don't go with fourteen one.",,,
B,"I, you know, and, you know, the, it seems to me that what happened in the, in the election, that a lot of the people, they said particularly the, the, uh, I think it's Hispanics don't vote because they don't think that they have any affect,",,,
B,"and it's,",,,
A,Yeah.,,,
B,"I, I guess I am disappointed with Dallas in that, uh, the fourteen one, it,",,,
B,I don't know.,,,
B,"You can, you can disagree with Al Lipscomb and, uh,",,,
B,"what's, what's the lady's name?",,,
A,Diane Ragsdale?,,,
B,Yeah.,,,
B,"You can disagree with, uh, what they're doing and what they're saying,",,,
B,"but in reality I think they're, they're trying to represent their constituents.",,,
A,Yeah.,,,
B,and I think Dallas is doing itself a disservice.,,,
B,I think they ought to get on with something important.,,,
A,"Yeah,",,,
A,"they really make themselves look bad,",,,
A,and I don't know why certain groups are fighting so hard to keep the ten four one.,,,
B,"Yeah,",,,
B,"and I, but I think even, I, even those people are,",,,
B,"it's like Pauken and Box and these people,",,,
B,"I think it's, it's kind of interesting that everybody's so busy politicking that the question is are we getting anything good done.",,,
B,It's like this whole school issue.,,,
B,"Are you involved in the schools at all public schools? This whole thing down there where they're, they're trying to, um, uh, you know, devote all our money and raise our taxes and better schools",,,
A,"No,",,,
A,huh-uh.,,,
B,"and, and it all seems, you know, like everybody's trying to one-upmanship on everybody else",,,
B,"so,",,,
A,"Yeah,",,,
A,"yeah,",,,
A,"I,",,,
B,"I, I have got to run to a meeting.",major topic end,,
A,Okay.,,,
B,It was good talking to you.,closing,,
B,"I don't think we've gone our, our ten minutes",,,
B,"but I think we've, we've talked long enough.",,,
A,Okay.,,,
A,Good talking to you.,,,
B,Okay.,,,
B,Good night.,,,
A,Bye.,,,
