Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",opening,,
A,"I guess it took,",,,
A,so I guess the recording has started now.,,,
B,Yeah.,,,
A,Uh.,,,
B,"So, have you ever served on a jury?",major topic start,,talking about serving in the jury
A,"I served,",,,
A,"I was in the Air Force, and served on a court martial, uh, board a couple of times, which is very similar to a jury.",,,
A,A lot of the same rules apply.,,,
A,Have you ever served on one?,,,
B,"Yeah,",,,
B,I finally served on one last year.,,,
B,"I've, um, been voting for years,",,,
B,and I couldn't figure out why I hadn't been called yet,,,
A,Uh-huh.,,,
B,and I finally was.,,,
B,So it was an interesting experience.,,,
B,"I was kind of boring. *listen; should I be ""it""",,,
A,Was it civil or criminal?,,,
B,"Uh, it was, uh uh, it was, uh, well, let's see, it was municipal court",,,
A,"A grand jury or,",,,
A,Uh-huh.,,,
B,"so it was a combination of, uh,",,,
B,and I was in the pool for a couple of weeks,,,
A,I see.,,,
B,"so it was a combination of criminal and civil,",,,
B,"and they had, uh,",,,
B,"well most of the time we, we spent sitting around in the jury room and getting to know the other potential jurors",,,
A,Uh-huh.,,,
B,"and then, it was always exciting when we got called to, to, to go, because then we thought we might be able to do something else besides, uh, just sit in the jury room.",,,
A,Uh-huh.,,,
A,"Uh, did, did the judge, uh, hand down sentences",,,
A,or did you folks do that?,,,
B,"Uh, yeah,",,,
B,the judge did.,,,
B,"Uh, I, uh, I had a hard time getting seated on a jury.",,,
B,"I kept getting, uh,",,,
B,"I'd be questioned, uh, for empaneling the jury,",,,
B,"and they kept, uh, dismissing me.",,,
A,Uh-huh.,,,
A,Um.,,,
B,"Course they don't have to give a reason,",,,
B,"but it's just whether the prosecutor or the defense attorney feels like, you know,",,,
A,No.,,,
B,"they want to get the best, uh, mix for their case,",,,
B,so they ask all kinds of wild questions.,,,
A,That that's a science in itself.,,,
B,"Yeah,",,,
B,"well I kept getting called up for drunk driving questions,",,,
B,"and I think part of it was they didn't, uh, they didn't like the fact that I don't drink any more.",,,
B,So.,,,
A,"Uh-huh,",,,
A,I see.,,,
A,"Because you'd probably be, uh, too puritanical",,,
A,and,,,
B,"Yeah,",,,
B,"that was probably it,",,,
B,"although in my case I might have been more, uh, sympathetic with the person who got caught,",,,
B,I don't know.,,,
A,Uh-huh.,,,
A,"So, uh, were, were the, uh, sentences that the judge handed out what you thought to be fair,",,,
A,"or would,",,,
A,"if you were deciding, do you think that they would have been different.",,,
B,"Well, I was never there, never there for any sentencing.",,,
B,"Uh, I finally got empaneled on one case, uh, on my next to the last day,",,,
B,"and, uh, we got into the, uh, jury room to, uh, decide the case,",,,
B,"and there was one guy on the jury who announced to everybody that he didn't need to deliberate, because he'd already decided that the guy was, uh, not guilty,",,,
B,and he would never vote for guilty.,,,
A,Huh.,,,
B,"So, uh, they appointed me jury, jury foreman",,,
B,"and I, uh, didn't think that, uh, going in without deliberating allowed us to reach a verdict,",,,
B,"so I told the judge that we weren't, were unable to reach a verdict because we couldn't get one member of the jury to deliberate.",,,
A,Um.,,,
B,So the whole thing had to be tried over again.,,,
A,"Wow,",,,
A,I bet that made him happy.,,,
B,Yeah.,,,
B,"Yeah,",,,
B,"it was, uh, it was funny.",,,
B,"The, uh,",,,
B,"I I, I don't know,",,,
B,"I, uh, I didn't, uh, uh, I didn't like not being able to deliberate.",,,
A,Right.,,,
B,"I, uh, I, I wanted to vote guilty for the guy,",,,
B,and the other people were kind of mixed,,,
A,Uh-huh.,,,
B,"so, uh, the guy had to go through the whole thing all over again.",,,
B,"Cost him a lot of money,",,,
B,I'm sure.,,,
A,Yeah.,,,
A,"Oh, how many members were on the jury?",,,
A,Was it a six or twelve member jury?,,,
B,"Uh, it must have been six.",,,
A,Uh-huh.,,,
B,Yeah.,,,
A,That's kind of curious to me.,,,
A,"I didn't realize until the, uh, Wayne Kennedy Smith trial, uh, a few months ago that they had six member juries.",minor topic start,,different types of juries and trials
A,"I thought that they, you know, it was always twelve, twelve men tried and true, so to speak.",,,
B,Um.,,,
A,"But, uh, apparently for some, some crimes, it's permissible to have six people sit in judgment.",,,
B,Um.,,,
A,I know on a,,,
A,"getting to this unanimous thing, whether, you know, a jury should be unanimous or not, or not, in a court martial case it doesn't require the jury to be unanimous.",,,
A,"It's a simple majority, you know, rules.",,,
B,Yeah.,,,
B,"Well, let's  see,",,,
B,"is it on, uh, capital crimes that they have to be unanimous",,,
B,"and,",,,
A,"Probably on capital,",,,
A,"I don't know,",,,
A,"we weren't, we, we,",,,
A,the two that I were on had to do with drugs,,,
B,Uh-huh.,,,
A,"and, uh, we were, uh, unanimous is acquitting the person, even though we in our, in our, uh, gut felt that the individuals were both guilty just because of the friends, because of various things,",,,
A,"the government really failed to prove its case,",,,
A,"and, you know, being fair to the person, if the government doesn't prove its case, no matter how you feel, you have to go by what's offered as proof,",,,
A,and we had to acquit him in both cases.,,,
B,"Uh, it was too circumstantial?",,,
A,"Uh, yeah,",,,
A,"it was, yeah, in some of the critical things, like the special investigations, at one time in one of the cases had videotaped this person,",,,
A,but something happened to the camera and the tape and,minor topic end,,
B,Um.,,,
A,"all they could do was testify,",major topic end,,
