,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Okay, Howard,",opening,,,0
1,A,what do you think of our space budget,,,,0
2,A,"and should we go ahead and, and keep exploring,",,,,0
3,A,"or should we call a halt to it,",,,,0
4,A,is it doing any good?,opening,,,0
5,B,I think that the space program has done a lot of good for the country.,major topic start,,talking about the space program and science exhibits.,0
6,B,"Now I think what, we made a major wrong turn when we went into the, uh, to the current generation of space craft, the reusable ones, like they are now because they have not proven as reliable as they should have,",,,,0
7,A,Uh-huh.,,,,0
8,B,"and I think some of the earlier approaches were much more, uh, much better in many ways.",,,,0
9,B,"However, uh, you know, we've gained an awful lot from the space program, all the way from remote monitoring to teflon to, uh, some new space age materials, plastics and all that.",,,,0
10,B,So I think it's been a good investment.,,,,0
11,B,"Uh, somebody was telling me the return was about twenty-five or thirty dollars for every dollar spent which is amazing for any governmental financed  program.",,,,0
12,A,"Oh, really.",,,,0
13,A,"Oh, yes.",,,,0
14,A,Wish our post office could do that,off topic start,,talking about the postal service.,2
15,B,I wish the post office would just stop raising our rates.,,,,2
16,A,That's right.,,,,2
17,A,I wish they'd just deliver stuff.,off topic end,,,2
18,B,"I think, though, that now that we're finally starting to get over the fears and the, uh, oh, I don't know, the guilt that we had out of, uh, Challenger,",,,,0
19,B,I think maybe  we can  pick up and go on now.,,,,0
20,A,Uh-huh.,,,,0
21,B,"But, I, I don't know.",,,,0
22,B,I don't think we really have all of our act together yet as far as clear objectives.,,,,0
23,A,I agree.,,,,0
24,B,The space  station's where we should go  at this  point.,,,,0
25,A,I agree.,,,,0
26,A,Seems like that we've kind of gotten side tracked with putting all these different things up there to monitor,,,,0
27,A,"and, you know, you know, and I'm in favor of, you know, getting closer to seeing certain things,",,,,0
28,A,"but I'd like to see them also go, you know, go back up there, see, you know, what they can do. See about setting a space station up.",,,,0
29,A,"I'm all in favor of the space program,",,,,0
30,A,"and I don't think we should stop,",,,,0
31,A,and I don't think we should cut the money.,,,,0
32,B,"Well, where do you think we ought to go with it?",,,,0
33,A,Uh.,,,,0
34,B,"You talking about, uh, uh, a fully manned space station that we'll keep up there?",,,,0
35,A,"Yeah,",,,,0
36,A,"I would like, I'd like to see that.",,,,0
37,A,"I'd like for us to really find out more about the actual universe and get up there and see what's going on, even if, you know, there's no life up there or anything, you know.",minor topic start,,"talking about the uses of the space program,",1
38,A,But who knows.,,,,1
39,A,And I would like to see them do something like that.,,,,1
40,B,"Well,",,,,1
41,A,"I,  I hate to see them just, you know, keep getting diverted off to spying on other nations and putting up defense things",,,,1
42,A,"and, I think they, I think they lose sight of, of probably what they're supposed to be doing.",,,,1
43,B,"Well, I think about half the nations now are, are military related, are they not?",,,,1
44,A,"Yes,",,,,1
45,A,yes.,,,,1
46,B,"And, uh, It seems like it's that high a percentage.",,,,1
47,A,I believe they are.,minor topic end,,,1
48,A,"You know, let's go back to our original thing with, you know, our experiments and all the, you know, our actual exploring of space and, and all that,",,,,0
49,A,"and, you know, with, with Russia, uh, seemingly not going to be as big a threat.",,,,0
50,B,"Well, it can't afford to",,,,0
51,A,"Huh-uh, you know.",,,,0
52,A,"Have you gone out to, uh, Fort Worth to see the space, Soviet space exhibit?",,,,0
53,B,"No,",,,,0
54,B,we were talking about that this weekend.,,,,0
55,B,"We, it's only going to be there a couple of more  weeks.",,,,0
56,A,"Uh-huh,",,,,0
57,A,uh-huh.,,,,0
58,B,We need  to go.,,,,0
59,A,"We went, uh,",,,,0
60,A,"we took our grandsons and went, uh, the weekend before last,",,,,0
61,A,and it is marvelous.,,,,0
62,A,"I mean, it's really neat how they, they have done it.",,,,0
63,A,They have done a beautiful job.,,,,0
64,B,Have they?,,,,0
65,A,"And they have a, uh, scaled down model showing how they, you know, fuel it, or, you know, how they, uh, oh, the fuel trucks and things run out there to it and how they, uh,",,,,0
66,A,"all the things that are against the actual space mission, uh, space ship, you know, how they fall away from it,",,,,0
67,A,and the loading of it,,,,0
68,B,"Oh, yes.",,,,0
69,A,"and then it's actually, you know,",,,,0
70,A,the smoke comes out like it's taking off.,,,,0
71,A,It is really interesting.,,,,0
72,B,"Well, maybe I need to run out there this weekend.",off topic start,,talking about the interests and logistics of going to the science exhibit.,2
73,A,You really do.,,,,2
74,A,"It's, it's well worth the time and effort.",,,,2
75,A,"We went, uh, early on Sunday.",,,,2
76,A,"We got out there about, uh, ten, ten thirty,",,,,2
77,A,"and the,",,,,2
78,B,Now do  you have to have tickets ahead?,,,,2
79,B,Excuse me.,,,,2
80,A,"No,",,,,2
81,A,"we  bought tickets there,",,,,2
82,A,"and if you have children, if you go to McDonald's, you they have coupons, or did have.",,,,2
83,A,Now they may be through with them now.,,,,2
84,A,"But, uh, buy one adult",,,,2
85,A,and one child gets in free.,off topic end,,,2
86,B,"Um, I think both of my kids are too old for that",off topic start,,talking about their families,2
87,A,"Oh, okay,",,,,2
88,A,"oh, okay.",,,,2
89,B,"they're both,  uh,",,,,2
90,A,You have teenagers or something.,,,,2
91,B,"Yes,",,,,2
92,B,yes.,,,,2
93,A,"Yes,",,,,2
94,A,"well I had grandchildren so, three of them, so between their mother and their grandfather and I,",,,,2
95,A,because their dad was at work,off topic end,,,2
96,A,"and, uh, But, and the boys loved it, you know,",off topic start,,talking whether the young visitors would have liked the exhibit or not,2
97,B,"Did you,",,,,2
98,A,they really did like it.,,,,2
99,B,"It's very impressive, I'm sure.",,,,2
100,A,"Uh-huh,",,,,2
101,A,"it is,",,,,2
102,A,"and I felt the, uh, six year old would, you know, that he'd be kind of bored,",,,,2
103,A,but he wasn't.,,,,2
104,A,Even the three year old enjoyed it,off topic end,,,2
105,A,"because they had one, had one of those moon vehicles and had it so it looked like it was on the moon, and showed it moving around and stuff.",,,,0
106,B,Uh-huh.,,,,0
107,A,So it was really neat.,,,,0
108,B,"Well, see, that's something else.",,,,0
109,B,"The Russians have had space stations, manned space stations for years now.",,,,0
110,B,"You know, they had the  Merv",,,,0
111,A,"Uh-huh,",,,,0
112,A,uh-huh.,major topic end,,,0
113,B,and see we've yet to keep anyone up over over a week or ten days.,closing,,,0
114,A,Right.,,,,0
115,A,"Well, in going through it, I got the impression that actually they were farther ahead,",closing,,,0
