,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Uh, I guess, uh, I've always been kind of interested in, in, space and stuff.",major topic start,,Talking about space,0
1,A,"I've, read a lot of the, the, uh, astronomy books and, and stuff like that. Uh,",minor topic start,,How much they're following space,1
2,B,Uh-huh.,,,,1
3,B,Uh-huh.,,,,1
4,B,Uh-huh.,,,,1
5,B,Uh-huh.,,,,1
6,B,"Have you been following the, uh, the progress of the space health code ?",,,,1
7,A,"Uh, to a degree.",,,,1
8,A,"I haven't kept up as, uh, much as I would like,",,,,1
9,B,Uh-huh.,,,,1
10,A,"I've just been so busy, uh,",,,,1
11,B,Uh-huh.,,,,1
12,A,"I barely get a chance to read a newspaper now and then,",,,,1
13,A,so.,,,,1
14,B,Yeah.,,,,1
15,B,"I think it's pretty exciting that they can, uh,",minor topic end,,,1
16,B,"it would be interesting to see if they can find, uh, other planets that are, that will be more habitable to, uh, you know, uh, humans",minor topic start,,Discuss their possibilities of space travel,1
17,B,"and, uh, yeah,",,,,1
18,B,"I think I would be very interested in space travel in the future if, uh, if it, you know, if it is at all possible.",,,,1
19,A,Yeah.,,,,1
20,A,"Well, I wouldn't even mind, uh, being a pilot on one,",,,,1
21,A,or right now,,,,1
22,A,but I'm probably getting a little too old for that.,,,,1
23,B,"Well, I know if they make the advances that they have been making, that, uh, maybe age will no longer, age or even physical, uh, abilities may not be, uh, a barrier anymore.",,,,1
24,A,Right.,,,,1
25,A,Yeah.,,,,1
26,A,"Well, they, they just made leaps and jumps.",minor topic end,,,1
27,A,"I think a lot of our, our technology we have is, is quite a bit due to lot of the space travel, uh, uh, equipment and stuff that,",off topic start,,They relate space travel to other inventions like Velcro,2
28,B,"Yeah,",,,,2
29,B,"I agree. Uh,",,,,2
30,B,"as a matter of fact we're the ones that I have been to Houston to, to, you know, to visit the, uh, space center out there,",,,,2
31,B,"and, uh, one of the big advances that we use every day now is Velcro",,,,2
32,A,Uh-huh.,,,,2
33,B,"and, uh, that vacuum , uh, little space program was one of the big, you know, backers of that.",,,,2
34,A,Yeah.,,,,2
35,B,"It's amazing, you know,",,,,2
36,B,"you,",,,,2
37,B,it's hard to imagine what life was like without it now.,,,,2
38,A,Yeah.,,,,2
39,A,"I don't know if you ever watch Gallagher , you know,",,,,2
40,A,he's one of the comedians,,,,2
41,A,"and and, you know, he, he talks a lot on, on Velcro.",,,,2
42,B,"Uh-huh,",,,,2
43,B,"yeah,",,,,2
44,B,I've seen him before.,,,,2
45,A,what would we do without it?,,,,2
46,B,Yeah.,,,,2
47,B,we were talking about that just the other day.,,,,2
48,B,What did we do without it back then?,,,,2
49,A,Yeah.,,,,2
50,B,I guess there was a lot of buttons and a lot of zippers and snaps.,,,,2
51,A,Yeah.,,,,2
52,A,"Yeah,",,,,2
53,A,"there's, there's a lot of, a lot of little things that have come up .",,,,2
54,A,"I know maybe some of the big things that, uh, uh,",,,,2
55,A,concentrated foods for one maybe,,,,2
56,A,"I Uh, I don't know",,,,2
57,B,That's right.,,,,2
58,B,That's right.,off topic end,major topic end,,2
59,A,"it's also just I've, I've often pictured, uh, in my mind, you know, what it would be like to just, what would you find if you just kept on going, kept on going?",major topic start,,Philosophical discussion about humans and their motivations,0
60,B,Uh-huh.,,,,0
61,B,That's true.,,,,0
62,A,"Uh, I guess our minds are so, uh, uh, what is it? Uh, finite",minor topic start,,Finite nature of mind,1
63,B,Uh-huh.,,,,1
64,A,"when we try and picture the universe as an infinite object, and it's hard to, to see, you know.",,,,1
65,B,Uh-huh.,,,,1
66,B,Yeah.,,,,1
67,A,"I always thought well, what do you do hit a brick wall, eventually.",,,,1
68,A,It's hard to consider that something could go on indefinitely.,,,,1
69,B,"Yeah,",,,,1
70,B,"that, that is, uh, that is something that would be hard to think about.",,,,1
71,B,I agree.,,,,1
72,B,You know like you say we're used to finite things,,,,1
73,B,and something that is infinite and just incomprehensible.,,,,1
74,A,Yeah.,,,,1
75,A,"But,",,,,1
76,B,"But, uh, yeah,",,,,1
77,B,"I would like to see them, uh, do more in that area to make space travel more, uh, something that the ordinary person can, uh, enjoy.",,,,1
78,A,Yeah.,minor topic end,,,1
79,A,I know it's I think it's in people's nature to be the first to do something.,minor topic start,,Talk about people's desire to be first,1
80,B,Uh-huh.,,,,1
81,A,"And I, I'd love to be the first one to step on a planet or some like, you know,",,,,1
82,B,Yeah.,,,,1
