,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,Okay.,opening,,,0
1,A,"Um, I guess what, I guess my task.",opening,,,0
2,A,I usually ride my bike.,major topic start,,A talks about her two bikes,0
3,A,"I have, uh, a stationary bike and, uh, a regular bike.",,,,0
4,A,"And when I can, I like to ride my regular bike outside, because it's so much nicer.",,,,0
5,A,"The stationary bike is, is so, uh,  boring.",,,,0
6,B,Boring.,,,,0
7,A,"But I have head phones,",,,,0
8,A,"and I, plus I have it, uh, in the living room",,,,0
9,A,"so I either watch T V, or we have a fish tank,",minor topic start,,A discusses ways to stave off boredom,1
10,A,"so I watch the fish, you know. Whatever I can do to keep myself occupied.",,,,1
11,A,"If, I like to have the T V on, because that usually keeps me, um, more occupied.",,,,1
12,A,It kind of takes the time away,,,,1
13,A,"and I don't realize, really, that's really the only time I ever watch T V, is when I'm on the bike.",,,,1
14,A,"But, and then usually after I'm done riding the bike, just to cool myself down, I usually take a walk, you know,",,,,1
15,A,"and that just kind of gets myself, uh, gets me, you know, to where I'm not quite as tired I guess.",,,,1
16,A,But it's definitely a task.,,,,1
17,B,You think so?,,,,1
18,A,I can't say that I really enjoy it.,,,,1
19,A,"I wish that I did enjoy it more,",,,,1
20,A,but I do it because I have to not because I want to,minor topic end,,,1
21,B,"I bought a stationary bike,",minor topic start,,B buys a stationary bike,1
22,B,"but I find that if I sit on that seat too long, it hurts.",,,,1
23,A,"Yeah,",,,,1
24,A,yeah.,,,,1
25,B,"And I haven't figured how to get that soft,",,,,1
26,B,and I tried even tying a pillow to it.,minor topic end,major topic end,,1
27,B,"But two years ago, I joined, well, it's not quite two years, it's almost two years, I joined the Cosmopolitan Lady here in Plano.",major topic start,,Water exercises,0
28,A,Uh-huh.,,,,0
29,B,And I love it.,,,,0
30,A,Really?,,,,0
31,B,I just love it.,,,,0
32,A,So is it just women that go there?,,,,0
33,B,Yeah.,,,,0
34,B,It's totally women.,,,,0
35,A,"See, I think that's what's my biggest problem with going to a place, uh, a, a health club.",minor topic start,,A and B talk about privacy at health clubs,1
36,A,Because I don't feel like having a bunch of other people watch me exercise.,,,,1
37,A,"You know, so I have tried to just do stuff at home",,,,1
38,A,"and, uh, I just feel conscious about it.",,,,1
39,A,"I mean, I'm not big, you know, or anything,",,,,1
40,A,but I still don't like other people watching me.,,,,1
41,B,"I like to be able to sweat, have my hair a mess. Uh, feel that, okay fine, if my bathing suit slips a little bit I don't have to be conscious of it being a little bit too low.",,,,1
42,A,Yeah.,,,,1
43,A,Right.,,,,1
44,B,"And I, my bathing suit's just one piece,",,,,1
45,B,"so there's no big deal all the way around,",,,,1
46,B,but I don't have to be conscious of what I'm doing or how I'm doing it.,,,,1
47,A,Uh-huh.,,,,1
48,B,"And it's, uh, oh, it's just, I don't know, it's, it's a total free relaxation.",,,,1
49,B,"Because, hey, you can do what you want.",,,,1
50,B,"You're a female,",,,,1
51,B,and no one is staring at anybody else or worrying about what anything else is doing.,,,,1
52,A,"That's what,",minor topic end,,,1
53,B,And they've got such fantastic equipment in there.,minor topic start,,A talks about water aerobics at club,1
54,A,Really?,,,,1
55,A,"That's, that's great.",,,,1
56,B,"Oh, yeah.",,,,1
57,A,"How,",,,,1
58,B,And I  love the water aerobics.,,,,1
59,B,I love the water aerobics.,,,,1
60,A,Do they have a pool,,,,1
61,A,"or what is,",,,,1
62,B,"Oh, yeah.",,,,1
63,B,They've got a nice one.,,,,1
64,A,Huh.,,,,1
65,B,They have two types of water aerobics.,,,,1
66,B,"They call it aqua exercise, I guess is what they call it.",,,,1
67,A,I've heard that that's really good for you to do.,,,,1
68,B,It pushes you because you're pushing against the water in itself.,,,,1
69,A,Uh-huh.,,,,1
70,B,So it is like double strenuous.,,,,1
71,B,But you're not being double strenuous on your own body.,,,,1
72,B,Because you're pushing it yourself.,,,,1
73,A,Uh-huh.,,,,1
74,B,So you're doing it yourself.,,,,1
75,A,"So you don't really feel like you're really working that hard, do you?",,,,1
76,B,Huh-uh.,,,,1
77,A,When you're in the water?,,,,1
78,B,Huh-uh.,minor topic end,,,1
79,B,"The only thing that I ever felt was, every time I stop and start going again, because I end up getting two jobs once in a while.",off topic start,,They discuss blisters and how to counter them,2
80,B,I end up having to quit for a while.,,,,2
81,B,"But I get blisters on my toes on the bottom  because,  I really jump a lot.",,,,2
82,A,"Oh, wow.",,,,2
83,A,"Well, that's funny,",,,,2
84,A,I never would have thought of that.,,,,2
85,B,"Well, a lot of people wear those little, uh, terry cloth with rubber soles on the bottom. Especially around the pool.",,,,2
86,B,So they just  wear them  right into the pool.,,,,2
87,A,Like  Are they water shoes?,,,,2
88,A,"Is that,",,,,2
89,B,Yeah.,,,,2
90,B,"They're just little terry cloth things you wear for house slippers with rubber, you know, soles, so that, you know,",,,,2
91,A,"Oh, okay,",,,,2
92,A,okay.,,,,2
93,A,"Okay,",,,,2
94,A,okay.,,,,2
95,B,no big deal one way or the other.,,,,2
96,A,"Huh, that's really  funny",,,,2
97,B,"But,  I never think about it until after you go there for about a week, your toes, you start getting blisters anyway.",,,,2
98,B,So no big deal.,,,,2
99,A,"Huh, that's,",,,,2
100,B,But it's fun.,off topic end,,,2
101,A,"So, how often do find yourself going?",minor topic start,,A asks B about the frequency of her workouts,1
102,A,"Um, on a, if you're doing it on a regular basis, how often do you go?",,,,1
103,B,I try to make it at least three times a week.,,,,1
104,A,Yeah.,,,,1
105,A,"That's really,",,,,1
106,B,"For a while I was doing it every day. Just, going, uh, five days a week.",,,,1
107,A,Really?,,,,1
108,A,I wish that I could make myself exercise every day.,,,,1
109,A,"But I do force myself to do it at least three times a week. Which I don't feel like is enough,",,,,1
110,A,"but it's, it's at least something.",,,,1
111,A,"You know, it, it,",,,,1
112,A,"I just force, I have to force myself to do it, like I said, because to me, I really don't enjoy it.",,,,1
113,A,But I know that I have to do it.,,,,1
114,A,"I mean it's just, it's, it's not a question of whether I want to, you know.",,,,1
115,B,"Well,",,,,1
116,A,"But,",minor topic end,,,1
117,B,"When I was working up at, uh, The Summit, here in Plano, I'd leave there,",minor topic start,,B talks about workouts when in Plano,1
118,A,Uh-huh.,,,,1
119,B,"and I'd be at the swimming pool by four o'clock. Oh, actually about four thirty because they start at five to six,",,,,1
120,A,"Oh, that's,",,,,1
121,B,"so I was there by four thirty, every night.",,,,1
122,B,And the only thing that ever bothered me was my hair getting wet.,,,,1
123,A,Uh-huh.,,,,1
124,B,"Because no matter what I did or how I did it, I invariably got myself wet.",,,,1
125,A,Uh-huh.,,,,1
126,B,"But the water only comes up basically to your, anywhere from your waist to your, oh, chest, I'd say.",,,,1
127,A,Yeah.,,,,1
128,B,"So I mean, it's your choice where you want to go,",,,,1
129,B,"but,  I enjoyed it  higher.",,,,1
130,A,"Did you ever,",,,,1
131,A,"Well, I'm sorry",,,,1
132,B,That's okay.,minor topic end,,,1
133,A,"Uh, did you ever go to Texins at all when you were working for T I?",off topic start,,B talks about her back problems,2
134,A,Did you  ever try that?,,,,2
135,B,"I have a,  I have a bad back,",,,,2
136,B,so I'm very limited what I  do.,,,,2
137,A,"Oh,  okay.",,,,2
138,B,"It's like I can walk,",,,,2
139,B,but if I walk for more than fifteen minutes it's going to bother  me.,,,,2
140,A,Um.,,,,2
141,B,"Especially when you're on cement or anything that's hard,",,,,2
142,B,it will bother me.,,,,2
143,A,"Then that would,",,,,2
144,A,yeah.,,,,2
145,B,it will bother me.,off topic end,,,2
146,A,"I guess then the water aerobics would be probably the best thing for you, wouldn't it?",minor topic start,,Why water aerobics worked out for B,1
147,B,"Well, that, what pushed me that way though, was basically was the fact that when I went in there, is wasn't for the water aerobics.",,,,1
148,B,I went in there strictly to strengthen my back muscles.,,,,1
149,A,Oh.,,,,1
150,B,"And, uh, she said, Hey, go for the swimming pool.",,,,1
151,B,She says you get just as much if you did the aerobics on the floor.,,,,1
152,B,She says in fact you get more.,,,,1
153,A,Wow.,,,,1
154,B,"I said, okay, because I'm not a swimmer.",,,,1
155,A,Uh-huh.,,,,1
156,B,I like water.,,,,1
157,B,I'm not scared of it.,,,,1
158,B,"But I couldn't,",,,,1
159,B,"I guess I could swim across the pool,",,,,1
160,B,but I'm no swimmer per se.,,,,1
161,A,Yeah.,,,,1
162,B,But I found that this worked really well.,,,,1
163,B,And I came out of there,,,,1
164,B,and I saw my stomach going down well.,,,,1
165,A,Oh.,,,,1
166,B,"I dropped, oh, I'd say almost twenty pounds. Just by watching what I ate.",,,,1
167,A,Wow.,minor topic end,,,1
168,B,"And they fix you up with a diet, which worked real good.",minor topic start,,B talks about the club's diet plans,1
169,A,What if you're already on one?,,,,1
170,A,"I mean,",,,,1
171,B,What?,,,,1
172,B,A diet?,,,,1
173,A,Yeah.,,,,1
174,A,"I mean, when you go in there, they wouldn't make you do theirs. Would they?",,,,1
175,B,"Oh, no,",,,,1
176,B,they have nothing to do with that.,,,,1
177,A,Okay.,,,,1
178,B,"See I joined, uh, when this one down here opened up, I joined as a V I P.",,,,1
179,B,"And the V I P gives you, uh, oh, gives you a diet, a computerized diet.",,,,1
180,B,"And they go over all your health and all your history,",,,,1
