,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,B,"Okay, uh,",major topic start,,television shows,0
1,B,my favorite show is MASTERPIECE THEATRE,,,,0
2,B,and it has been for a long time,,,,0
3,B,but I feel almost ashamed to say that to anybody now because I have never met anybody who likes it.,,,,0
4,B,Do you by any chance?,,,,0
5,A,"Oh, yes.",,,,0
6,B,You do!,,,,0
7,A,"Yes,",,,,0
8,A,very much.,,,,0
9,B,"Well, wouldn't you know",,,,0
10,A,"As a matter of fact, I prefer public television.",,,,0
11,B,Uh-huh.,,,,0
12,A,"And, uh, I have, particularly enjoy the English comedies, and the English mysteries.",,,,0
13,B,"Yeah,",,,,0
14,B,"Yeah,",,,,0
15,B,I watch mysteries too.,,,,0
16,B,Is that what you're referring to?,,,,0
17,A,Yes.,,,,0
18,B,"Okay,",,,,0
19,B,yeah.,,,,0
20,B,That is good.,,,,0
21,B,"I like, uh,",,,,0
22,B,do you read?,minor topic start,,books connection with tv shows,1
23,A,Vociferously.,,,,1
24,B,"Okay,",,,,1
25,B,well that's the reason why I like both of those programs is because they're kind of based on books.,,,,1
26,A,Yes.,,,,1
27,B,"And, the plots are more, um, challenging, you know, than the sitcoms of regular T V.",minor topic end,,,1
28,A,"Well, unfortunately for us at least here in the United States, we, the only access we have to that of course is public television.",,,,0
29,B,Yeah.,,,,0
30,A,"I'm, I'm not a great television watcher in any respect",,,,0
31,A,"but, uh, the watching,",,,,0
32,A,"what I do watch is, uh, usually news and whatever is on public television.",,,,0
33,A,"Any kind of,",,,,0
34,A,"I also uh, am very fond of great performances, in that regard.",,,,0
35,B,"Uh-huh,",,,,0
36,B,yeah.,,,,0
37,B,Me too.,,,,0
38,A,"But, uh",,,,0
39,B,Did you stay up late and catch this RED DWARF?,,,,0
40,A,No,,,,0
41,B,"Oh, that was a scream.",,,,0
42,A,"no,",,,,0
43,A,no,,,,0
44,A,"as a matter of fact, uh, Turner Broadcasting, has been uh, broadcasting all of the James Bond movies, every night this week,",,,,0
45,B,"Uh-huh,",,,,0
46,B,Really.,,,,0
47,A,"so I have concentrated on watching James Bond movies, this week",,,,0
48,B,"I used to like him too,",,,,0
49,B,he was my hero.,,,,0
50,B,"In fact, I like Sean Connery to this day.",,,,0
51,A,"Well, they're showing uh, LIVE AND LET DIE at this moment,",,,,0
52,B,Yeah.,,,,0
53,A,"and, it is the first appearance of Roger Moore as double oh seven.",off topic start,,About Roger Moore,2
54,B,Yeah.,,,,2
55,A,"So,",,,,2
56,B,"Oh, he can never cut it",,,,2
57,A,"No,",,,,2
58,A,no,,,,2
59,A,that's true.,,,,2
60,A,"I was just thinking that today, he did, well, in some of the later movies he looks very effeminate, in his early movies.",,,,2
61,B,"Yeah,",,,,2
62,B,"Yeah,",,,,2
63,B,"yeah,",,,,2
64,B,he does.,,,,2
65,A,"Whereas, uh, Sean Connery has maintained the, uh, how would you, uh, ruddy look,",,,,2
66,B,"Uh-huh,",,,,2
67,B,yeah.,,,,2
68,B,I liked his accent too.,,,,2
69,B,"And, he can even be in movies that are not, uh, uh, sexually oriented,",,,,2
70,B,and he still comes off great.,,,,2
71,A,"Well, you know he was, when was it, last year or year before last, he was voted the sexiest actor in movies, or something.",,,,2
72,B,He is.,,,,2
73,B,"Yeah,",,,,2
74,B,he had my vote double,,,,2
75,A,I mean the man is sixty-two years old.,off topic end,,,2
76,B,I don't care,,,,0
77,A,"But, uh, but otherwise you know we,",,,,0
78,A,"uh, with P B S and so forth.",,,,0
79,A,"And I, I particularly enjoy, I don't know whether you've had a chance to watch it on P B S but uh, the series, uh, YES MINISTER?",,,,0
80,B,Yeah.,,,,0
81,B,"Oh, what's that about?",,,,0
82,A,"That was about a, the Interior Minister,",,,,0
83,A,"it was a comedy,",,,,0
84,B,"Oh, yeah,",,,,0
85,B,yeah.,,,,0
86,A,"the Interior Minister of, in England, with the permanent secretary, and bureaucracy and all that.",,,,0
87,B,Uh-huh.,,,,0
88,B,Right.,,,,0
89,B,"Right,",,,,0
90,B,"I, I've seen it several times.",,,,0
91,B,"It's a scream,",,,,0
92,B,"but I have to go to bed,",,,,0
93,B,"I have to get up and, and work the next morning.",,,,0
94,B,"I wish they'd put those,",,,,0
95,B,"that's why I say, did you stay up late to watch this RED DWARF.",,,,0
96,B,"It came on after DOCTOR WHO, on Saturday nights, here at least.",,,,0
97,A,Uh-huh.,,,,0
98,B,"And it should,",,,,0
99,B,of course I,,,,0
100,B,"really it was,",,,,0
101,B,"I don't think they should show it during prime time,",,,,0
102,B,"but still, it was funny.",,,,0
103,A,Yeah.,,,,0
104,A,"Yeah,",,,,0
105,A,I know.,,,,0
106,A,"Well I, I, I'm not much of a television watcher.",,,,0
107,A,"I, I read as I said, and, uh, quite a bit.",,,,0
108,B,Uh-huh.,,,,0
109,A,"I read about two or three novels a week, in addition to all the technical stuff.",,,,0
110,B,Yeah.,,,,0
111,A,"What, what do you do?",off topic start,,exchange of personal infomation & how they ended up being part of this database,2
112,A,What kind of work do you do?,,,,2
113,B,I'm a Payroll Clerk.,,,,2
114,B,Just an accounting clerk.,,,,2
115,A,At T I?,,,,2
116,B,"No, uh,",,,,2
117,B,I have a friend who works for T I,,,,2
118,B,"and I work for a tire service, here in,",,,,2
119,A,"Oh, I see.",,,,2
120,B,I'm from Dallas.,,,,2
121,A,Uh-huh.,,,,2
122,A,"Well the last two people who have called, both worked for T I",,,,2
123,A,and I just wondered.,,,,2
124,B,"Yeah,",,,,2
125,B,"yeah,",,,,2
126,B,"it could be T I I think, probably are participating more than anybody else,",,,,2
127,B,but I needed the money.,,,,2
128,B,This is five bucks here.,,,,2
129,A,I think that's something we all,,,,2
130,B,"Yeah,",,,,2
131,B,really.,,,,2
132,B,Do you work for T I?,,,,2
133,A,"No,",,,,2
134,A,"no,",,,,2
135,A,"I work for G T E. In Maryland,",,,,2
136,B,Really?,,,,2
137,A,yes.,,,,2
138,B,"How did you hear,",,,,2
139,B,"oh we're not even supposed to be talking about this though, are we?",,,,2
