,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Uh, well how is it appropriate to be talking about exercise attitudes?",,,,0
1,B,"We, uh,",,,,0
2,B,"well, uh, my, my husband is right now teaching an aerobics class.",,,,0
3,A,Uh-huh.,,,,0
4,B,"He's an aerobics instructor. And, um, is going to be, uh, entering North Texas for uh, a Kinesiology program there. *two utts?",,,,0
5,A,Uh-huh.,,,,0
6,B,"And, um, the, the",,,,0
7,B,"how I met him was through, uh, the aerobics class that he used to teach.",,,,0
8,A,Uh-huh.,,,,0
9,A,You're a student?,,,,0
10,B,"Yeah,",,,,0
11,B,"so. I'm, I'm an avid aerobics, uh, person and just very, very athletic.",,,,0
12,A,Uh-huh.,,,,0
13,B,"Enjoying a you know, uh, anything dealing with sports.",,,,0
14,A,"Uh-huh,",,,,0
15,A,uh-huh.,,,,0
16,B,"So, and how do you feel about it?",,,,0
17,A,"Uh, I'm, I am a person who wishes I had more time to exercise.",,,,0
18,A,"I, I don't feel like I,",,,,0
19,A,I don't very often do things for the sake of exercise.,,,,0
20,A,I don't feel well unless I am exercising,,,,0
21,A,"and I try to do things that involve exercise,",,,,0
22,A,"but, I very rarely do things like, um,",,,,0
23,A,"I've never done aerobics or any sort of structured,",,,,0
24,A,this is my exercise time,,,,0
25,B,Uh-huh.,,,,0
26,A,"but, I do lots of outdoor sports and things, bicycling, uh, you know, mountaineering, a little mountaineering, this and that,",,,,0
27,A,and I spend a lot of time,,,,0
28,A,and I probably get more exercise than your average person.,,,,0
29,A,"But, it's not a, a structured sort of thing,",,,,0
30,A,"and I have to admit I have a certain resistance to the idea of exercising for exercising's sake,",,,,0
31,B,Uh-huh.,,,,0
32,A,"and perhaps, it's because somehow that implies to me it's not fun, or something like that.",,,,0
33,B,"Yeah,",,,,0
34,B,"well I, I've,",,,,0
35,B,"my,",,,,0
36,B,that's the way my mother stands on it.,,,,0
37,B,"She feels like if it's something that you have to do, you know, if you look at it as if you have to do it, then it becomes, it becomes a chore,",,,,0
38,A,Uh-huh.,,,,0
39,A,Uh-huh.,,,,0
40,A,"Yes,",,,,0
41,A,yes.,,,,0
42,B,"and,  and, she doesn't enjoy it when it's a chore.",,,,0
43,B,"So, um, and I feel that way too as far as, you know, just sitting and doing, you know, to, the idea of doing fifty sit-ups or something, you know,",,,,0
44,B,"to,",,,,0
45,A,"Uh-huh,",,,,0
46,A,uh-huh.,,,,0
47,B,you're a you know,,,,0
48,B,calculated down,,,,0
49,B,"and do your calisthenics, you know, three times a week",,,,0
50,A,Uh-huh.,,,,0
51,B,"or, but, but I do try and, um, I do try and regulate how much exercise I get a week.",,,,0
52,A,"Uh-huh,",,,,0
53,A,uh-huh.,,,,0
54,A,"Yeah,",,,,0
55,A,yeah.,,,,0
56,A,"Is that why you like aerobics classes, because you're not, sort of, someone else is doing the counting for you, so, it makes it less of a chore?",,,,0
57,B,Yeah.,,,,0
58,B,"And, it's got,",,,,0
59,B,and I've always enjoyed dance.,,,,0
60,A,Yeah.,,,,0
61,B,"So it involves, you know,",,,,0
62,B,"I, I can't get out to dance all the time",,,,0
63,B,"and,",,,,0
64,A,"Yeah,",,,,0
65,A,would that we could,,,,0
66,B,"Yeah,",,,,0
67,B,"and it's, and it's more regulated,",,,,0
68,B,"I mean you're, you're using different parts of the body.",,,,0
69,A,"Uh-huh,",,,,0
70,A,uh-huh.,,,,0
71,B,"So, it, it is like dance,",,,,0
72,B,"and it's structured like that,",,,,0
73,B,"but you have the music, and someone, like you said, someone else is counting, so, it makes it easier for me.",,,,0
74,A,Yeah.,,,,0
75,A,Uh-huh.,,,,0
76,B,"And, someone else is telling me, okay, you know, let's move this way, let's move that way, instead of me having to think about it so much.",,,,0
77,A,"Uh-huh,",,,,0
78,A,uh-huh.,,,,0
79,A,Right.,,,,0
80,A,You can just trust someone else to give you full exercise,,,,0
81,A,and all you do is follow along and enjoy yourself.,,,,0
82,B,"Yeah,",,,,0
83,B,yeah.,,,,0
84,B,"But, I'm like you,",,,,0
85,B,"I also, um, like to participate in, uh, things like,",,,,0
86,B,"well, we just went to the, uh, Myererson Symphony Run this past weekend,",,,,0
87,B,"and, and that was a lot of fun",,,,0
88,B,"and you get to meet different people, and, um, just get out, you know, out and about,",,,,0
89,A,"Uh-huh,",,,,0
90,A,uh-huh.,,,,0
91,A,"Uh-huh,",,,,0
92,A,uh-huh.,,,,0
93,B,"and it's, it, it's something you can all,",,,,0
94,B,"like our,",,,,0
95,B,"we did it as a family,",,,,0
96,B,"so, it was, it was quite a lot of fun.",,,,0
97,A,Uh-huh.,,,,0
98,A,Uh-huh.,,,,0
99,B,"and, biking",,,,0
100,B,"and I, I, I love to swim,",,,,0
101,B,"so I love it when, you know, it's swimming weather,",,,,0
102,A,Um.,,,,0
103,B,"and, uh,",,,,0
104,A,"Well, you're talking to someone from California where it's often swimming weather",,,,0
105,B,"Oh,",,,,0
106,B,I didn't realize that.,,,,0
107,A,Uh,,,,0
108,B,I'm sorry.,,,,0
109,B,"Well, I'm in Texas.",,,,0
110,B,"I, I just assumed that I had,",,,,0
111,B,"this is the first call I've done,",,,,0
112,A,Uh-huh.,,,,0
113,B,"and, I didn't realize that they were going to reach out to people from, all over the country.",,,,0
114,B,You wouldn't know that,,,,0
115,B,"Oh, I,",,,,0
116,A,"So, it's the, it's, it's the, the well it's actually,",,,,0
117,A,"it's interesting, because there are real regional differences.",,,,0
118,A,"Um, in California there's, uh, almost an assumption, um, unless you're, sort of, clearly of an older generation, or something, you know, in your sixties, or something like that,",,,,0
119,A,"I'm, I'm, I'm not. Uh,",,,,0
120,A,"there's an assumption that you do something for your physical fitness, and, and, at least in urban California.",,,,0
121,A,"And, maybe not,",,,,0
122,A,I don't know about rural California too well.,,,,0
123,A,"But, in urban California it's just, you know,",,,,0
124,A,for all I know aerobics started out here.,,,,0
125,A,"I don't know where they actually started,",,,,0
126,A,"but they, you know, the craze really picked up big here",,,,0
127,A,and before that there was the running craze.,,,,0
128,A,"And, they,",,,,0
129,A,"California gets, you know, tends to be a bit faddish,",,,,0
130,A,"but, the remarkable thing is how well the fads catch on elsewhere.",,,,0
131,B,Uh-huh.,,,,0
132,A,"So, there must be something to some of them.",,,,0
133,A,"And, uh,",,,,0
134,B,"Well, I think people are, are more um, um,",,,,0
135,B,"people from California seem to be more health motivated all around. I mean, as far as the diet, and everything. Uh, the diet and, uh, just your health consciousness,",,,,0
136,B,"and, I mean, it just, seems like, uh, a lot of those ideas generate out of California.",,,,0
137,A,Uh-huh.,,,,0
138,B,"Not just exercise, but, health, health related ideas.",,,,0
139,A,Yeah.,,,,0
140,B,"And, I,",,,,0
