,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,B,"pretty good,",opening,,,0
1,B,pretty good.,,,,0
2,B,"So we're talking about drug testing in the work place, huh. *listen",,,,0
3,A,Drug testing in the work place.,opening,,,0
4,A,"Um. I've been tested a few times, just before drug employment.",,,,0
5,A,But that's about it.,,,,0
6,A,I've never had random drug testing.,,,,0
7,B,"Yeah,",,,,0
8,B,"we have random drug testing at, in my business,",,,,0
9,B,"but I've never been, uh, never had to do it.",,,,0
10,A,"Oh, really?",,,,0
11,B,"Yeah,",,,,0
12,B,"yeah,",,,,0
13,B,"they started that about a year ago,",,,,0
14,B,"and I think it's mostly for the, the field people that, you know, drive trucks and heavy machinery, that kind of stuff.",minor topic start,,They talk about how people are randomly being checked,1
15,A,Uh-huh.,,,,1
16,B,"But, uh, they, they have done some testing around our office, mostly after lunch, looking for people drinking, uh, drinking beer and stuff at lunch time,",,,,1
17,B,at least that's.,,,,1
18,A,"Oh, they do with alcohol.",,,,1
19,B,Pardon?,,,,1
20,A,They do it with alcohol?,,,,1
21,B,"Yeah,",,,,1
22,B,"yeah,",,,,1
23,B,"they, they, they'll check for alcohol.",,,,1
24,A,"Oh, I thought it was just like marijuana or cocaine.",,,,1
25,B,"No,",,,,1
26,B,"once, once you start doing that stuff, you sort of, you're sort of stuck into, uh, checking for the whole, the whole thing.",minor topic end,,,1
27,A,Huh. That's interesting.,,,,0
28,B,"Yeah,",,,,0
29,B,"it's a,",,,,0
30,A,What type of field of work are you in?,off topic start,,B talks about his work,2
31,B,I'm in the oil business.,,,,2
32,A,"Oh, in the oil business.",,,,2
33,B,Yeah.,,,,2
34,A,"Okay,",,,,2
35,A,and you work in the office around.,,,,2
36,B,"Yeah,",,,,2
37,B,"I work in the office,",,,,2
38,B,"so, uh, it's pretty, pretty safe environment.",off topic end,,,2
39,A,Uh-huh.,,,,0
40,A,Yeah,,,,0
41,A,"see, I work in the automotive air bag industry, where we make the safety bags for the cars,",off topic start,,A talks about his work,2
42,B,"Uh-huh,",,,,2
43,B,uh-huh.,,,,2
44,A,and we work around a lot of explosives.,,,,2
45,B,"Well, that sounds like kind of an important job to be, uh, straight on.",,,,2
46,A,"Yeah,",,,,2
47,A,"so that's, you know,",,,,2
48,A,"I'm all for it, because the, well, the type of environment I work in, you know, they're working with explosives,",,,,2
49,A,"and so they could blow up the whole,",,,,2
50,A,"well, they have safety features with each of the explosives they use,",,,,2
51,A,"but still, it can be dangerous.",off topic end,,,2
52,B,"Yeah,",,,,0
53,B,"yeah,",,,,0
54,B,"well, I, I, I agree.",,,,0
55,B,"I think that, uh, you know, under certain circumstances, especially when you're working in, in high risk, uh, uh, industries, where you can really hurt other people, that, that you need to have that kind of stuff.",,,,0
56,A,Yeah.,,,,0
57,B,"You know,",,,,0
58,B,"if it's,",,,,0
59,B,"as long as it's not abused, uh, you know, random, you know,",,,,0
60,B,"as long as it's random, and, and the individual's rights are, uh, are protected, I don't have that big a problem with it.",,,,0
61,A,"Now do they fire them, or do they?",,,,0
62,B,"Well, see, this is it,",,,,0
63,B,this is where I start having my problems with my company.,,,,0
64,B,"I work for a private company,",,,,0
65,B,"and and the policy is something like, see if I can state this correctly now. If you turn yourself in as having a drug related problem, then you're eligible for company counseling.",minor topic start,,They talk about company policy on drug testing,1
66,A,Uh-huh.,,,,1
67,A,Uh-huh.,,,,1
68,B,"But if they catch you, if you test positive for a, a controlled substance, then you get fired.",,,,1
69,A,"Oh, wow.",,,,1
70,B,"So, it, you know, it's sort of one of these little catch twenty-twos.",,,,1
71,A,"Huh, that's.",,,,1
72,A,"I think our policy is that,",,,,1
73,A,"all right, it's probably the same thing.",,,,1
74,A,I'm not really sure what the,,,,1
75,B,"Yeah,",,,,1
76,B,"really,",,,,1
77,B,"it's one of those things that you read once,",,,,1
78,B,"and then, if you, if you're not worried about it, you just forget about it",,,,1
79,A,That's right.,,,,1
80,A,"But I know, they do have counseling, and that they do give you a second chance,",,,,1
