,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,Okay.,major topic start,,talkng about budgeting,0
1,A,"So Frank, what, uh, type of, uh, budget do you or your family have?",,,,0
2,B,"Well, uh I don't know that we really have a budget.",,,,0
3,B,"I have a set amount that I, that I save.",,,,0
4,B,"Actually, well actually there is a, a way,",,,,0
5,B,budget our money apparently.,,,,0
6,B,"The,",,,,0
7,B,"uh, my wife, uh, has so much, uh, gets so much to do shopping with every couple of weeks",,,,0
8,B,"and, uh, we allot each of us so much money per week for our personal stuff, gas, and things like that",,,,0
9,B,"and besides that I, uh, you know, I have a set amount that I save every month.",,,,0
10,A,Right.,,,,0
11,A,"That's, uh, sounds like probably a tighter controlled budget than what I have",,,,0
12,B,Uh-huh.,,,,0
13,A,"I am single,",,,,0
14,A,"so. I guess, I don't know if that's an excuse for not having a tight budget,",,,,0
15,B,Uh-huh.,,,,0
16,A,"but  I basically,",,,,0
17,B,Really don't  need to.,,,,0
18,A,"Right,",,,,0
19,A,I don't need to.,,,,0
20,A,I am the only that I have to keep track of,,,,0
21,A,so it makes it a little bit easier.,,,,0
22,B,That's right.,,,,0
23,A,"Uh, and also I, you know, I try to save a certain amount each month as well",,,,0
24,B,Uh-huh.,,,,0
25,A,"and, uh, I try to, try to have an idea of what my expenses are",,,,0
26,A,and I am pretty consistent from month to month,,,,0
27,B,Uh-huh.,,,,0
28,A,"and, uh, whenever, uh, I need to, uh, whenever that changes I am pretty well aware of it without actually having to maintain a budget for it.",,,,0
29,B,Right.,,,,0
30,B,"Well, I found that, uh, you know, things, as I have gotten older,",minor topic start,,B's experience of budgeting,1
31,B,"I am in my fifties now,",,,,1
32,B,"but before we use to have, to have to have a very strict budget,",,,,1
33,B,I had four kids,,,,1
34,B,"and, uh, you know we planned out how much we were going to spend for food and how much for, for this and for that.",,,,1
35,B,Kind of anticipate how much things were going to be.,,,,1
36,B,"Uh, I guess one interesting aspect of the budgeting I do now is that I set aside, uh, I kind of fence off areas of my check book.",,,,1
37,B,"For instance, there are certain things that I know come up, uh, every so often.",,,,1
38,B,Every six months I have to pay car insurance.,,,,1
39,B,"Uh, every six months I have to pay my taxes.",,,,1
40,B,So I take a set amount.,,,,1
41,A,Uh-huh.,,,,1
42,B,"I've got a money market account that I do a lot of uh, uh, saving in",,,,1
43,B,"and I also have got a checking account besides that,",,,,1
44,B,"but, what I do on my money market account, my taxes for instance which amount to an average of two hundred and twenty dollars a month. I will just take two hundred and twenty out",,,,1
45,B,and I put it in parenthesis.,,,,1
46,B,I take it out of the right line total and put it in parenthesis in there and let it build up.,,,,1
47,A,Uh-huh.,,,,1
48,B,Every month I add two hundred and twenty dollars to it.,,,,1
49,B,Then when the tax bill comes in I've got that much set aside.,,,,1
50,A,Right.,,,,1
51,B,And I guess that's a way of budgeting.,minor topic end,,,1
52,A,Yeah.,,,,0
53,A,"That's,",,,,0
54,A,"I guess I kind of do a similar thing. More, uh, medium or longer range.",,,,0
55,A,I just have a maybe a targeted amount that I will save for.,,,,0
56,A,"Like I am,",,,,0
57,A,probably within a year I would like to buy a new car.,minor topic start,,talking about how cars affect budget,1
58,B,Uh-huh.,,,,1
59,A,"So, I kind of have a, an amount in my mind",,,,1
60,A,"and I am making every effort to, to put a little bit away and increase the amount that I need for a down payment or whatever.",,,,1
61,B,Uh-huh.,,,,1
62,B,Yeah.,,,,1
63,B,"Uh, cars are definitely something that you have to figure into your budget. Not only for buying them, but for keeping them on the road too.",,,,1
64,A,Right.,,,,1
65,B,"Uh, you know, we've got two cars.",,,,1
66,B,My wife has a car,,,,1
67,B,and I like to drive pick up truck.,,,,1
68,B,"So, we are on a schedule where I try every, uh, three or four years to, to buy a new one.",,,,1
69,B,"And you know I am constantly making car payments,",,,,1
70,B,"but I figure that's got to be the story of my life anyway, is making car payments.",,,,1
71,A,Uh-huh.,,,,1
72,B,"So, uh, you know, I get one paid for",,,,1
73,B,"and, uh, actually I am saving up for another one besides",,,,1
74,B,"so it's you know, it's kind of a never ending thing,",,,,1
75,A,Huh. Right.,,,,1
76,B,"but you try to, you try to schedule those things so that, uh, you only, you're not paying for two of at the same time I guess is what I am saying.",,,,1
77,A,Right.,,,,1
78,A,"Have you thought about, uh, leasing?",,,,1
79,B,"Well, uh, I have thought about it,",,,,1
80,B,"but leasing wouldn't,",,,,1
81,B,"you know, I don't use it for my business.",,,,1
82,A,I see.,,,,1
83,B,My wife uses hers just for pleasure,,,,1
84,B,and I use mine just to go back and forth to work which is only ten miles away,,,,1
85,A,Right.,,,,1
86,B,so.,,,,1
87,A,"But if you are rolling it over every three years, it might be advantageous to do that.",,,,1
88,B,"Yeah,",,,,1
89,B,I guess.,,,,1
90,B,"Uh,",,,,1
