,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Okay,",opening,,,0
1,A,"I guess I'll start, um,",,,,0
2,A,"one, uh, big thing that, the advise that I would give to a parent to give to his or her child is to let their, let their child experience college in a kind of general sense.",major topic start,,talking about factors which may determine the right fit of college for an aspirant,0
3,A,"I like large colleges because I went to University of Texas at Austin,",minor topic start,,talking about how the size of intake might affect an aspirant's decision and if it is universal,1
4,A,they have fifty thousand students there.,,,,1
5,A,"And I feel like that now if I went, if I had gone to a small college that only had a couple of thousand that I wouldn't have, have gotten as much exposure to different people and different, uh, I don't know, different languages, different cultures, and things like that just by being around those fifty thousand students.",,,,1
6,B,"That's interesting,",,,,1
7,B,"I went to a smaller school,   of probably three thousand, thirty-five hundred.",,,,1
8,A,Uh-huh.,,,,1
9,A,Uh-huh.,,,,1
10,B,"And I, I thought that was the best experience in that we had more one-on-one since we seemed to know everyone on campus,",,,,1
11,A,Huh.,,,,1
12,B,"and  we had a broad spectrum of languages and cultures and backgrounds,  and so forth,",,,,1
13,A,Huh.,,,,1
14,B,"so, I thought it was wonderful to be a bigger fish and not so much a number,",,,,1
15,A,Uh-huh.,,,,1
16,B,"um,  one of fifty thousand, I was one of three thousand,  and,  and, you know,  different perspectives,",,,,1
17,A,Right.,,,,1
18,A,Uh-huh.,,,,1
19,A,Yeah.,,,,1
20,B,"I, uh,",,,,1
21,B,"but  it sounds like we were both kind of looking at the same sort of, sort of thing.",,,,1
22,A,"Yeah,",,,,1
23,A,"I, I could see, I could see that point, I could see how it would be.",,,,1
24,A,"I'm sure your classes were a lot smaller, um, because like we would have biology classes that did, main courses that everyone has to take, I mean, hundreds of students in this class,",,,,1
25,A,"so,  actually,  yes, you were a number.",,,,1
26,B,Yeah.,,,,1
27,A,"But, um, I, I just,",,,,1
28,A,"I don't know,",,,,1
29,A,"I'm thinking in a sense of, uh, just being exposed to more.",,,,1
30,A,"It just seems like in a larger college you, I don't know, your exposed to so many more people from all over the world,",,,,1
31,A,"and I'm sure a lot of people come to, you know, small colleges also but just that they're more of, of the different cultures there,",,,,1
32,B,"Uh-huh,",,,,1
33,B,yeah.,,,,1
34,A,"not that  it's, not that it's better",,,,1
35,A,"but I'm just saying that I think that big,",,,,1
36,B,That's one thing to definitely consider.,,,,1
37,A,"Uh-huh,",,,,1
38,A,uh-huh.,,,,1
39,A,"I think, uh, a lot of, a lot of students now would probably be afraid of a smaller college,",,,,1
40,A,"a lot of the students that I talked to even here in Waco they go to Baylor, um, they,",,,,1
41,A,"or they're considering going to Baylor,",,,,1
42,A,they're also considering going to U T Austin,,,,1
43,A,"but one of the big no-nos is because of the fifty thousand students,",,,,1
44,A,"and I have to tell them that just like, just like I live in Waco",,,,1
45,A,"it's a large city,",,,,1
46,A,"I can still function, in my own kind of area, in my own group.",,,,1
47,A,"I have a job,",,,,1
48,A,"I have my friends,",,,,1
49,B,Uh-huh,,,,1
50,A,"and I'm  really not as, as concerned about the entire city, so when you go to a big, a big university, you're not as concerned about the entire university,  but  your group of friends, your classes, your interests, your clubs and things like that.",,,,1
51,B,Yeah.,,,,1
52,B,"I think that's probably keyed to me is not so much the size the school,  but  what, what is the particular needs of the students",,,,1
53,A,Uh-huh.,,,,1
54,B,"and whereas some would immediately feel very comfortable in this, um, larger university setting,  some  of the students, um, when I was, when I was teaching school would not have been comfortable with that.",,,,1
55,A,Uh-huh.,,,,1
56,A,Uh-huh.,,,,1
57,B,"They needed, uh, at least at first,  they needed  a smaller setting that, that was more like family where they could get one-on-one,  from,  from teachers, professors and so forth, and then after a year or two move on to a little bit bigger pond where, where, when they had a little more self-confidence built up, oh, yes, I can do this, oh, I've done this before, it's just in a bigger setting,",minor topic end,,,1
58,A,"Uh-huh,",,,,0
59,A,right.,,,,0
60,A,Right.,,,,0
61,A,Right.,,,,0
62,B,"and  so maybe to me the key would be what is a the, the students needs,",minor topic start,,talking about an individual's needs which determine his/her choice of college he/she wants to attend,1
63,A,Uh-huh.,,,,1
64,B,"but it's these other things that you and I are, are keying off on,  that,  that are really more of an education that,",,,,1
65,A,Uh-huh.,,,,1
66,B,"but they're the things that don't show up in,",,,,1
67,A,On paper.,,,,1
68,B,"That's right,",,,,1
69,B,that's right.,,,,1
70,A,"Uh-huh,",,,,1
71,A,exactly.,,,,1
72,A,"That's, that's one important thing that I think about school.",minor topic end,,,1
73,A,"I'm, I'm not a kind a person that,",minor topic start,,talking of personal anecdotes which discuss why they made the choice of college they attended,1
74,A,"I didn't,",,,,1
75,A,"I, I was kind of a B student, I guess you'd say,",,,,1
76,A,"and I didn't really,",,,,1
77,A,I was,,,,1
78,A,I strived to be an A student,,,,1
79,A,but it wasn't like a real priority.,,,,1
80,B,Right.,,,,1
81,A,"To my, my priority was just being as worldly as I could possibly be getting into as many organizations as I possibly could,",,,,1
82,A,"and, and one other point I was going to make, was that I can I can see that probably if I had gone to a smaller school, I would probably have more friends,  because  you, like you said, you know, you know, everybody knows everybody,",,,,1
83,B,Huh.,,,,1
84,B,Yeah.,,,,1
85,A,"and  so, you probably come out of it knowing, and by friends, I mean, like contacts for when you get out of school, um, you know,",,,,1
86,A,"you just, you may walk into a company and see someone you went to school with,  more  so at a small college then a large college.",,,,1
87,B,Uh-huh.,,,,1
88,B,Yeah.,,,,1
89,A,You may have gone to school with them,,,,1
90,A,"but you wouldn't, you wouldn't know them.",,,,1
91,A,"Uh, I guess, let me think of another important thing to look at when you look into college, um,",,,,1
92,B,"I guess, I guess now I've been out for,",,,,1
93,B,"I, I'm older than you.",,,,1
94,B,I've been out for twenty-one years.,,,,1
95,A,Uh-huh.,,,,1
96,B,"And I was looking at an annual last night,",,,,1
97,B,"something had it sparked a question,",,,,1
98,B,"and I went to a small private school,",,,,1
99,A,Uh-huh.,,,,1
100,B,"um,  and it was church related.",,,,1
101,A,Uh-huh.,,,,1
102,B,"And I got to looking at my class of sixty-nine,",,,,1
103,A,Uh-huh.,,,,1
104,B,and  I realized that even though that school's two hundred miles from here,,,,1
105,B,"and I've lived in other states and done other things for the past twenty years, where I go to church now, there are five other people that went to school at the same time in the same class as I,",,,,1
106,A,Wow.,,,,1
107,B,"and  it's, it's neat to know that we have that contact that goes back that some of the same memories if not the same education in,",,,,1
108,A,Uh-huh.,,,,1
109,B,"you  know, we weren't all out to be teachers or, or whatever",,,,1
110,B,"so we didn't have the same classes,",,,,1
111,B,"but we had a common thread,  something  that still ties us together,  twenty  odd years later.",,,,1
112,A,Right.,,,,1
113,A,Wow.,,,,1
114,A,That's great.,,,,1
115,B,"And it's, it's, it's kind of neat just knowing that those kinds of things, those are what I carry beyond that piece of paper that allows me to be an exempt at T I,",,,,1
116,A,"Right,",,,,1
117,A,right.,,,,1
118,B,I have  something more important to me than that.,minor topic end,,,1
119,A,"That's great,",,,,0
120,A,that's great.,,,,0
121,A,"Yeah,",,,,0
122,A,"that's what I, that's basically what I, and, when I first,",,,,0
123,A,"I've been out of college only two years now, so it's still pretty fresh on my memory,  um,",,,,0
124,B,Uh-huh.,,,,0
125,A,"but now that I'm out,",,,,0
126,A,"when I went into school, my parents told, well,",,,,0
127,A,"my,",,,,0
128,A,"okay, let me, let me go back to my, my sister now is in college,  and  my father was really interested in getting her in a school that would look good on her, on her, uh, diploma, etcetera,  and  so forth,",minor topic start,,talking of anecdotes which discuss the significance of considering an individual's needs while making the choice of college,1
129,B,Uh-huh.,,,,1
130,B,Uh-huh.,,,,1
131,A,"and, and I kept pushing her towards just kind of U T or a larger school,",,,,1
132,A,and it was just a big conflict between us because my father wanted the academics,,,,1
133,A,"and I wanted her to get the life experience,  out  of it,",,,,1
134,B,Uh-huh.,,,,1
135,A,"and so it was, you know,",,,,1
136,A,"she went the academic way because she's a straight A student, which is,",,,,1
137,B,I was going to ask who won,,,,1
138,A,"yes,",,,,1
139,A,"yeah,",,,,1
140,A,"so, she, you know,",,,,1
141,A,"that's probably,  you know, what she, what she wants anyway",,,,1
142,A,but that was the big deal,,,,1
143,A,"and,",,,,1
144,B,"In, in that case, uh, regardless of what you or your father pushed for it sounds like she was going for what she needed,  and  finding a school that, that met her specific requirements,  and,  and made the best fit for her.",,,,1
145,A,Right.,,,,1
146,A,Right.,,,,1
147,A,"And that, that's another point is that, the, a parent should tell their child to be or, or to give their child the leeway to choose their school,  not  so much choose the school for them but, you know, kind of guide them along but let them more or less choose what they need and what they're going to do.",,,,1
