,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,So what movies have you seen lately?,major topic start,,Movies they have watched recently,0
1,B,"Well, I saw, um, lately I've seen SOAP DISH.",,,,0
2,A,Oh.,,,,0
3,B,"Which was a,",,,,0
4,B,and that was a lot of fun.,,,,0
5,B,It was kind of a silly little film about soap operas and things.,,,,0
6,A,"Well, see that's something I want to see,",,,,0
7,B,Yeah.,,,,0
8,A,that's on my list to see.,,,,0
9,B,"Yeah,",,,,0
10,B,"it was, it was okay.",,,,0
11,B,"It was not, um, not a wonderful film",,,,0
12,B,"but it was, I mean it was, it was cute but not the biggest laugh I've seen.",,,,0
13,A,"Oh, okay.",,,,0
14,B,"I saw THELMA AND LOUISE. A couple of days ago, and really liked that.",,,,0
15,A,"Oh, did you?",,,,0
16,B,Actually I saw it twice because I liked it so much.,,,,0
17,A,Oh.,,,,0
18,A,See that's also on my list.,,,,0
19,B,"And it's very, it's really disturbing but a good movie.",minor topic start,,Talks about the stereotypes of why it is not normal to see women in fight scenes,1
20,A,"A disturbing movie,",,,,1
21,A,how do you mean?,,,,1
22,B,"Well, it was,",,,,1
23,B,"um, let's see.",,,,1
24,B,"The, um,",,,,1
25,B,"it's, it's different,",,,,1
26,B,"it's kind of, it's an action adventure kind of, you know, shoot 'em up kind of film.",,,,1
27,A,Right.,,,,1
28,B,But it's with women in it instead of men,,,,1
29,B,so that's kind of a that's kind of a twist on the normal thing.,,,,1
30,A,"A switcheroo, huh?",,,,1
31,B,"And it made me think a lot about, you know,",,,,1
32,B,you would applaud Bruce Willis in DIE HARD if he was doing this,,,,1
33,B,"but you might not be so you know, so encouraging, of Susan Sarandon and then Gena Davis when they do it.",,,,1
34,A,Right.,,,,1
35,A,"When the shoe is on the other foot and see how it,",minor topic end,,,1
36,B,"So, that was kind of interesting.",,,,0
37,B,"I've,",,,,0
38,B,but I really enjoyed it.,,,,0
39,A,Oh.,,,,0
40,B,"So, I",,,,0
41,A,"Because that, that just reminds me of, you know, like back in school",off topic start,,anecdote,2
42,A,"and, you know, the girlfriends just taking off for a day or something. Just getting in trouble and probably not that much trouble",,,,2
43,B,"Yeah,",,,,2
44,B,that's kind of what it was.,,,,2
45,A,"but,",,,,2
46,B,Right.,,,,2
47,A,"um, yeah.",,,,2
48,B,"They had started out with that,",,,,2
49,B,then they got into lots of trouble.,,,,2
50,A,Before we found the shopping malls that's what we did.,off topic end,,,2
51,B,Uh-huh.,,,,0
52,A,"Yeah,",,,,0
53,A,"well, I'll have to put that, I'll have to keep that on my list then.",,,,0
54,B,Yeah.,,,,0
55,B,I also saw that Madonna movie.,minor topic start,,Criticize the actress - Madonna,1
56,A,Oh.,,,,1
57,B,It's TRUTH OR DARE,,,,1
58,B,and that was pretty scandalous.,,,,1
59,A,Scandalous?,,,,1
60,B,"Yeah,",,,,1
61,B,"it was kind of,",,,,1
62,B,"yeah,",,,,1
63,B,Madonna she's pretty trashy.,,,,1
64,A,I can imagine.,,,,1
65,B,"And so it was, it was interesting",,,,1
66,A,"I guess she does it for the social value of showing you what trash is, huh?",,,,1
67,B,"well, I think she kept saying that, uh,",,,,1
68,B,"they talked about her,",,,,1
69,B,"it, it was a film of her concert, um, tour she had taken through all, all around the world.",,,,1
70,B,"And they were all to her at the Vatican city and wouldn't let her perform in Rome,",,,,1
71,B,"and she, kept saying that her show was not garbage.",,,,1
72,A,Huh.,,,,1
73,B,It had a social message to it,,,,1
74,B,"and,",,,,1
75,A,You just had to find it.,,,,1
76,A,You had to wade through it and find it,,,,1
77,B,Right.,,,,1
78,B,"We never quite believed that,",,,,1
79,B,so.,,,,1
80,A,"You never quite got to,",,,,1
81,B,I thought that was pushing it a little bit,,,,1
82,B,"but, she ,",,,,1
