,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Okay, um,",opening ,,,0
1,A,"yeah,",,,,0
2,A,one year public service for everybody.,,,,0
3,A,"Is that, that was it, right?",,,,0
4,B,Right.,,,,0
5,B,"Uh, who wants to start this one?",,,,0
6,A,"I don't know,",,,,0
7,A,"I've been, I've been sitting here thinking,",,,,0
8,A,"yeah,",,,,0
9,A,"because it was, you know, took a couple tries before I found somebody.",,,,0
10,A,"Well, you know, I'm like, I'm not really sure what I think about this.",opening ,,,0
11,A,"Um, uh, I mean, the first thing is, the uh, if it's going to be mandatory, it's got to be mandatory,",major topic start,minor topic start,"major talk(talking about the role of public services in society ,their implementation and their advantages).minor talk(regarding mandatory 1 year public service for everyone).",0
12,A,"I mean, everybody, not just like, you know, poor people and all that, you know. But, you know, senators' sons and all that stuff too.",,,,0
13,B,"Right,",,,,0
14,B,right.,,,,0
15,A,"I mean, everybody's got to do it.",,,,0
16,A,"Um, I don't know,",,,,0
17,A,"it'd probably be, it'd probably be good,",,,,0
18,A,"I just don't know if, you know, I was eighteen or whatever, I'd want to be stuck doing it for a year or whatever.",,,,0
19,B,I'm not sure I want an eighteen year old to make that kind of decision.,,,,0
20,B,"Uh, I mean, that, that doesn't sound right.",,,,0
21,B,"Um, I guess I see overall beneficial, if, if we're going from that point of view.",,,,0
22,A,Uh-huh.,minor topic end,,,0
23,B,"Um. you know, in the past,",off topic start,,talking about his school days where people were recruited for the vietnam war .,2
24,B,"I don't know, I don't know how old you are,",,,,2
25,B,"but when I was, uh, in high school, it was the beginning of Vietnam and so forth.",,,,2
26,B,And many of my peers were being drafted.,,,,2
27,A,Uh-huh.,,,,2
28,B,And I could see that many of them had conscientious objections to war or whatever.,off topic end,,,2
29,B,"But I, I felt strongly then that even if they didn't feel like they could kill someone, or go into a military situation, that they could help the country in other ways. Be it cleaning out, uh, lots, in, in their neighborhood or, whatever kind of community or public service might be available.",minor topic start,,talking about the interests of people in the public services and its benefits.,1
30,A,Uh-huh.,,,,1
31,B,"And I guess I see that as, as not so much a demand but, but a privilege.",,,,1
32,B,"It's, it's kind of, uh, uh, It's something,",,,,1
33,A,"It is, uh,",,,,1
34,B,"it's, it's",,,,1
35,B,"since we live here and we all benefit, rich, poor or in between, uh, there are benefits even for those who have it the hardest. I just see that as maybe a good idea.",,,,1
36,B,I wouldn't mind doing it at forty-four.,,,,1
37,A,Uh-huh.,,,,1
38,B,"Uh, and I find ways to, to turn some of that back to, to others.",,,,1
39,B,"Uh, and I, I guess I, I can't see that as being something to really object to.",minor topic end,,,1
40,A,"Well, I guess it would still depend on how,",,,,0
41,A,"I mean, if, if you're talking about if you're talking about something that's like a full time, you know, one year full time, you know, this is what you do, you know.",,,,0
42,A,"You're going to go and, and fill pot holes and, you know, and, you know, all that stuff.",,,,0
43,A,"I mean, I, you know, I don't know",,,,0
44,B,"I could see a, a full, a a gamut of different kinds of opportunities.",,,,0
45,B,"Things that need to be done, that that could be done in an hour or two, uh, a day, or several hours of the week. Like a half of a day on Saturday or something like that. In addition to what one does, uh, besides that.",,,,0
46,A,Uh-huh.,,,,0
47,A,Uh-huh.,,,,0
48,A,Uh-huh.,,,,0
49,B,"I, I can't, imagine what kind of, uh, uh, bureaucracies we'd get into and expense having it be full time,",minor topic start,,talking about the problems they might face in getting it to be full time.,1
50,B,"oh, you're going to go to this camp",,,,1
51,B,"and you're going to, you know,",,,,1
52,B,"like, um, back in the Depression, the C C C,",minor topic end,,,1
53,A,Yeah.,,,,0
54,B,"it was needed,",,,,0
