,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Okay, um,",opening,,,0
1,A,I have two children,major topic start,,talking about appropriate child care,0
2,A,"and they're older now,",,,,0
3,A,"but, um, I found it very difficult to find good child care when I was looking for a place to for stay while I thought school,",,,,0
4,B,Uh-huh.,,,,0
5,A,"and,  um, I wanted when they were very young when they were babies say till they were about two years old I preferred that they had an individual take care of them in a home",,,,0
6,A,and that's what I looked for,,,,0
7,A,"and I was lucky enough to find one right across from my school,",,,,0
8,A,and that worked.,,,,0
9,B,"Well, that's good.",,,,0
10,A,"Yeah,",,,,0
11,A,that worked out real well,,,,0
12,A,"but when they got older I wanted them to be in a school type situation, three, I think they were both three when they started where they could learn to interact with kids and,  and  be around kids their own age because I think that's that, that would prepare them for school also, it's real important ,  that they  do that, um, that they get that preparation for school,",,,,0
13,B,Uh-huh.,,,,0
14,B,"Yes,",,,,0
15,B,yeah.,,,,0
16,B,Uh-huh.,,,,0
17,A,so,,,,0
18,A,"but I had,",,,,0
19,A,"I have switched schools several times because I, I really didn't care for what was going on at that the school.",minor topic start,,talking about schools,1
20,A,I wanted them to learn to play I didn't academics forced on them at an early age.,,,,1
21,B,"Yeah,",,,,1
22,B,"I, um,",,,,1
23,B,"that, that's,",,,,1
24,B,"oh, oh, you mean you switched schools for the kids.",,,,1
25,A,"Yeah,",,,,1
26,A,for the for the kids.,minor topic end,,,1
27,B,Uh-huh.,,,,0
28,A,Yes.,,,,0
29,B,"well, I'm just recently married.",minor topic start,,talking about potential future child care,1
30,A,Uh-huh.,,,,1
31,B,So I don't have any children. Though we plan on having them soon,,,,1
32,A,Okay.,,,,1
33,B,"but I think, um, that I, that that's probably one of the biggest difficulties, uh,",,,,1
34,B,"I think, um, I'm lucky though that, um, my wife will probably not have to work while our children,  are  under four,  or  five.",,,,1
35,A,Oh.,,,,1
36,A,Wonderful.,,,,1
37,B,"Yeah,",,,,1
38,B,"I'm a college professor,",,,,1
39,A,"Oh,",,,,1
40,B,"so,",,,,1
41,A,great.,,,,1
42,B,"and that's also,",,,,1
