,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,Okay.,major topic start,,What do they wear and why,0
1,A,Guess we can go ahead.,,,,0
2,A,"Uh, well, I guess you know it's, you know,",,,,0
3,A,"since living in Dallas it's always so hot, so in the summertime, I just, I wear lots of shorts, so because I don't work during the day.",,,,0
4,B,Uh-huh.,,,,0
5,A,"So, do you work?",,,,0
6,B,"Yes,",,,,0
7,B,"uh-huh,",,,,0
8,B,"yeah,",,,,0
9,B,I do work.,,,,0
10,A,Oh.,,,,0
11,B,"Uh, and,",,,,0
12,B,"but I work at a manufacturing plant,",,,,0
13,B,"so I wear a lot of blue jeans,  and  T-shirts.",,,,0
14,A,Uh-huh.,,,,0
15,A,Uh-huh.,,,,0
16,B,"But occasionally I have to get dressed up and wear panty hose and a dress,  and  high heel shoes",,,,0
17,A,Uh-huh.,,,,0
18,B,and I feel really uncomfortable doing that,,,,0
19,B,"and,  in  the plant so, uh, it's, it's a problem for me.",,,,0
20,A,Yeah.,,,,0
21,A,Uh-huh.,,,,0
22,B,"But, normally I just wear blue jeans and a T-shirt.",,,,0
23,A,Uh-huh.,,,,0
24,B,"Very, very, comfortable.",,,,0
25,B,I like that so much better than having to wear dress clothes.,,,,0
26,A,"Yeah,",,,,0
27,A,"yeah,",,,,0
28,A,"and buying suits and stuff, yeah, because just being at home",,,,0
29,A,"and, I work at home,",,,,0
30,A,"so,  I  just have, you know, I just wear my, you know, my shorts and stuff like that.",,,,0
31,B,Uh-huh.,,,,0
32,A,"I don't go out and spend lots of money on, uh, different, you know, suits and stuff, you know.",,,,0
33,B,"Uh-huh,",,,,0
34,B,uh-huh.,,,,0
35,A,"But when I,",,,,0
36,A,"before I got married, you know, I was working",,,,0
37,A,"so I, uh, you know, I had more suits and stuff then",,,,0
38,A,"but,",,,,0
39,B,Right,,,,0
40,A,Worry about all that kind of stuff,,,,0
41,B,"Well, I have plenty of suits and dress clothes because I'm like you, when I first started working,  uh,  I have all these suits and blouses and skirts and mix and match, and that kind of stuff",,,,0
42,A,Uh-huh.,,,,0
43,A,Uh-huh.,,,,0
44,B,"but  now that I, you know, work in the manufacturing plant, then it's just, it's so much more difficult for me to, to actually get dressed up to come in to work like that.",,,,0
45,A,Right.,,,,0
46,B,"Uh, but occasionally I have to because, uh, part of my job is teaching,  and  training,",,,,0
47,A,Uh-huh.,,,,0
48,B,"and, uh, so you have to look just a little bit nicer than your normal,  garb",,,,0
49,A,"When you're training, right.",,,,0
50,A,Yeah.,,,,0
51,B,Than your normal garb,,,,0
52,B,"But I'm like you, too, uh, I moved from Ohio down to here",minor topic start,,Having loads of clothes they no longer wear,1
53,A,"Uh-huh,",,,,1
54,A,"moved from,  Winter.",,,,1
55,B,"and I had mostly polyesters and,  wools  and winter clothes and buying all these cotton clothes,",,,,1
56,A,Uh-huh.,,,,1
57,B,"and then, of course, you have to iron them all the time.",,,,1
58,A,Uh-huh.,,,,1
59,B,"That's really,",,,,1
60,B,that's been a problem for me.,,,,1
61,A,"Yeah,",,,,1
62,A,because I came from Wyoming,,,,1
63,A,and I had wool suits and wool skirts,,,,1
64,A,"and, You know, I've got all these clothes that I never wear,  because  you can't wear them here.",,,,1
65,B,Right.,,,,1
66,B,Right.,,,,1
67,A,"And, uh, the seasons are just so much different.",,,,1
68,A,You have so much summer.,,,,1
69,B,Uh-huh.,,,,1
70,A,"And, uh, so then when I, you know, I finally get a chance to go out with my husband it's like a real chore to find something nice to wear",,,,1
71,B,"That's true, that's true.",,,,1
72,A,Yeah,,,,1
73,B,"Well, I know, I was just now, uh, uh, putting away a lot of my winter clothes,",,,,1
74,A,Uh-huh.,,,,1
75,B,and  I was going through here,,,,1
76,B,"and I was thinking, I haven't worn this in three years.",,,,1
77,A,Yeah.,,,,1
78,B,"And, because it's a wool skirt",,,,1
79,B,and there's just not that many opportunities to wear it.,,,,1
80,A,Yeah.,,,,1
81,B,"And I have five or six wool skirts,",,,,1
82,A,Uh-huh.,,,,1
83,B,"so  I was thinking well, maybe, you know, I need to think about getting rid of them,",,,,1
84,B,"but no, I folded it up neatly and put it away  maybe next year",,,,1
85,A,Yeah.,,,,1
86,A,"You hate to  get rid of it, because you know how much you spent on them.",,,,1
87,B,"Uh-huh,",,,,1
88,B,uh-huh.,,,,1
89,A,"And it's real hard to get rid of some of that stuff, I know.",,,,1
90,A,"So,",,,,1
91,B,"Well, I know last year, uh, well, this past winter, it wasn't that cold.",,,,1
92,A,Uh-huh.,minor topic end,,,1
93,B,"But the previous winter we had more, uh, cold weather where I was able to actually wear,  your  double and triple layerings of, uh, clothes yeah, like you would when you're up north.",,,,0
94,A,Uh-huh.,,,,0
95,A,"Clothes,",,,,0
96,A,yeah.,,,,0
97,B,So  that's  really interesting.,,,,0
98,A,Uh-huh.,,,,0
99,A,"Yeah,",,,,0
100,A,"yeah,",,,,0
101,A,"and I, I just don't spend, you know,",,,,0
102,A,"right now my clothes come from Target, you know",,,,0
103,B,"Yes,",,,,0
104,B,"yes,",,,,0
105,B,"yes,",,,,0
