,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Well, uh, if you had to pick a, a type of music that you like, would you be able to? *functions as a qw",major topic start,,topic starts about persons liking and opinions on music,0
1,B,"Well, I could pick country music. *answered as if to a qw",,,,0
2,A,Country music?,,,,0
3,A,"I,",,,,0
4,B,"As I've gotten older, I've started listening more to the words of music and to the softer melodies.",,,,0
5,B,Not originally.,,,,0
6,A,Not originally.,,,,0
7,A,Where you from?,off topic start,,conversation turns to topic of state of origin,2
8,B,Georgia.,,,,2
9,A,Georgia.,,,,2
10,A,"Okay, well, see",,,,2
11,A,"I'm, I'm from Chicago,",,,,2
12,A,"so uh, I'm kind of in a different category here. Uh,",off topic end,,,2
13,B,"If you had to pick one, what would you choose?",,,,0
14,A,"Uh, I would probably go with,",,,,0
15,A,"it's tough, uh, I think I would just stick with the classics. Only because, uh, I like music just for music's sake",,,,0
16,A,"and uh, you know, I'm from the era where, you know, we had all the rock and roll.",,,,0
17,A,I'm forty,,,,0
18,A,"so I'm, you know, part of that whole deal",,,,0
19,A,"and, uh, that was a real interesting time",,,,0
20,A,"and, you know, the music sort of made the whole time very rich with sound.",,,,0
21,A,"Uh, but I think I'd stick back with my Beethoven and my Bach and my Mozart",,,,0
22,A,"I mean because it's just,",,,,0
23,A,it will always be there.,,,,0
24,A,It's classic,,,,0
25,A,"and I don't have to worry about, you know, what's current and what's not because I haven't been current with music for a long time.",,,,0
26,A,"But, you know, same, uh,",,,,0
27,A,"and, as far as country music is, I've never really, uh, listened to it.",,,,0
28,A,"I mean because that's just,",,,,0
29,A,"it was,",,,,0
30,A,"it wasn't part of what I knew,",,,,0
31,A,"so, there you go",,,,0
32,B,"Well, I understand what you're saying.",,,,0
33,B,"I think if you would listen to it a little, you would discover that it has a lot of roots from the, both from the classics and from some of the rock and roll of the era that, that we both lived through.",,,,0
34,A,"Right,",,,,0
35,A,yeah.,,,,0
36,B,Uh,,,,0
37,A,"I,",,,,0
38,A,"it's, it's a different perspective on everything, too.",,,,0
39,A,"I, I know, well, whenever they talk about, uh, country music, it's about, it seems sad to me.",minor topic start,,persons views on country music,1
40,A,"It's always about some guy losing some girl and then, you know, playing the guitar and singing about it.",,,,1
41,B,"Well, there's some joy in it also.",,,,1
42,B,"But, mostly it, it just tells a story about life.",,,,1
43,A,Yeah.,minor topic end,,,1
44,A,"Well, I must say, though, uh, I listen to Amy Grant.",off topic start,,persons opinion and familiarity with Amy Grant,2
45,A,Do you consider her country?,,,,2
46,B,I don't know.,,,,2
47,B,I'm not all that familiar with her work.,,,,2
48,A,"Uh, uh, let's see. Well, name some people that are country that I should listen to",,,,2
49,A,That would be good.,,,,2
50,B,"Well, I kind of like, uh, I like groups like the Statler Brothers. And the Judds, certainly.",,,,2
51,A,Okay.,,,,2
52,A,"Oh, okay,",,,,2
53,A,"I, I must admit that's, yeah, they're fantastic,",,,,2
54,A,"so, uh, uh,",,,,2
55,B,Reba McIntire is a little too country for me.,,,,2
56,A,"She's something, though.",,,,2
57,A,She's got so much energy,,,,2
58,B,That's true.,,,,2
59,A,"Well, I guess I, I have listened in on some of the stuff and not really realized it that I do like some of that.",,,,2
60,A,"Uh, Dolly Parton, she's kind of,",,,,2
61,A,is she kind of country?,,,,2
62,B,"Oh, yes.",,,,2
63,A,Kind of,,,,2
64,B,That's certainly where her roots are.,,,,2
65,A,Right down there.,,,,2
66,A,"Uh, uh, how about the Oak Ridge Boys.",,,,2
67,B,Very much so.,,,,2
68,A,Very much.,,,,2
69,A,"Okay,",,,,2
70,A,"well, I like them, too.",,,,2
71,A,So I guess I've had a smattering,off topic end,,,2
72,A,"and I just, uh, you know, picked,",,,,0
73,A,"I've picked up a little bit along the way that I probably wouldn't have if I'd stayed up north, you know.",,,,0
74,B,That's true.,,,,0
75,A,"You know, so, well, I think there's music all around anyway.",,, ,0
