,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Okay, um, Chuck, do you have any pets  there at your home?",major topic start,,Talking about pets in their homes,0
1,B,"Yeah, I do.",,,,0
2,A,And what kind do you have?,,,,0
3,B,I've got a male Siamese about a year old here.,,,,0
4,B,"I live alone in an apartment,  and, uh,  except for the cat.",,,,0
5,A,Uh-huh.,,,,0
6,A,Uh-huh,,,,0
7,B,How about you?,,,,0
8,A,"Well, we have a cat, um,",,,,0
9,A,"he's probably, oh, a good two years old, big, old, fat and sassy tabby.",,,,0
10,B,Uh-huh.,,,,0
11,A,"Oh. Uh, how's the disposition of your Siamese cat?",,,,0
12,B,"Well, it's, uh, you know they're just, uh, aggressive by nature",,,,0
13,A,Uh-huh.,,,,0
14,B,"and, uh, he's been neutered and declawed,",,,,0
15,B,"so  he's an indoor cat,",,,,0
16,A,Uh-huh.,,,,0
17,B,"so, uh, that kind of calms him down for the most part.",,,,0
18,B,How about yours?,,,,0
19,A,"Well, yeah,",,,,0
20,A,"he's, uh, he has been really aggressive, uh, especially towards my little girl, for some reason.",,,,0
21,B,Huh.,,,,0
22,A,"He's, uh, been so mean to her",,,,0
23,B,"And, and you say you've had him how long?",,,,0
24,A,We've had him for about two years,,,,0
25,B,Two years.,,,,0
26,A,"and he was so mean to her, um, right after we first got him.",,,,0
27,A,"So we had him neutered, and, and declawed,",,,,0
28,A,and now he bites her.,,,,0
29,A,"He can't scratch her any more,",,,,0
30,B,Huh.,,,,0
31,A,he bites her.,,,,0
32,B,Does he bite her enough to draw blood?,,,,0
33,A,"Yeah,",,,,0
34,A,"yeah,",,,,0
35,A,"he has a couple of times,",,,,0
36,A,so.,,,,0
37,B,Uh-huh.,,,,0
38,A,But he's a very possessive cat.,,,,0
39,A,"He, he loves my son,",,,,0
40,A,"it's his cat,",,,,0
41,A,and he's the only one that allows him to touch him or pet him or love him,,,,0
42,B,Yeah.,,,,0
43,A,"and he's so funny,",,,,0
44,A,he just follows my son around just like a dog.,,,,0
45,B,Huh.,,,,0
46,A,He won't even let my son shower.,,,,0
47,B,Yeah.,,,,0
48,A,He meows and wants to get in the bathroom,,,,0
49,A,"and, while he showers, it's so hilarious.",,,,0
50,A,So he's quite a animal,,,,0
51,B,"Yeah,",,,,0
52,B,"boy,",,,,0
53,B,I guess.,,,,0
54,B,Well as long as he doesn't get too aggressive. I guess with the daughter he's all right.,,,,0
55,A,Yeah.,,,,0
56,B,You wouldn't want him to carry her off or something.,,,,0
57,A,"Yeah,",,,,0
58,A,"well, we, we did, uh, actually take him to the pound a couple of times, you know because we just couldn't have him being so aggressive towards the girl,",,,,0
59,B,Uh-huh.,,,,0
60,B,Sure.,,,,0
61,A,"but, uh, he seems to have mellowed out a little bit,",,,,0
62,A,and we do keep our daughter away from him.,,,,0
63,A,So.,,,,0
64,B,"Yeah,",,,,0
65,B,yeah.,,,,0
66,A,"Were it not for my son, the cat would not be in this house",,,,0
67,B,Is that the only pet that you have?,,,,0
68,A,"It is,",,,,0
69,A,uh-huh.,,,,0
70,A,"We, we tried a dog about four years ago, and we ended up with, uh, oh, malamute and some other kind of mix.",,,,0
71,A,"Anyway it was, it ended up being just a huge, huge dog that ate us out of house and home.",,,,0
72,A,"So, we gave him up and tried.",,,,0
73,B,"Well, do you live, you, you in a house, or a place where you, uh,",off topic start,,A's house details,2
74,A,"Yes,",,,,2
75,A,"uh-huh,",,,,2
76,A,"we're in a house,",off topic end,,,2
77,A,"but we're in a subdivision where we really can't allow the dog,",,,,0
78,B,I see.,,,,0
79,A,"we couldn't allow him to run free,",,,,0
80,A,"so, he was just chained up all the time,",,,,0
81,A,"and it was,  it was  unfortunate.",,,,0
82,B,Sure.,,,,0
83,A,So have you tried any other pets?,,,,0
84,B,"No,",,,,0
85,B,no.,,,,0
86,B,"I, I live alone in an apartment,",,,,0
87,B,"and, uh, it's, it's not that big that, uh",,,,0
88,A,Oh,,,,0
89,B,although I've heard rabbits are pretty good,minor topic start,,About Rabits as pets,1
90,A,Oh.,,,,1
91,B,"you know, I saw something on C N N or on cable here a while ago that showed some people that had rabbits in apartments and in houses,",,,,1
92,A,Uh-huh.,,,,1
93,A,"Oh, my word.",,,,1
94,B,"and they apparently, uh,",,,,1
95,B,especially when they're young when they bring them in,,,,1
96,A,"Oh, my word.",,,,1
97,B,"uh,",,,,1
98,A,"And do they, they just paper train it or something?",,,,1
99,B,I guess.,,,,1
100,B,"I guess,",,,,1
101,B,"yeah,",,,,1
102,B,"and I would imagine that they don't have many more than one to start with, either.",,,,1
103,A,Yeah.,,,,1
104,A,"Well, rabbits are darling.",,,,1
105,A,That would be fun if you could get them trained.,,,,1
106,A,Otherwise they're pretty smelly,,,,1
107,B,"Yep,",,,,1
108,B,that's right.,,,,1
109,A,Oh.,minor topic end,,,1
110,B,"Did you see the, the C N N, the, the dog show, uh,",minor topic start,,About the Dog show on CNN relates to pets,1
111,A,"Huh-uh,",,,,1
112,A,"we don't have C, we don't have cable.",,,,1
113,B,I see.,,,,1
114,B,"Well they have, uh, uh, a they call it the Westminster Dog Show, uh,",,,,1
115,B,"I think it's in New York City at the, at the Gardens",,,,1
116,B,there once a year live,,,,1
117,A,Oh.,,,,1
118,B,"and they had that on last week,",,,,1
119,B,"and that's really  kind of something  to watch, uh,",,,,1
120,A,Oh.,,,,1
121,B,"it's on, I think, two or three nights for maybe an hour or two",,,,1
122,A,Is that right?,,,,1
123,B,and some of the weirdest animals you ever  want to see in there.,,,,1
124,A,Oh,,,,1
125,B,"Some of them are really beautiful, too.",,,,1
126,A,Uh-huh.,,,,1
127,B,So.,,,,1
128,A,"Well, I'd be, interesting to watch.",minor topic end,major topic end,,1
129,B,So you live in Utah do you?,off topic start,,Place where A lives,2
130,A,"Yes,",,,,2
131,A,uh-huh.,,,,2
132,A,Elton.,,,,2
133,B,Goodness.,,,,2
134,A,"We live out here by, it's by Ogden.",,,,2
135,A,"It's north of Salt Lake City, Utah",,,,2
136,B,Uh-huh.,,,,2
137,A,and we really love it out here.,,,,2
138,A,"It's, uh, kind of country.",,,,2
139,A,"We're, we're only about ten minutes from Ogden.",,,,2
140,B,Uh-huh.,,,,2
141,A,"So, we're kind of country  but not too.",off topic end,,,2
142,B,"Well  do you all work for T I, or for,",off topic start,,About work of B,2
143,A,"No,",,,,2
144,A,huh-uh.,,,,2
145,A,Do you?,,,,2
146,B,"Yeah,",,,,2
147,B,"yeah,",,,,2
148,B,yeah.,,,,2
149,A,"Oh,  well, see, I'm getting so many calls to Texas.",,,,2
150,B,"This is the very first one I've, I've talked to.",,,,2
151,A,"Oh, well, great.",,,,2
152,A,"Yeah,",,,,2
153,A,I've been doing it for about two weeks,,,,2
154,A,"and, uh, no my, No my,",,,,2
155,B,Uh-huh,off topic end,,,2
