,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,Okay,major topic start,,about interest of B in tole painting and of A in woodworking,0
1,A,"what, do you do artistic painting?",,,,0
2,B,"Uh, I do tole painting.",,,,0
3,A,"Oh, you do?",,,,0
4,B,"Uh-huh,",,,,0
5,B,I really love the tole painting.,,,,0
6,B,"Uh, I haven't done any of the oil or watercolor.",,,,0
7,B,"I would like to learn that someday,",,,,0
8,B,but right now my passion is tole painting,,,,0
9,A,Do you do a lot of it?,,,,0
10,B,Uh-huh.,,,,0
11,A,"I, I took one class about, I guess three or four years ago",,,,0
12,A,"and I've done a little, uh,",,,,0
13,B,Oh.,,,,0
14,A,But it takes a lot of time,,,,0
15,B,"It does,",,,,0
16,B,it is real time consuming,,,,0
17,B,"and,",,,,0
18,A,do you sell your projects?,,,,0
19,B,"Uh, mostly I have just given them away as gifts.",,,,0
20,A,Uh-huh.,,,,0
21,B,"Uh, I've done, uh, perpetual calendars and cookie jar lids and, oh, on and on, you know, just things like that,",,,,0
22,B,"but uh, I would eventually like to make enough to sell and quit my job",minor topic start,,about why B does not take tole painting as a profession,1
23,A,Uh-huh.,,,,1
24,A,Where do you work at?,,,,1
25,B,"I just work at Stop and Shop out there in, in Ogden",,,,1
26,B,"so,",,,,1
27,A,Now do you ever send any of your stuff to the boutique?,,,,1
28,B,"No,",,,,1
29,B,"I've wanted to do that, uh, but just haven't, just haven't mass produced enough to do that.",,,,1
30,A,Uh-huh.,,,,1
31,B,"So, I have five children of my own,",,,,1
32,B,so it's,,,,1
33,A,That keeps you busy.,,,,1
34,B,"they, they keep me busy",,,,1
35,B,"and tole painting is just a, you know, something I do in my spare time",minor topic end,,,1
36,B,so,,,,0
37,A,Uh-huh.,,,,0
38,A,"Have you tried any of the,",,,,0
39,A,"well, do you cut out your own projects?",,,,0
40,B,"Yes,",,,,0
41,B,"uh-huh,",,,,0
42,B,I have my own saws,,,,0
43,B,and so I really enjoy doing that.,,,,0
44,A,"Huh. Do you, uh, ever spray your projects with the, I mean a base coat first",,,,0
45,A,or do you brush it on?,,,,0
46,B,"I brush it on,",,,,0
47,B,"yeah,",,,,0
48,B,"I haven't tried a, a spray varnish.",,,,0
49,B,I use just a wood sealer.,,,,0
50,A,Uh-huh.,,,,0
51,B,Yeah.,,,,0
52,A,"I just bought a spray gun, one of those airless, uh, not airless, high volume, low pressure spray guns.",off topic start,,about spray guns bought by A,2
53,B,"Oh, uh-huh.",,,,2
54,A,And I do a lot of woodworking,,,,2
55,A,and that's what I bought it for.,,,,2
56,B,Do you?,,,,2
57,B,Oh.,,,,2
58,A,But I haven't used it yet.,,,,2
59,B,"Oh, well that's that 'ud probably give you a smoother finish, wouldn't it?",,,,2
60,A,Yeah.,,,,2
61,B,Oh.,,,,2
62,A,Yeah.,off topic end,,,2
63,B,Now what type of woodworking do you do?,,,,0
64,A,"Uh, fine furniture.",,,,0
65,B,Oh  do you?,,,,0
66,A,Yeah.,,,,0
67,A,"That's why I brought, bought the sprayer is to finish my projects.",,,,0
68,B,Oh.,,,,0
69,A,"That's my worst, worst part of my woodworking.",,,,0
70,A,I get so sick of making,,,,0
71,B,"Oh, but it's hard to finish it, huh.",,,,0
72,A,"Yeah,",,,,0
73,A,but spraying does put on a nicer finish.,,,,0
74,B,"Oh, well, that is interesting.",,,,0
75,B,"So, what kind of equipment do you have?",,,,0
76,A,For woodworking?,,,,0
77,B,Uh-huh.,,,,0
78,A,"Uh, let me see,",,,,0
