,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,B,Back by that.,,,,0
1,A,"The, uh, uh,",major topic start,,They talk about racial and sexual inequality,0
2,A,"you know there are so many ramifications to this entire thing of woman, how women have changed,",minor topic start,,They talk about women not being heads in US,1
3,B,Uh-huh.,,,,1
4,A,"uh, look at them,",,,,1
5,A,"in England, Margaret Thatcher was prime minister, uh, Indira Ghandi , uh, in India,",,,,1
6,B,Uh-huh.,,,,1
7,A,"so many, uh, women are heads of state",,,,1
8,A,"and I, you know, we, we keep saying oh yes, we feel some day a woman will be president.",,,,1
9,A,"But, uh, I have some question, whether or not they will ever really get around to that.",,,,1
10,A,I think we'll have a black president before we have a women president.,minor topic end,,,1
11,B,Uh-huh.,,,,0
12,A,"And, uh, I don't know whether that's bad or good,",,,,0
13,A,"it's just a point that I have observed that we,",,,,0
14,B,"Yeah,",,,,0
15,B,"I, I,",,,,0
16,B,"yeah,",,,,0
17,B,"I, I, I truly believe that, that before that, that we have to address the racial, racial issues in the United States, before we can go anywhere.",minor topic start,,They talk about racial inequality,1
18,A,Yes.,,,,1
19,A,Right.,,,,1
20,B,"Um, because it is so, you know, it's,",,,,1
21,A,"Uh, oh.",,,,1
22,B,Hello.,,,,1
23,A,"Uh, oh, I think, we're, we're supposed to hang up.",,,,1
24,B,"Yeah,",,,,1
25,B,"well it wasn't the matter of wealth,",,,,1
26,B,"it was the matter that they were not wealthy, that made them equal.",minor topic end,,,1
27,A,Yes.,,,,0
28,B,"Well, I'll talk to you later,",closing,,,0
29,A,All right.,,,,0
30,A,Thank you.,,,,0
31,A,"Bye, bye.",,,,0
32,B,Okay.,closing,,,0
33,B,Bye-bye.,,,,0
