,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Arlington, Texas",,,,0
1,A,"now since I got somebody from Arlington, Virginia one day",opening,,,0
2,B,Is that right?,,,,0
3,A,Yeah.,off topic start,,talk about names of places,2
4,B,"Well, I never thought about that,",,,,2
5,B,"but there is an Arlington,",,,,2
6,B,"like I had a call the other day from Birmingham, Michigan you know,",,,,2
7,A,Oh,,,,2
8,B,"and I was thinking yeah, and I was thinking",,,,2
9,A,Birmingham.,,,,2
10,B,the only Birmingham I could think of was Alabama.,,,,2
11,A,Right.,,,,2
12,A,"It's funny how many names have been used, uh, all over the country.",off topic end,,,2
13,B,"Yeah,",,,,0
14,B,"well, tell me what kind of books have you read?",major topic start,,talk about various books,0
15,A,"Well, to tell you the truth, I've been going to college for the last four years",,,,0
16,A,"so mainly, text books.",,,,0
17,B,"I was going to say, not fun kind, right?",,,,0
18,A,"No, um,",,,,0
19,A,"but, I, I really tend to like biographies a lot, not necessarily always heavy ones",minor topic start,,biographies,1
20,B,Uh-huh.,,,,1
21,A,"but, you know, sometimes",,,,1
22,A,I just read one about Grace Kelley.,,,,1
23,A,I love to read about real people.,,,,1
24,A,"To me, half the time it's more fascinating than some of these made up stories",,,,1
25,B,"Yeah,",,,,1
26,B,"it is,",,,,1
27,B,because you know that's it's really and truly a true thing.,,,,1
28,A,"Yeah,",,,,1
29,A,it happened.,,,,1
30,B,"You know, I read one about Bob Hope that I liked.",,,,1
31,A,Really?,,,,1
32,B,"Yeah,",,,,1
33,B,that was real good.,,,,1
34,B,"I'm like you,",,,,1
35,B,"if it's not a heavy biography, you know I enjoy it.",,,,1
36,A,Right.,minor topic end,,,1
37,A,I used to like to read about royalty a lot.,,,,0
38,A,"I, when I was younger I read about every king and queen that lived, I think, in Europe.",,,,0
39,A,That was my thing for a while.,,,,0
40,B,"I was trying to think, uh,",,,,0
41,B,"I read a, uh, a novel that used the names of like Princess Di and Prince Phillip coming over here to be entertained and all,",,,,0
42,B,and there was a murder.,,,,0
43,A,"Oh, really.",,,,0
44,B,"Yeah,",,,,0
45,B,it was some time ago.,,,,0
46,B,"Seems like it was THE SPY WENT DANCING, or something like that.",,,,0
47,A,"Oh, it sounds like fun.",,,,0
48,B,"It was a lot of fun because they used these real names, you know.",,,,0
49,A,"Wonder if it was by one of those famous writers, you know",,,,0
50,A,Margaret Truman Daniels writes a lot those.,,,,0
51,B,"Yeah,",,,,0
52,B,in fact I believe it was,,,,0
53,B,"because,",,,,0
54,A,Really?,,,,0
55,B,Uh-huh.,,,,0
56,B,I believe.,,,,0
57,A,Sounds like something she would write.,,,,0
58,B,"Yeah,",,,,0
59,B,"I think it was by her, now that you mention it, because someone had given it to me,",,,,0
60,B,"and I thought, well, this will be great,",,,,0
61,B,and it was.,,,,0
62,A,"Yeah,",,,,0
63,A,"I've heard that she's done you know, her books are really interesting,",,,,0
64,A,and they always sell well.,,,,0
65,B,Uh-huh.,,,,0
66,A,"And, uh,",,,,0
67,B,"Well, when you use real people like that, I think royalty, especially, you know.",,,,0
68,A,"Yeah,",,,,0
69,A,brings it to life.,,,,0
70,A,"I know, uh, the some of the British people laugh at us because we're so enthralled with their royalty.",off topic start,,opinions of british people,2
71,B,"Yeah,",,,,2
72,B,"but you know, that's like them being enthralled with our football and so forth, you know.",,,,2
73,A,"I know,",,,,2
74,A,our movie stars.,,,,2
75,B,"Our movie stars,",,,,2
76,B,because it's totally different concept to us.,off topic end,,,2
77,A,"Oh, right.",,,,0
78,B,"I haven't, I haven't had a chance to read a lot lately either.",,,,0
79,B,"I have read, uh, mostly novels.",,,,0
80,B,I went to visit my daughter in Florida,,,,0
81,A,Um.,,,,0
82,B,"and I took a novel with me, uh, and read it at Thanksgiving time,",,,,0
83,B,"and, uh, it was, uh, one of those generation novels, you know",,,,0
84,A,"Oh, yes.",,,,0
85,B,starts out when they're small and continues through generations,,,,0
86,A,"Oh, I always like those.",,,,0
87,B,and I like that.,,,,0
88,A,Have you ever read anything by Susan Howatch?,,,,0
89,B,"Yes,",,,,0
90,B,I have.,,,,0
91,A,Isn't she fabulous?,,,,0
92,B,"Oh, she is wonderful.",,,,0
93,A,"Oh, once you",,,,0
94,A,I don't like to get one of her books,,,,0
95,A,"because, I, I just live to read.",,,,0
96,A,"I'll, I'll skip everything just to get back to the book",,,,0
97,B,"I stayed up one night, I think until two in the morning finishing one of hers because I I could not put it down.",,,,0
98,A,"Oh, yeah.",,,,0
99,A,"She's just a,",,,,0
100,A,"I don't know,",,,,0
101,A,"does she, how often does she come out with them.",,,,0
102,A,I probably have missed the last few since I've been back in school.,,,,0
103,B,"Well, no,",,,,0
104,B,"it seems like she doesn't write as often as, oh, well, like Danielle Steele and those silly things.",minor topic start,,danielle steele's writing,1
105,B,She writes the same thing.,,,,1
106,A,"Well, she can, she can turn them out overnight, I swear.",,,,1
107,B,"Yeah,",,,,1
108,B,"and, and they're the same silly things,",,,,1
109,B,"I mean, if you've read one, I mean it's, It, it's practically the same thing over and over, you know.",,,,1
110,A,"Yeah,",,,,1
111,A,"I've never read a whole one of hers, I don't think.",,,,1
112,A,And think how rich she is.,,,,1
113,B,"Yeah,",,,,1
114,B,"wouldn't I, you know,",,,,1
115,B,"I'm criticizing her,",,,,1
116,B,and wouldn't I like to have her money,,,,1
117,A,"Oh, yeah.",,,,1
118,B,because they go from hardback to paperback,,,,1
119,B,and she has millions of them.,,,,1
120,A,And then make movies out of some of them.,,,,1
121,B,Uh-huh.,minor topic end,,,1
122,B,"You know, mini series and so forth,",,,,0
123,B,and it seems to me like Susan Howatch does not write as often.,,,,0
124,B,I have not seen as many of hers.,,,,0
125,A,"Well, hers are so involved,",,,,0
126,A,"and they're so such a higher intellectual level, because she quotes a lot, you know.",,,,0
127,B,Uh-huh.,,,,0
128,B,"I think she does a lot of research, too.",,,,0
129,A,"I do too,",,,,0
130,A,"so she couldn't possibly turn them out like some of these popular writers,",,,,0
131,B,Huh-uh.,,,,0
132,A,"but oh, her books are just incredible.",,,,0
133,A,"I don't think they've ever made a movie, do you?",minor topic start,,movies,1
134,B,"No,",,,,1
135,B,"I don't think so,",,,,1
136,B,"and I've often wondered why, haven't you?",,,,1
137,A,Yes,,,,1
138,B,"You know, I,",,,,1
139,A,"well, no, uh,",,,,1
140,A,I really just thought about it now,,,,1
141,A,"but there's just,",,,,1
142,B,Yeah.,,,,1
143,A,Maybe it's because they take so much in.,,,,1
144,A,I don't know.,,,,1
145,B,Uh-huh.,,,,1
146,B,"Maybe they're just too involved for the average person to go and sit through them, you know.",,,,1
147,A,They're so big,,,,1
148,B,Uh-huh.,,,,1
149,A,"they're such, you know,",,,,1
150,A,"it would be like another GONE WITH THE WIND, I guess another three hour movie",,,,1
151,B,Yeah.,,,,1
152,B,"And maybe that turns people off,",,,,1
153,B,"but look at GONE WITH THE WIND, you know.",,,,1
154,A,"Oh, I know.",minor topic end,,,1
155,A,It's about one of my favorite movies.,,,,0
156,B,"Uh, have you, uh, gotten into SCARLETT yet?",,,,0
157,A,"No,",,,,0
