,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,What?,opening,,,0
1,A,Do you want to start?,,,,0
2,B,"Uh, you hit, you hit, uh,",,,,0
3,B,it doesn't matter.,,,,0
4,B,"Um, we're discussing the capital punishment, I believe.",major topic start,,discussing capital punishment,0
5,A,Right.,,,,0
6,A,You are right.,,,,0
7,A,Yeah.,,,,0
8,A,"I, I suppose I should have,",,,,0
9,B,"Uh, which",,,,0
10,B,"I am, am pro capital punishment except that I don't like the way it's done.",,,,0
11,A,Uh-huh.,,,,0
12,A,"Uh, yeah,",,,,0
13,A,"uh, I, uh, I guess, I, I hate to see anyone die, uh",,,,0
14,B,Uh-huh.,,,,0
15,A,"but, uh, I guess these people that go around and, and kill children and women and everything else without any remorse, uh, I don't think they deserve to, to live and be supported by us the rest of their lives.",,,,0
16,B,"I, I agree.",,,,0
17,B,"I, I'm,",,,,0
18,B,capital,,,,0
19,B,"the, the,",,,,0
20,B,"capital punishment is necessary in, in many cases",,,,0
21,B,"but, uh, the,",,,,0
22,B,"it's not a deterrent, um, or our jails would not be so full.",,,,0
23,B,There wouldn't be so many people in Death Row.,,,,0
24,A,Uh-huh.,,,,0
25,B,"I think it needs to be something, uh, uh, a throwback to where they did a, uh, public execution where it's visible.",minor topic start,,talking about how to give punishment,1
26,A,Yeah.,,,,1
27,B,"Uh, something, you know, not gruesome",,,,1
28,B,"but, but something more where people know that it, it was a deterrent and it was equal for all people.",,,,1
29,B,"If you committed a certain crime, you were going to receive a death penalty",,,,1
30,B,and it was going to happen to you.,,,,1
31,A,Yeah.,,,,1
32,B,No stays of execution.,,,,1
33,B,"No, no loopholes,",,,,1
34,B,"no,",minor topic end,,,1
35,A,"Well, and even, even that I don't really know if that would help.",minor topic start,,speculating why people resort to crime,1
36,A,"I think a lot of these people do it, uh, mainly because of, of T V",,,,1
37,A,"and,",,,,1
38,B,Notoriety.,,,,1
39,A,"the double reason they, they see it being done on T V and also the fact of, of notoriety.",,,,1
40,A,"I mean, they become well known.",,,,1
41,A,"They are almost like, like a big star.",,,,1
42,B,"yes,",,,,1
43,B,"but, but they, they know that their chances of actually receiving the death penalty are minimal.",,,,1
44,A,Yeah.,,,,1
45,B,They know that they will probably be out in ten to twelve years.,,,,1
46,A,Uh-huh.,,,,1
47,B,That they are going to write a book.,,,,1
48,B,They are going to go on talk shows,,,,1
49,B,they're,,,,1
50,B,"that, that, that's a reward uh, for a heinous crime rather than, uh, having them pay the penalty which is forfeiture of their life.",,,,1
51,A,Yeah.,,,,1
52,A,Right.,,,,1
53,B,"In, in complete, uh,",,,,1
54,B,of any notoriety.,,,,1
55,A,Yeah.,minor topic end,,,1
56,A,"Well, I, I, I think if they went according to, uh, the BIBLE where it does say, an eye for an eye, a tooth for a tooth, a life for a life,",,,,0
57,B,Uh-huh.,,,,0
58,B,Right.,,,,0
59,A,"uh, you take a life you give yours.",,,,0
60,B,Right.,,,,0
61,A,"Uh, uh, that's for sure.",,,,0
62,A,"Uh, there's exceptions to the rule",,,,0
63,A,"I mean if, if it's an accidental taking then, uh, you look at that",,,,0
64,A,"but, you know, most of these people that down right go right and, and do it out of pure pleasure uh, I don't, uh, like to see that.",minor topic start,,trying to understand the mind of a psychopath and how the government doesnt do enough to punish them,1
65,B,Uh-huh.,,,,1
66,A,"I guess also the fact that they say it's not a deterrent,",,,,1
67,A,"it is a deterrent in the, in the sense that that person will never do it again",,,,1
68,B,"Well, yes,",,,,1
69,B,they will.,,,,1
70,A,"Not, not, not if he's killed he can't, do it again.",,,,1
71,B,"It,",,,,1
72,B,"Oh, ,",,,,1
73,B,"well, that's correct,",,,,1
74,B,yes.,,,,1
75,B,"if, if he indeed receives the death penalty and it is, it is executed.",,,,1
76,A,The death penalty.,,,,1
77,A,Uh-huh.,,,,1
78,B,Yeah.,,,,1
79,B,"But, but the, the, the chances are not great that that will happen.",,,,1
80,A,Right.,,,,1
81,B,But there's a greater chance that he'll be back out on the streets in twelve years.,,,,1
82,A,"Uh-huh,",,,,1
83,A,yeah.,,,,1
84,A,"Well, I, I guess I'm also looking at beyond even that.",,,,1
85,A,"I, I, I guess I been thinking about it",,,,1
86,A,and I don't have a definite opinion,,,,1
87,A,"but, uh, repeat, uh, crimes uh, maybe not the, the more mild ones but, you know, a more severe ones especially on, on armed robbery and stuff where they been taking from elderly people, and not just taking the money but beating them half to death.",,,,1
88,B,Uh-huh.,,,,1
89,B,Uh-huh.,,,,1
90,B,That's right.,,,,1
91,A,Just for pleasure too,,,,1
92,A,and I guess you've got to look at something like that.,,,,1
93,B,Yes.,,,,1
94,A,"Do they deserve to, uh, remain on this earth too?",,,,1
95,B,"Why, you know, you could carry it to that if, uh, if they are a repeat offender",,,,1
96,B,"and, and you know that as soon as you let them out on the streets they are going to do this.",,,,1
97,B,"Unfortunately the way our system of jurisprudence is set up, um, you only receive the death penalty for capital crimes,",,,,1
98,A,Right.,,,,1
99,B,"and of course uh, of battery or assault or, that is not a capital crime see.",,,,1
100,B,"You, you wouldn't be able to under our system.",,,,1
101,A,Right.,minor topic end,,,1
102,B,Now China and a few other countries have a little different view of that.,,,,0
103,B,"Um, you get caught with dope there and you die, period.",,,,0
104,A,Yeah.,,,,0
105,A,Uh-huh.,,,,0
106,B,"There is, there is no, no appeals.",,,,0
107,B,"There is no,",major topic end,,,0
