,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,Here goes Sharon.,opening,,,0
1,B,Okay.,,,,0
2,A,Well what do you think about Nolan Ryan being the first baseball player to earn a million dollars?,major topic start,,general talk about baseball,0
3,A,That's the only thing I found out tonight,,,,0
4,B,"Oh, you found that out tonight?",,,,0
5,A,Yeah.,,,,0
6,B,"I haven't even heard that,",,,,0
7,B,that's great.,,,,0
8,B,I think he deserves every penny of it.,,,,0
9,A,Yeah.,,,,0
10,B,"But, there are some others out there that I don't believe deserve the money they're getting.",,,,0
11,A,"Well, isn't it funny how baseball's getting less than like football players would.",minor topic start,,comparing salaries of football and baseball players,1
12,B,"Oh, yeah.",,,,1
13,A,"Wonder because football,",,,,1
14,B,"And they play a lot, they play a lot longer season, too.",,,,1
15,A,"And a lot more games, right?",,,,1
16,B,"Yeah,",,,,1
17,B,that's exactly right.,,,,1
18,A,Uh-huh.,minor topic end,,,1
19,B,"But I think, let's see,",,,,0
20,B,"the teams that were there last year were, see, somebody from California,",,,,0
21,B,I don't even know who won the pennant last year.,,,,0
22,A,Beats me.,,,,0
23,A,"I mean, I know Yankees have won a lot games through the years.",,,,0
24,B,Yeah,,,,0
25,B,Not lately though,,,,0
26,A,"We have been talking about this,",,,,0
27,A,"I tried to call earlier,",,,,0
28,B,Uh-huh.,,,,0
29,A,"and we had made a list of all these, uh, baseball teams and the cities that they were from,",,,,0
30,A,then I started cleaning,,,,0
31,A,and I don't even know where I even put that paper,,,,0
32,B,Threw it away,,,,0
33,A,Yeah.,,,,0
34,A,"I was just cleaning and throwing,",,,,0
35,B,"Oh, gosh.",,,,0
36,B,Let's see.,,,,0
37,B,"The teams that,",,,,0
38,B,I think the A's were in it last year.,,,,0
39,B,"The Oakland A's, and I think it was, I don't think it was an all California baseball.",,,,0
40,A,"Well, have you ever played baseball?",off topic start,,talking about the sports B played,2
41,B,I played softball.,,,,2
42,A,"Well, that's what I did when I was growing up.",,,,2
43,B,Yeah.,,,,2
44,A,That was fun.,,,,2
45,B,"Yeah,",,,,2
46,B,that's fun,,,,2
47,B,That's a whole different sport.,,,,2
48,A,Uh-huh. in,off topic end,,,2
49,B,"Yeah,",,,,0
50,B,"let's see,",,,,0
51,B,"but I think, I think the Rangers need to go",,,,0
52,B,and I think the Pirates will go.,,,,0
53,B,"And, uh, let's see,",,,,0
54,B,"Rangers have got a new guy this year,",,,,0
55,B,I don't even remember his name either.,,,,0
56,A,Do you ever go see the Rangers?,minor topic start,,talking about B's experience watching baseball,1
57,B,"Every once in a while I, I like to go on the nights when there's not anybody out there, not very many people out there.",,,,1
58,B,It's a lot more fun when your not fighting a crowd.,,,,1
59,A,Yeah.,,,,1
60,A,"I think it's fun,",,,,1
61,A,I like just looking at the billboards.,,,,1
62,B,Yeah.,,,,1
63,B,"sometimes when I, if you go out there during the day, you just fry under the sun.",,,,1
64,A,"Yeah,",,,,1
65,A,it's nice at night.,,,,1
66,B,Yeah.,,,,1
67,A,That's when I've been.,,,,1
68,B,It is.,,,,1
69,A,"Well,",minor topic end,,,1
70,B,"And do you know anything about that new stadium,",minor topic start,,talking about the new stadium and the availability of alcohol,1
71,B,have you seen all those pictures that they're going to put out there?,,,,1
72,A,No.,,,,1
73,B,"Yeah,",,,,1
74,B,"that, that huge",,,,1
75,B,it's suppose to be a huge stadium,,,,1
76,B,and it's going to have little shopping centers in it and little like a lake or something running through it.,,,,1
77,B,"And, uh, they're going to try to make it a real community center out there.",,,,1
78,A,"And your going to be able to buy your,",,,,1
79,A,"what was, no, wait about the liquor?",,,,1
80,B,"That's, that's in, uh, Texas stadium where the football players, play",,,,1
81,A,"Oh, yeah,",,,,1
82,A,"so you,",,,,1
83,B,and they're never going to let liquor in there.,,,,1
84,A,"Well, they're trying.",,,,1
85,B,"I know,",,,,1
86,B,but they try every year,,,,1
87,B,and every year they get thrown out.,,,,1
88,B,"It's so stupid because they let you take it in there,",,,,1
89,B,"but they don't, they don't allow you to sell it, don't allow them to sell it there.",,,,1
90,A,Uh-huh,,,,1
91,B,"But, uh, that new stadium's going to be real nice,",,,,1
92,B,"and I heard that there's, uh, that you can bid on that stadium",,,,1
93,B,"last night on the news I heard that they said you could, you could bid on the stadium to have it named after you,",,,,1
94,B,so.,,,,1
95,A,"Uh-huh,",,,,1
96,A,right.,,,,1
97,B,And it's going to go to the highest bidder,,,,1
98,A,"Oh Well, that's the way to do it.",,,,1
99,B,"Yeah,",,,,1
100,B,"so that could be your, you know, fifteen minutes of fame.",minor topic end,major topic end,,1
101,A,You hear that?,off topic start,,some tv show playing in the background,2
102,A,That's my kids turning on their music.,,,,2
103,B,Oh.,,,,2
104,A,to child in the Holly turn it down.,,,,2
105,A,"I think it's the Bart man, the Simpsons",,,,2
106,B,"Oh, God I stay away from them.",,,,2
107,A,I wish I could,,,,2
108,B,I bet you do.,off topic end,,,2
109,A,"Well, where are you?",major topic start,,talking about their lives,0
110,B,In Plano.,,,,0
111,A,"Okay,",,,,0
112,A,I'm in Garland.,,,,0
113,B,"Oh, you are?",,,,0
114,A,"Yeah,",,,,0
115,A,my my husband teaches in Plano.,,,,0
116,B,"Oh, what's he teach?",,,,0
117,A,C V A E.,,,,0
118,B,Uh-huh.,,,,0
119,B,"So, what do you do?",,,,0
120,A,"I teach,",,,,0
121,A,but I teach for Dallas.,,,,0
122,B,"Oh, you do?",,,,0
123,A,For right now.,off topic start,,talking about bureaucracy in the education sector,2
124,A,I'm trying to get out.,,,,2
125,B,Is that a tough system to be in?,,,,2
126,A,Uh-huh.,,,,2
127,B,Real hard?,,,,2
128,A,Uh-huh.,,,,2
129,B,"Yeah,",,,,2
130,B,"I would think it,",,,,2
131,A,"I mean it's good because they, they try new things, you know,",,,,2
132,A,"but it's like, they'll try something",,,,2
133,A,"and then they throw it out, and get something else, you know,",,,,2
134,B,Yeah.,,,,2
135,A,and you get tired of that.,,,,2
136,B,That's typical bureaucracy though.,,,,2
137,B,"That's, that's, I think it's going to be any where you go",,,,2
138,B,"it's just worse in the bigger cities than it is in the smaller ones,",,,,2
139,A,Yeah.,,,,2
140,B,"I don't know,",,,,2
141,B,sometimes the smaller ones are just as bad.,,,,2
142,A,"Well, but they can't be though,",,,,2
143,A,they don't have as much money.,,,,2
144,B,"Yeah,",,,,2
145,A,Most of the time.,,,,2
146,B,"but the politics, the politics gets worse in the small towns sometimes.",,,,2
147,A,"Oh man, in Dallas you don't even know who's in, in administration,",,,,2
148,A,there's so many of them,,,,2
