,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"I just pressed my, uh.",,,,0
1,B,We're supposed to talk about recent political developments.,major topic start,,person starts talking about recent politics,0
2,A,"I got one that's interesting, not too, not too controversial,",,,,0
3,A,"I,",,,,0
4,A,"you know, not,",,,,0
5,A,doesn't matter whether you're Democrat or Republican.,,,,0
6,A,"I, I do get somewhat of a kick out of,",minor topic start,,person starts talking about Schwartzkopf,1
7,A,"because Schwartzkopf, or the other generals, who I admire, how everyone wants to make, get them in politics.",,,,1
8,A,"I think that's kind of an interesting recent thing, that I could think of recently that, uh,",,,,1
9,B,Uh-huh.,,,,1
10,A,"I was wondering what you thought about that making the general, uh, getting a general into politics.",,,,1
11,B,Yeah.,,,,1
12,B,"They want him because he's popular, not because he can do the job.",,,,1
13,A,Right.,,,,1
14,A,"Well, I've, I've been thinking about it,",,,,1
15,A,"and I, uh, I kind of get a kick out of they always want the hero,",,,,1
16,A,"those,",,,,1
17,A,we're looking for a hero.,minor topic end,,,1
18,A,"Well, TIME magazine was saying that in essence the general's staff was comparing to corporate presidents,",off topic start,,person talks about TIME magazines opinion on the General,2
19,A,"and they said in general, generals are more familiar with training, that they believe in training more.",,,,2
20,B,Uh-huh.,,,,2
21,A,"They are much more educated than the average corporate president,",,,,2
22,A,"and so they really were very positive on a general's staff person having a, a very much better education than the average, uh, corporate president.",,,,2
23,A,"So, I thought well, maybe.",,,,2
24,B,"I, I think they probably have a better education than the average congressman.",,,,2
25,A,"Well, that, too,",,,,2
26,A,"that, too.",,,,2
27,A,"And, uh, you know, they talk about the Army",,,,2
28,A,and because of the war,,,,2
29,A,"and why did we win, and all that,",,,,2
30,A,and they talked about how the training was so important.,,,,2
31,A,"And that's so important in industry,",,,,2
32,A,"so, you know, they're liable to be right. That generals, generals in the service,",off topic end,,,2
33,A,"and Schwartzkopf, uh, you know, might make a good, uh, politician, whether it be Governor or whatever, you know.",,,,0
34,B,"He, he, you know, we know he's a good leader,",,,,0
35,B,we know he's a good organizer.,,,,0
36,B,"The question is, you know, can he be the man who's ultimately responsible.",,,,0
37,B,"You know, like what he said is, you know, a lot of times in his interviews he was talking about, you know, people asking why are you doing this, why are you doing that.",off topic start,,person talks about the Generals interviews and answers,2
38,B,"He says, I'm following the orders of my president.",,,,2
39,B,I'm not the one who writes the orders.,,,,2
40,B,I'm just the one who follows them.,,,,2
41,A,"Yeah,",,,,2
42,A,"it's interesting how they say that when they're usually the top dogs, you know,",,,,2
43,A,"everyone has a boss, of course.",,,,2
44,B,"You know, Schwartzkopf was ordered to get Iraq out of Kuwait.",,,,2
45,A,Yeah.,,,,2
46,B,"And so he went to the President and said, okay, here's how I want to do it.",,,,2
47,B,But he wasn't the one that decided Iraq needed to get out of Kuwait.,,,,2
48,A,"No,",,,,2
49,A,"that's true,",,,,2
50,A,that's true.,off topic end,,,2
51,B,Uh-huh.,,,,0
52,A,"Uh, you, you pick one.",,,,0
53,A,"I just thought of that one when, when they brought up about politics.",,,,0
54,A,"That was, uh, pretty easy",,,,0
55,B,Yeah.,,,,0
56,A,"you don't have to pick Democratic or Republican,",,,,0
57,A,"you can pick anything you want,",,,,0
58,A,go ahead.,,,,0
