,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Yes,",major topic start,,"Whether Puerto Rico should be given statehood , independence or the status quo ",0
1,A,"um, I was wondering whether you were in favor of statehood, independence, or the status quo for Puerto Rico.",,,,0
2,B,"I was a resident, although very young of the of what is now the state of Alaska in nineteen fifty-nine when Alaska stopped being a territory and became a state.",,,,0
3,B,"Uh, so I guess I have a left over positive feeling about the question even though I don't know very much about Puerto Rico.",,,,0
4,B,"Uh, I know that all the things that happened, relative to that territory in Alaska have been very positive, uh,",,,,0
5,B,"and I have a suspicion that, that I believe that a, the statehood is a good idea whenever you have a territory the size of Puerto Rico one ought either to make it a full-fledged state or, or let it go, one or the other.",,,,0
6,B,What is your situation?,,,,0
7,A,"Well, I'm, I guess I don't have such close experience with, with, um, an area becoming a state as you do.",,,,0
8,A,"Um, my concern is the economy because as I understand it Puerto Rico has a very low uh, standard of living or at least, um, annual average income.",,,,0
9,A,"Um, part of this I suppose is justified in, in that the climate they don't need, perhaps, the heating and the housing that some of the more northern territories need.",,,,0
10,A,"However, in that case, I guess I would favor status quo.",,,,0
11,A,"I have been to Puerto Rico and, and found it very, very interesting.",off topic start,,Speaker A's experience during a trip to Puerto Rico,2
12,A,I did Peace Corps training there.,,,,2
13,B,Oh that's very interesting.,,,,2
14,A,"And so, um, you know, I saw it, also as a young student",,,,2
15,A,"and, and it was very foreign in a certain sense, although I had grown up in California",,,,2
16,A,and so the Spanish was no problem.,,,,2
17,A,"Um, it was, it was, you know, very lovely",,,,2
18,A,"and, and the people seemed very friendly and, and nice.",,,,2
19,A,"I have,",,,,2
20,A,"actually, I work with, uh, a girl from Puerto Rico",off topic end,,,2
21,A,"and, I guess I have never thought to ask her what she favors, um.",,,,0
22,B,"Your concern on the economy was one in terms of, if it became a state would that put even more pressures on, on Puerto Rico, or pressures on the U. S. in terms of aid",,,,0
23,B,"or,",,,,0
24,A,"Well probably more on, in terms of the U. S. Um,",off topic start,,speaker A's thought about how U.S would cope with aiding new states,2
25,A,"you know, I'm, I'm not quite sure how the U. S. copes with this sort of thing.",,,,2
