,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
0,A,"Okay,",,,,0
1,A,"well, do you have a pet?",Major Topic - start,,Talk about their pets and how they feel about them,0
2,B,"I have two cats. And do, and, oh, and two fish.",,,,0
3,A,"Two cats,",,,,0
4,A,you're lucky.,,,,0
5,A,Your two fish.,,,,0
6,B,And what do you have?,,,,0
7,A,"Well, my husband,",Minor Topic - start,,"Talking about husband and pet at the same time, and how the husband likes the pet",1
8,A,"you know, how, sometimes when you marry someone that you get along on everything except one major thing.",,,,1
9,B,"Oh, no.",,,,1
10,A,"My husband is a hunter, fisherman, outdoorsman, Marlboro type person who had to have a sporting dog.",,,,1
11,A,So we have a black Labrador.,,,,1
12,B,Ooh.,,,,1
13,A,"Beautiful, gorgeous black Labrador,",,,,1
14,A,"but to me, he belongs up in the field, you know, in the ranch, in the farm",,,,1
15,A,"and,",,,,1
16,A,"Well, because we finally negotiated that I was losing my mind, uh, he sleeps in the laundry room",,,,1
17,A,and then he goes out for the day.,,,,1
18,A,"But this, this is a beautiful dog",,,,1
19,A,and he is wonderful with our little girls,,,,1
20,A,"and he is, he's, comes from a purebred line",,,,1
21,A,"and there's nothing you could say bad about him, except that I was more of a cat or a small dog person that you could sit in the chair and cuddle.",,,,1
22,B,Right.,,,,1
23,B,Right.,,,,1
24,A,And this is huge.,,,,1
25,A,"You know, course, when he runs around the yard, he just digs,",,,,1
26,A,"he doesn't know that he's tearing up things,",,,,1
27,A,but he does.,,,,1
28,B,"Yeah,",,,,1
29,B,yeah.,,,,1
30,A,"And the worst part that I had with him, he's, he's three now was when he was, uh, about eight months old",,,,1
31,B,Uh-huh.,,,,1
32,A,"and I did not know what to expect from a dog having not had one,",,,,1
33,A,and I left him in the kitchen with the little baby gates up while I was gone for about an hour.,,,,1
34,A,And I came home,,,,1
35,A,and he had ripped my wallpaper off my wall.,,,,1
36,B,"Oh, my word.",,,,1
37,A,And it was in the floor,,,,1
38,A,and I just about lost it,,,,1
39,A,and I called,,,,1
40,A,"and I said, come home and get your dog.",,,,1
