Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,About how many calls have you made on this system?,,,
B,"Uh, I've originated only a, a few.",,,
A,"Oh, okay,",,,
A,yeah.,,,
B,But I've received quite a few.,,,
A,"I, uh, I only started doing it after, uh, I started getting calls and said, oh, heck,",,,
A,"that's right,",,,
A,I'm supposed to make a few calls.,,,
A,So I started about a month ago,,,
A,"and I,",,,
B,Uh-huh.,,,
A,"this  is getting close to twenty here which is I think is about all, uh, our little gift book goes up to,",,,
A,but I don't really know.,,,
B,"Oh, yeah.",,,
A,I've got about twelve tickets in the mail.,,,
A,"Do you have,",,,
A,you've a few?,,,
B,"Yeah,",,,
B,I've been getting mine.,,,
A,"Okay,",,,
A,medical,,,
A,"go ahead,",,,
A,"I'm, I'm medical.",,,
A,That's mine.,,,
B,"Uh, you pushed the record button.",,,
B,We're supposed to be discussing the subject.,,,
A,Yeah.,,,
A,"I, I'm benefits.",,,
A,"Go ahead, you first.",,,
B,"Yeah,",,,
B,"uh, well, I'll tell you,",,,
B,"I've been around for quite a few years and worked for a lot of different companies,",,,
B,"and, uh, it's hard to beat any of the benefits that, or salaries either,  that  we get from T I.",,,
A,Uh-huh.,,,
B,I'm quite pleased with it.,,,
B,"Course there's a few things that, uh, I think I could do better if I was sitting up in the C E O's seat",,,
B,"but, uh I think Jerry's doing a pretty good job as it goes.",,,
A,"Oh, yeah.",,,
A,"The one,",,,
A,"it's kind of like, uh,",,,
A,"automobile insurance,",,,
A,"the ones, uh, that I think are the highest and important to me, uh, I hope I never have to use them, really per se, although I've used medical a little bit",,,
B,Uh-huh.,,,
A,"that, well that one certainly is high,",,,
A,"I, I worry that it's weakening rather than strengthening",,,
A,"so I like to reverse that trend and say I'd like to get those to strengthen, you know,  be  better and better.",,,
B,"Well,",,,
A,"Then salary continuance, I've never used that one.",,,
A,"I hope I never will,",,,
A,but that's kind of like an insurance thing.,,,
A,I sure like that one.,,,
B,"Oh, yes.",,,
A,That's like automobile insurance.,,,
A,You never want to get in an accident,,,
A,"but it,",,,
A,you like to have it there.,,,
B,Uh-huh.,,,
B,"Well, uh, like I say, I worked for several different companies",,,
B,"and there's nothing to compare with, uh, T I here.",,,
A,Uh-huh.,,,
B,"Now I really got caught up back in eighty-five,",,,
B,"I got caught up in the oil layoff uh,",,,
B,"I wasn't with G S I, but I was connected with, uh, uh, oil, uh,  exploration.",,,
A,Right.,,,
A,"With T I, or somebody else?",,,
B,"No,",,,
B,with T I.,,,
A,Uh-huh.,,,
B,"But I say, I wasn't connected with G S I.",,,
A,"Oh, right,",,,
A,yeah.,,,
B,"And, I got caught up in a layoff.",,,
A,Um.,,,
B,"Now, uh, course you get six months, uh, unemployment from the State",,,
A,Yeah.,,,
B,"but, what T I did for us is, is, uh, I've never heard of it before. They fixed us up with an office with, uh, telephones, access to long-distance, uh, computers, a secretary to take messages for us or type, uh, letters,  for  us.",,,
A,Right.,,,
