Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,You bet.,,,
A,They tell you our topic?,,,
B,"Uh, pets.",,,
A,You've got it.,,,
B,Do you have pets?,,,
A,"Yes,",,,
A,we do.,,,
A,"Uh, my wife and I have a dog that soon be eight years old,",,,
A,"and we have a, a cat, which is, uh, I guess about five years old.",,,
B,"Oh, my goodness.",,,
A,How about you guys?,,,
B,We have three dogs and two birds at this point.,,,
A,Three dogs.,,,
A,And two,,,
A,what kind of birds do you have?,,,
B,Parakeets.,,,
A,"No, kidding.",,,
A,enjoy them?,,,
B,"Oh, have a ball with them.",,,
A,You let them out and let them fly around and everything?,,,
B,"Well, no,",,,
B,because my dogs chase them.,,,
A,Okay.,,,
B,So in order to have the birds not stuffed I have to keep them in their cages.,,,
A,"You know, this is like a cruelty joke,",,,
A,"and I apologize if you're a bird lover,",,,
A,"but, uh, we had a parakeet. And, my fault, put up our first electric fan. And never thought about it.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,Knocked that parakeet right out of the air.,,,
B,"Well, we had that happen once, um,",,,
B,"my son had the bird back in his room,",,,
B,"because it's his well, the first one that we had was his bird,",,,
B,"and I had a ceiling fan put up,",,,
B,"and it, the bird got away from him one afternoon,",,,
B,"and I mean that sucker hit that fan and went flying up against the wall,",,,
B,"I thought, oh so much for the bird.",,,
A,It killed him?,,,
B,"No,",,,
B,he's still alive and  kicking.,,,
A,"Oh, that's,",,,
A,"well, it killed ours,",,,
A,I'll be darned.,,,
B,"No,",,,
B,"I guess we didn't have it high enough or he didn't get hit in just the right spot,",,,
B,"but it threw him up against the wall, you know,",,,
B,"and he slid down the wall. Oh, I hate them. *sd",,,
A,"Well, speaking of pets, I'll tell you, my, my kids are older now,",,,
A,"my, both of them are either in or out of college,",,,
A,"but, but we had for years, about five years I guess, had a, my son had a Burmese boa constrictor,",,,
A,"and that thing grew to be seven and a half feet in, in length,",,,
A,"and finally my wife, wife, bless her heart, got rid of it, because I didn't really like it.",,,
A,"We also had a,",,,
A,"one year down in Florida on a vacation, for Father's Day, my kids, years ago, maybe, uh, ten years ago, go, bought me a skunk from a exotic pet shop.",,,
A,"It'd be like, it'd been like deactivated as far as smell and everything,",,,
B,"Oh, my goodness.",,,
A,"and we had that darn pet skunk for about five years,",,,
A,"and, and my son left, went to school,",,,
A,"we finally sold his boa constrictor,",,,
A,"but my son needed some money,",,,
A,"and we, we sold it for about two hundred and fifty dollars.",,,
B,You're kidding.,,,
A,"So, when the guy came over, he was infatuated by that skunk,",,,
A,"so I made him a deal,",,,
A,"I said, You take that skunk,",,,
A,"and, he said, I'll sell that snake to you for two fifty.",,,
A,"I said, otherwise I'm going to give it to this other man.",,,
A,"So he took the skunk, too.",,,
A,"And the skunk was a good, a decent pet,",,,
A,"but, you know, does his little jobbies in the litter box,",,,
A,"and is, is.",,,
B,"Oh well, that's pretty good.",,,
A,"And it was sort of a neat,",,,
A,"but, they just stink too much",,,
B,"Oh, yeah,",,,
B,"oh, yeah.",,,
A,"That was sort of fun, you know,",,,
A,I tell everyone this story because my wife is a real pet lover.,,,
A,"I use to visualize my wife,",,,
A,"many times my wife would be lying there on the sofa,",,,
A,"and this snake honestly would be stretched across the top of her body  and with his, with his head  right on her neck",,,
B,"Oh, you're kidding.",,,
B,Oh.,,,
A,"and the skunk would be sitting at her feet,",,,
A,"but the cat would be on the back of the sofa,",,,
A,and a dog would be running around crazy,,,
B,"Oh, my gosh.",,,
B,I can not,,,
B,"I just, I don't,",,,
B,"in fact my brother has a, uh, a exotic pet shop out in California,",,,
B,"and he keeps threatening to send a snake through the mail, you know,",,,
