Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Well, do you watch much T V?",,,
B,"Well, I watch in the evening with my kids",,,
A,Your kids.,,,
A,How many kids do you have?,,,
B,I have four children.,,,
A,"Oh, goodness.",,,
A,I have got two.,,,
B,"Well,",,,
A,That is about all I want,,,
B,"Yeah,",,,
B,"it keeps you busy, doesn't it?",,,
A,"Yeah,",,,
A,they do.,,,
A,They are still babies.,,,
B,"Uh, my children like to watch SESAME STREET.",,,
B,"I watch with them every once in a while,",,,
B,but that is not my favorite programs.,,,
A,"Oh, well. We have only get two channels.",,,
A,We do not have cable.,,,
B,Uh-huh.,,,
A,But I am not crazy about T V much.,,,
A,"It just,",,,
A,well it kind of is an idiot box.,,,
A,"Now SESAME STREET is a good program because, uh,",,,
B,Uh-huh.,,,
A,"I do have that on videotape,",,,
A,and I will let him watch that every once in a while.,,,
A,And he has learned to count to twenty from that.,,,
A,"So,",,,
B,Yeah.,,,
B,It can be very educational.,,,
A,Yeah.,,,
B,There are shows that I like.,,,
B,"Uh, I like good family shows, uh, though.",,,
A,Uh-huh.,,,
B,"Uh, I let my kids watch things like LITTLE HOUSE ON THE PRAIRIE.",,,
A,Okay.,,,
B,"And the COSBY SHOW is, uh, is, uh, kind of unrealistic as a family unless you live in upper class and have money.",,,
A,Right.,,,
B,"I think that sometimes the things they show on there though, uh,",,,
B,"the problems that their kids get into, are, are good to, uh, show that they do have problems anyway.",,,
A,Right.,,,
B,"Uh,",,,
A,But they also have a lot easier time disciplining their kids than real people do.,,,
B,Yeah.,,,
B,"I mean, like I said, real life is not that easy.",,,
A,Yeah.,,,
B,"And, uh, I watch a show that I like for entertainment.",,,
B,"Uh, it is called the QUANTUM LEAP.",,,
A,"Oh, I love QUANTUM LEAP.",,,
B,"I watch that show every time,",,,
B,"and, uh,",,,
B,"I, I like, uh, how the, how he has to help with the people that he, that he becomes. Uh, because it is not a show that he just becomes these people and then he lives there for a while and then he is gone.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,He has to do something positive to help them.,,,
A,Right.,,,
B,"So I,",,,
A,He always got to change history is what it is.,,,
B,Yeah.,,,
B,Yeah.,,,
A,"Usually, yeah.",,,
B,"It,",,,
A,That it is so good.,,,
A,"I was glad when they put that back on this channel, because like I said, we only get two channels because we do not get cable.",,,
B,"Me too,",,,
B,me too.,,,
B,Uh-huh.,,,
A,"And still my little boy, he watches videotapes.",,,
A,"He won't, um,",,,
A,"this is terrible,",,,
A,I do not like him sitting in front of the T V all day.,,,
B,"No,",,,
B,that is not terrible.,,,
A,"Well, It,",,,
B,I do not think that is terrible at all.,,,
A,but it is a not really a good baby sitter,,,
B,"Well,",,,
A,It is really not.,,,
A,He needs to get outside and play.,,,
A,"And he is four years old,",,,
A,and he just does not like to go out there by himself.,,,
A,And I will let him watch the T V when I am wanting to get my house work done.,,,
B,Uh-huh.,,,
A,"But other than that, I do not like him glued to the T V all the time.",,,
B,"Well, I do not think it is, it is healthy all the time either.",,,
A,Huh-uh.,,,
B,"Uh, and my kids like to, to go play with their friends,",,,
B,and so I guess I do not mind too much when they do watch a little bit.,,,
B,"Now I,",,,
B,"there are shows,",,,
B,I do not have cable either.,,,
B,And there are shows that I really put my foot down on.,,,
B,"If there starts to be a lot of violence, I do not go for that.",,,
A,Uh-huh.,,,
B,I will not let them watch that.,,,
B,"If there is a lot of language or,",,,
A,"Well, we made the",,,
A,Right.,,,
A,We made the mistake of getting ROBOCOP.,,,
A,"And that is one of the worst, oh,",,,
A,"I do not let him watch it anymore. Because the, the pieces, like especially where they kill somebody, it is just not good.",,,
B,Uh-huh.,,,
A,I mean it is just real violent.,,,
A,"I mean,",,,
B,"Well, it, you know,",,,
B,"today I watched,",,,
B,"and it is like they show bloody, you know, things,",,,
A,Uh-huh.,,,
B,and they show it in slow motion.,,,
B,"And, and everything like that.",,,
A,Uh-huh.,,,
B,"And before, in a western or something, in the, in the olden days,",,,
A,"You would see somebody get shot,",,,
A,they would just fall down.,,,
B,Yeah.,,,
B,And they were gone,,,
A,Yeah.,,,
B,"And, and it was not, uh,",,,
A,So graphic.,,,
A,"Today it is, it is really graphic.",,,
A,They try to make it too realistic.,,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"And,",,,
B,"Too much realism I think, sometimes.",,,
A,Yeah.,,,
B,"I don't,",,,
A,"Now he is watching HONEY, I SHRUNK THE KIDS right now.",,,
B,"Oh, that is a fun show.",,,
A,"It is, it is cute.",,,
B,"Oh, I really like that one.",,,
A,"And that,",,,
A,little ROGER RABBIT on before that.,,,
B,Uh-huh.,,,
A,That is cute.,,,
A,"And they have got THE HE MAN, uh, MASTERS OF THE UNIVERSE, the movie.",,,
B,"The cartoon or the,",,,
B,"Oh, uh-huh.",,,
A,That is a real cute show.,,,
B,That has good moral values too.,,,
A,HE MAN?,,,
B,Uh-huh.,,,
B,"Well, uh, I think, uh,",,,
A,"Yeah,",,,
A,good versus evil.,,,
B,"Yeah,",,,
A,Huh.,,,
B,yeah.,,,
A,"Oh, well, it sounds like we have the same tapes for our kids anyway.",,,
B,Yeah.,,,
B,At least we have the same ideas.,,,
A,Yeah.,,,
B,Yeah.,,,
B,Language too.,,,
B,"language and violence and sexual, you know, things.",,,
A,Uh-huh.,,,
B,"I, I get kind of, uh, saying, ""I am sorry kids, this is"",",,,
A,Yeah.,,,
B,"And I, I think it is important that I see what they are watching.",,,
B,"If,",,,
A,Yeah.,,,
A,"They do have like those parental control things on the, uh, remote controls. You know, where you can block out what channels you do not want them to watch.",,,
B,You mean in cable?,,,
A,Uh-huh.,,,
B,"Oh, I do not know, because I do not have that.",,,
B,"But,",,,
A,"Well, my, my, uh, stepfather and them have, my stepfather, my father-in-law, and them have that.",,,
B,Uh-huh.,,,
A,"And, uh, they do not have any kids,",,,
A,but they was told how to use that.,,,
A,"But still, when the kids get older, they learn how to break through that parental control.",,,
B,"Oh, do they?",,,
A,Huh.,,,
B,They are too smart.,,,
A,I think alls you have to do is push a couple buttons.,,,
B,Uh-huh.,,,
A,"So, it is, it is, I am hoping that he will grow up not really caring much for those movies because, now we have got a lot of western tapes.",,,
B,Uh-huh.,,,
A,"JOSEY WELLS, now he loves to watch JOSEY WELLS.",,,
B,"Well, I think that is a good show too.",,,
A,"Yeah,",,,
B,Yeah.,,,
A,Clint Eastwood.,,,
B,Uh-huh.,,,
A,"And like THE MAN FROM SNOWY RIVER, we have, oh,",,,
A,my husband likes westerns.,,,
A,And he also likes STAR TREK.,,,
A,"Now STAR TREK is good movies, good shows.",,,
B,Uh-huh.,,,
A,"The, uh, series?",,,
A,We have got a lot of those.,,,
B,"Uh, I think not even the old one but the new one too.",,,
B,I like both of those,,,
A,Uh-huh.,,,
A,THE NEXT GENERATION?,,,
B,Uh-huh.,,,
A,Yeah.,,,
A,My little boy is crazy about Captain Kirk.,,,
B,Yeah.,,,
A,And my little girl has Mister Spock's ears,,,
B,"Oh,",,,
A,I told my husband he cursed my kids.,,,
B,Yeah.,,,
A,They were both born with pointy ears.,,,
B,"Oh, well.",,,
A,Not real pointy.,,,
A,My little boy grew out of it.,,,
B,"Oh, that is not a problem anyway,",,,
A,No.,,,
B,"but it is fun to, you know, seeing the show anyway.",,,
B,"Uh, now I like, uh, everything oh,",,,
B,"no,",,,
B,"not Michael Douglas, um, oh,",,,
B,I can't think of his name.,,,
A,Kirk Douglas?,,,
B,"No,",,,
B,"the, the man, right now who is having, uh, who has done, uh, BONANZA, and then he did LITTLE HOUSE ON THE PRAIRIE.",,,
A,"Oh, Michael Landon.",,,
B,Michael Landon.,,,
B,"There you go, Michael Landon.",,,
A,"Oh, now there,",,,
B,I have always liked and thought he did good shows.,,,
A,Yeah.,,,
A,Like HIGHWAY TO HEAVEN?,,,
B,Uh-huh.,,,
A,"to Here are some cookies, Kyle.",,,
A,"talking to Speaker Yeah,",,,
A,"I liked HIGHWAY TO HEAVEN,",,,
A,"and I, and I thought that was kind of neat though.",,,
A,"But I loved LITTLE HOUSE ON THE PRAIRIE, especially when Melissa Gilbert grew up.",,,
B,"Yeah,",,,
