Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,"uh, what do you think about, uh, the idea of having volunteer service for everyone?",,,
B,"Uh, I think that, uh, really it wouldn't hurt most of the young people of the country to have to go and do voluntary service.",,,
B,"Uh, and, you know, I mean, there have been so many people that have done it",,,
B,and I've talked with several,,,
B,and I think they've gotten a lot out of it.,,,
A,"Well, are you doing any kind of volunteer work now?",,,
B,"Not right now,",,,
B,"but I have done, uh, Red Cross work",,,
B,"and, uh, I've taught C P R training",,,
A,"What about, when, when would people do it, when they finished high school?",,,
B,"I think probably as soon as they finished high school it would be ideal, because a lot of times, if they go straight into college I think they're going in too quick",,,
B,"but,",,,
A,"I think particular boys that the maturity,",,,
A,in fact I wasn't very mature when I left high school,,,
A,"and I think there's a, there's a real challenge there.",,,
A,"There's also this, this issue of, of, uh, you know, whether you're really ready,",,,
A,and I think it gives a different perspective.,,,
B,"Right,",,,
B,"uh,",,,
B,"I, I think if you've been out of school a year, year and a half, before you start to college, you appreciate college more, than someone that just goes right straight into college.",,,
A,"The only complication is, is, is how do you fund something like this?",,,
B,"Well, a lot of parents fund their children.",,,
B,"There are, uh, some groups that have their children, you know, go away for a year.",,,
B,Even the religious organizations.,,,
A,"Yeah,",,,
A,"I think the Mormon church has, sends out missionaries that,",,,
B,Right.,,,
B,"And the parents fund them for the whole year, year and a half that they're gone.",,,
A,"That's, uh, it's interesting.",,,
A,"It gets them away from home and, and gets them to do something useful,",,,
A,"although the kids today, though, it, it seems that almost that their concern for money,",,,
A,"I, we were doing some investigating colleges and said the kids are much more interested today in, in trying to find a job, study something that will give them a job as opposed to, be curious, be curious",,,
A,"as to if,",,,
A,"if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,",,,
A,do you think that would be reasonable?,,,
B,I think it would.,,,
B,"In, in Israel, the, even the women are, are required to, to be in the military for a certain period of time.",,,
B,"Uh, I was in the military,",,,
B,"and I personally feel if, if they have the draft, that they should draft women as quickly as they do the men.",,,
A,"Well, but, the, the issue of, of, of, which,",,,
A,"what, what would, what would you find, what would you have them do?",,,
A,"You know there are a lot of people around with,",,,
A,there's a lot of unemployment right now.,,,
A,What would you have these people do if they were brought in?,,,
B,"What, into the service?",,,
A,"Well, yeah.",,,
B,"Or,",,,
A,"Or say, say the volunteer,",,,
A,"say that, say that it was mandatory.",,,
B,"Well I, I, I think that they ought to have something for the, the unemployed in a voluntary field like the, uh,",,,
B,"I don't know if you know, remember about the W P A,",,,
A,"Yes,",,,
A,my father was in the C C C .,,,
B,He was in that?,,,
B,"I mean, you know, uh, it's not the best thing in the world,",,,
B,"but, uh, it gave them something to do.",,,
A,"Well, it seems that there's some things like the, uh, the programs at least just go around and, and, and clean up streets and, and, and pick up trash and even aluminum cans and some of these kinds of things.",,,
B,"or go into the, the more depressed areas and help repair the houses.",,,
A,"Yeah,",,,
A,"in fact, we, we helped with, uh, oh, Help To Help Humanities,",,,
A,"and that was a, that was a good experience,",,,
A,but you take the kids out,,,
A,"and and a lot of the buildings in downtown areas that, that either need demolishing, or need fixing up,",,,
A,so,,,
B,Uh-huh.,,,
A,it would be a good idea.,,,
A,"Uh, we've been doing this three or four minutes.",,,
A,"I think that, uh,",,,
A,do you have any other further comments?,,,
B,"No,",,,
B,not really.,,,
A,"Well, it was good talking to you, Betty.",,,
B,"okay,",,,
B,I'll talk to you later.,,,
A,Have a good night.,,,
B,Bye.,,,
