Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Okay.,,,
A,Okay.,,,
B,"Universal health insurance,",,,
B,right?,,,
A,That's right.,,,
A,What would we like to say,,,
A,"I think,",,,
A,Uh-huh.,,,
A,I think that's what the subject is about.,,,
B,"Did you read, uh, the article in the paper today about this particular subject?",,,
A,"In the Dallas, the MORNING TIMES?",,,
B,Yeah.,,,
A,I guess I did not.,,,
B,"Uh, the state of Washington and the state of Minnesota is, uh, going to begin testing a program, a state funded program for citizens of those two states",,,
B,"and there's fourteen other, uh, states that are considering it. Least according to the article in the paper this morning.",,,
B,"I think it's a trend that's, that's, that's, uh, probably may go nationwide eventually because I think national health is something that we all need.",,,
B,"It's getting to a point that you have to have it,",,,
B,you have to have some form of health insurance.,,,
A,"Well, it's been interesting that we,",,,
B,"Extremely expensive, though.",,,
A,Yes.,,,
A,"So we live in a society, though, where everyone if you ask them on polls, will, uh, say that they think that everyone has a right to health care.",,,
B,Uh-huh.,,,
A,"And yet, I don't think we've ever quite decided who's really supposed to pay for it.",,,
B,"Well, that's the thing, you know,",,,
B,"uh, unfortunately the ones that currently pay and pay the premiums for health insurance are, are paying for the people that don't have health insurance.",,,
A,Which is why people are talking about,,,
A,we ought to just admit it perhaps and then try and somehow subsidize it in a way that's more fair.,,,
B,Yeah.,,,
B,"I don't think you, uh,",,,
A,You have health insurance?,,,
B,"Yes,",,,
B,I do.,,,
A,Through your company?,,,
B,"Uh, through my company,",,,
B,yes.,,,
B,"But I have been in a situation, uh, recently where I was laid off from a position as a sales manager of a company and was off work for about a year",,,
B,and my wife developed cancer.,,,
B,We didn't have any insurance.,,,
A,"Oh, my goodness.",,,
B,And it was a go to Parkland type situation.,,,
A,That's must have been hard,,,
A,How was your care at Parkland?,,,
B,"Uh, because it was a life threatening situation, it was very good.",,,
B,"Uh, as it, as it turned out one of the top, uh, people, or one of the top doctors in the state that is involved in cancer treatment was at Parkland.",,,
A,"But, yet, Parkland is not free, either.",,,
B,"No,",,,
B,"it's not free,",,,
B,"but, uh, It's, it's a situation that because I didn't have any insurance and I was on unemployment, it was paid by the county.",,,
A,Is it affordable?,,,
A,So you did have a good experience.,,,
B,I had a bad experience as it turned out.,,,
B,"Uh, I was fortunate that there was Parkland.",,,
A,"Is your wife better, I hope?",,,
B,"Uh, no she passed away.",,,
A,I'm real sorry.,,,
B,That's all right.,,,
A,Sure. *listen; is this a question?,,,
B,That happens.,,,
A,"It does happen,",,,
A,but it's very sad.,,,
B,"Yeah,",,,
B,"but in any event, uh, I'm in favor of national health. If I had to vote for it.",,,
A,Well so am I.,,,
A,"Actually, uh, I'm a pediatrician",,,
B,"Oh, is that right?",,,
A,"and I feel very strongly about, uh, children, and, uh, developed very strong feelings about this during our measles epidemic last year. Where we certainly proved that we're not doing a very good job with preventive health care among children and particularly the children who need it most.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"So, uh, I'm really quite active in trying to, uh, be proactive at least for children's issues.",,,
A,"It's very complex, very complicated,",,,
A,"but, uh, I strongly believe that all children have a right to immunization, glasses, hearing aids basic health benefits.",,,
B,"Well, I, when I grew up and",,,
B,"I grew up in south central Kansas, uh,",,,
B,"we had,",,,
B,"and my mom worked for the health department, the county health department",,,
B,"and we had x-rays every year,",,,
B,"we had a dentist come to our school and, uh, check our teeth once a year at least.",,,
B,"Uh, we had all our flu shots taken care of, our measles, mumps, rubella and all that other stuff.",,,
A,Um.,,,
B,"And, uh, when my children were growing up, we didn't have that.",,,
B,"We had to pay for it, which I wasn't opposed to paying for it.",,,
B,"I had the money to pay for it,",,,
B,but I'm sure that there were people that don't.,,,
A,"Well, and the costs have, so much has gone up so much.",,,
A,"The cost of immunizations for example, uh, and just the legal the legal benefits, uh,",,,
A,"that has really forced people into doing a lot of things unnecessarily, et cetera.",,,
B,Uh-huh.,,,
A,"So, well, I don't know,",,,
A,"it's, it is interesting,",,,
A,"in case you didn't know, Texas leads the nation in uninsured children.",,,
A,Thirty-one percent of all Texas children do not have insurance and are not on Medicaid.,,,
B,Did not know that.,,,
A,"So, uh, one out of every three children has nothing to reimburse them for their health care.",,,
A,And I work in the children's Parkland system,,,
A,and it's pretty overwhelming to me.,,,
B,Uh-huh.,,,
A,"But, uh, it's pretty hard to be indigent and to be dependent upon indigent health care systems in Dallas county.",,,
