Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,"we, we can, uh, be recorded while we talk about it.",,,
B,"Okay,",,,
B,"well is your,",,,
B,"does your city have mandatory, uh, recycling?",,,
A,"No,",,,
A,we don't have mandatory.,,,
A,"We, actually, we're kind of slow up here,",,,
A,and we've just started doing recycling probably last summer.,,,
A,And it's all voluntary.,,,
A,So that's interesting.,,,
A,Cities have a mandatory recycling?,,,
B,"Um, there, there're some places that are strongly encouraging it,",,,
B,and that they city will pick it up.,,,
B,That's been one of the arguments here.,,,
B,I'm just sitting here looking. We've got four bins of glass and plasticine stuff.,,,
B,"But we have to carry it, uh, some distance,",,,
B,"and some places, um, you can sell your, uh, recyclables,",,,
B,"and, for example, our church was collecting newspapers.",,,
A,"Yeah,",,,
A,when I was a kid we used to collect newspapers and bring them to a recycle thing.,,,
A,We got like a penny a pound for them.,,,
B,"Well, it turns out that so much,",,,
B,"the problem in Texas is that, uh, they've got so much paper now from people recycling that they've got no way to, uh, reprocess it.",,,
A,"Oh, my,",,,
B,"It requires an it requires essentially a paper mill to recycle it,",,,
B,and so the value has gone down.,,,
B,It turns out it wasn't worth for the church to do.,,,
A,"Oh, I didn't realize,",,,
A,"you would think,",,,
A,"now up here, I, I suppose they send it all back to the mill",,,
A,"and there are paper mills within a couple of hundred miles of, uh.",,,
A,Actually there is one in northern Vermont.,,,
A,So there's probably a paper mill that's sixty miles from here.,,,
A,"I didn't think that,",,,
A,"you know, in the large city that if the next recycling, if the next mill is more like five hundred miles away it's a lot of money to transport.",,,
B,"Well,",,,
B,"Yeah,",,,
B,"well see, that's,",,,
B,"in, in Dallas there no plan to build,",,,
B,"I think there, there's some in East Texas there's some pulp mills,",,,
B,"but, uh, you have to go to Houston,",,,
B,"and, it's interesting,",,,
B,and then there's places that will buy metal,,,
B,and they still buy aluminum can and likes that. *can cans ? likes like?,,,
A,"Do you have to buy metal,",,,
A,like copper is a very good one to collect.,,,
A,"Even aluminum,",,,
A,"yeah,",,,
A,so.,,,
B,"Well, do you do, do you do recycling?",,,
A,"Uh, we do the recycling,",,,
A,and our city will pick up our recyclables.,,,
B,Oh.,,,
A,They have these little blue bins.,,,
A,"Um, I don't recycle personally.",,,
A,"I, I'm saying I want to do it,",,,
A,"but, I don't get a lot of magazines,",,,
A,"I don't get a,",,,
A,"I don't buy the newspaper,",,,
A,"but I do have a lot of, uh,",,,
A,my trash has a lot of tin cans and a lot of a lot of different papers and cardboards.,,,
B,"Well, do you drink soda and such in aluminum cans?",,,
A,"Yes,",,,
A,but we have a bottle return.,,,
A,A lot of the northern states and a lot of the Eastern states have bottles.,,,
A,We've had five cent deposits on our bottles for years.,,,
B,"Oh, so it's worth taking them back.",,,
B,"Well, see, we don't have.",,,
B,"We have, we have most of our soft drinks are in plastic liter or two liter bottles.",,,
A,"Oh, they should definitely get, um, the nickel returnable.",,,
A,"It's great for the kids, because",,,
A,"see, a lot of the kids get the money from it,",,,
A,"and it's great for the boy scouts running around, they knock door to door and the collect the bottles sometimes.",,,
B,"Oh, that's it,",,,
B,"you'll, you'll,",,,
B,"there is a down side to all this, you know, about no good deed going unpunished, that, uh, my mother sells, um, trees that they make paper out of,",,,
B,"and so every time I recycle newspapers, in fact there's a, there's a, uh,",,,
B,"Kimberly and Clark, the makers of kleenex and such has a, uh, a big paper mill.",,,
A,Yeah.,,,
B,In fact I almost went to work for them.,,,
