Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Um, what's our topic?",,,
B,Taxes.,,,
A,Taxes.,,,
B,Do we pay too much?,,,
A,Right.,,,
A,Right.,,,
A,Um,,,
B,"Well, do we?",,,
A,What do you do?,,,
B,"Um,",,,
A,"I guess that,",,,
A,I mean it all depends really on what kind of bracket you're in.,,,
B,"My tax bracket is, is pretty high up there.",,,
B,"I pay the, I generally pay the maximum tax bracket.",,,
A,Uh-huh.,,,
B,"And, uh, I think that we're paying too much",,,
B,because I don't have any children.,,,
A,Right.,,,
B,And I pay a lot of property taxes.,,,
A,"Oh, sure.",,,
B,"I don't have any, um, I don't, you know, I don't use an awful lot of city services.",,,
B,"It, it, you know it's like I have to work I have to work all the time just to make enough money to pay the taxes.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Right.,,,
B,"And, um, there's so many people who want a, a of the federal money or the state money or whatever it is",,,
A,Uh-huh.,,,
B,"and I just,",,,
B,"sometimes, many times I end up feeling like I'm paying too much in taxes.",,,
A,Right.,,,
B,How about you?,,,
B,Do you pay too much?,,,
A,"Uh, well, no,",,,
A,I can't really complain.,,,
A,"I'm a student, um,",,,
A,"and I I work as a co-op at, uh, Georgia Tech Research Institute.",,,
A,"And, uh, I'm going to get back most of what I earned, I mean most of what I pay in taxes",,,
A,"and, uh, and, uh,  one of  my parents is still claiming me.",,,
B,"Well, when you  when you go out into the, uh, when you go out into the working world it, it changes quickly.",,,
A,Huh?,,,
A,Uh-huh.,,,
A,I'm sure,,,
B,"Um, you look at your paycheck",,,
B,"and you go, oh, my gosh where did it all go",,,
B,"Um, what kind of, what kind of,",,,
B,"uh, well have you pay a lot of in",,,
B,have you been out working and then gone back to school,,,
B,"or are you, did you go directly from high school into, into college?",,,
A,"I went,",,,
A,"well I did work, um, just very for some time",,,
A,"but I didn't make enough money to really make,  too much of a  difference.",,,
B,To worry about it.,,,
A,Right.,,,
B,"Have you, have you been active in, in politics trying to, concerning this?",,,
B,Have you like worked on political action committees or something like that?,,,
A,"No,",,,
A,"no,",,,
A,I haven't.,,,
B,"I, uh, I haven't done any of that type of work myself.",,,
A,Uh-huh.,,,
B,"Um, but every once in a while when I hear up here at, at, uh, in D C area, um, one of the radio stations has been talking about the, the Congress,",,,
B,"um, Congress has added too towards the Members Bank there, you know,",,,
B,"there's a bank that they all bank with,",,,
B,and I guess it went defunct recently.,,,
A,Uh-huh.,,,
B,"And one of the Congressmen has, has written in the last three years about a thousand bad checks.",,,
A,Huh.,,,
B,"And we, we the taxpayers float him a loan for all all those bad checks,  no  interest, no repayment schedule.",,,
A,Oh.,,,
A,Really?,,,
B,"And, um, it's causing quite a stir up here,  because  we're so close to D C anyway.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,It's really kind of curious to watch this thing occur.,,,
A,"Oh, sure.",,,
B,"Um, I, I, I think we pay too much.",,,
B,"And I've, I look at my paycheck",,,
B,"and I make,",,,
B,"well, let's see.",,,
B,They take out in state and federal taxes,,,
A,Uh-huh.,,,
B,I think I pay forty-two percent.,,,
A,Wow.,,,
B,"Forty-two cents out of every dollar I make goes to the government,",,,
B,and then they charge me sales tax,,,
B,"and they charge me gasoline taxes,",,,
A,Uh-huh.,,,
A,taxes.,,,
B,"and they charge me all these others,",,,
B,and it's just too expensive.,,,
A,Uh-huh.,,,
B,I can't believe that,,,
B,"I, I'm just thankful that I don't get all the government that I pay for.",,,
A,Huh.,,,
B,You know what I mean?,,,
A,Yeah.,,,
B,"Do you, have you used, um, student loans and things like that that were guaranteed by the government?",,,
A,"No,",,,
A,"no,",,,
A,I haven't.,,,
A,"Uh, I, uh, my father pays for my, my schooling, my tuition.",,,
A,"So, uh, I'm, I haven't made use of that.",,,
B,What are you studying down there?,,,
A,Physics.,,,
B,Physics.,,,
A,Uh-huh.,,,
B,"Oh, that sounds like a fun, fun field.",,,
A,Everybody says that,,,
B,Scientific.,,,
A,Huh.,,,
B,Heavy science.,,,
B,"Are you like in the particle, particle research or anything like that",,,
B,"or is it more, um, applied physics?",,,
A,"Um, I haven't, I haven't gotten too terribly much into my major yet.",,,
A,"Actually, um, the, the degree I'm getting is physics.",,,
A,There's a different one for applied physics,,,
A,so I guess you could call it more straight stuff than applied.,,,
B,Okay.,,,
B,"Well maybe, maybe you can figure out how we can stop this inertia that's, come rolling towards, whatever it's rolling toward.",,,
A,I doubt about that.,,,
A,"Are, are, is America, I mean are we pretty, pretty steep compared to most countries?",,,
B,"Actually, I don't think we are.",,,
A,"No,",,,
A,I don't think so either.,,,
B,"Um, like, like  Europe,  um,  England. I know the taxes are a lot higher.",,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,But they do have socialized medicine and things like that.,,,
A,Yeah.,,,
B,"And, um, I know I was reading in the paper I believe yesterday that, um, they're talking,",,,
B,or maybe it was on the,,,
