Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay,",,,
A,"yeah,",,,
A,"Donna, um, you said you have three children.",,,
A,"What, uh, kinds of activities do you spend with them?",,,
A,Is it ?,,,
B,"Okay,",,,
B,"um, we have an eleven year old, an eight year old, and a three year old",,,
B,"and, um,  uh, my husband, let's see, he coaches basketball with Brian, um,",,,
A,Uh-huh.,,,
B,"so he spends time doing that with him, planning and, um, practicing outside.",,,
A,Uh-huh.,,,
B,"Um, he's a real sports kind of person,",,,
B,"so he plays tennis with, with the kids.",,,
B,"We all kind of play tennis as a family,",,,
B,except the baby plays in the playground.,,,
A,Uh-huh.,,,
B,We take turns with her.,,,
B,"Um, uh, let's see,",,,
B,we have a computer,,,
B,and we do a lot of things with the kids on the computer.,,,
B,"Um, uh, let's what else we do.",,,
B,"Oh, plus we watch a little T V together.",,,
B,"We really don't watch, I think, as much T V as a lot of people.",,,
A,Uh-huh.,,,
B,We don't have H B O.,,,
B,We do get the Disney channel for the kids.,,,
A,Uh-huh.,,,
B,"Uh, my kids have a Nintendo which they play,",,,
B,and my husband sometimes joins them with that.,,,
A,Uh-huh.,,,
B,"Uh, my little girl, Jennifer, likes to do crafty things,",,,
B,and I'll take some time and do that with her.,,,
B,"And, of course, we always read a bedtime story at night,",,,
B,"and even the, the older kids sometimes sit down and, and will join in and listen to a story.",,,
B,"I'm,  basically the story person because my husband doesn't have,",,,
A,Uh-huh.,,,
B,he gets home from work late or whatever,,,
B,"and, and usually, once in a while he'll read the story to little one,",,,
B,but that's basically my job,,,
A,Yeah.,,,
B,Um,,,
A,"So do you find it difficult to find time,",,,
A,or is it  pretty natural ?,,,
B,"It is.  It is hard because, you know, at the end of your day you want time for yourself",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"and, and it,",,,
B,"and that's kind of cutting into your, your time.",,,
A,Yeah.,,,
B,"And with the kids getting older, now on the weekends they get to the bed like at ten which really is late,",,,
A,Uh-huh.,,,
B,"but, you know, on school nights, the two older ones get to bed about nine.",,,
B,"They go upstairs at nine,",,,
B,"and, um, now, this weekend we'll have a baby-sitter come",,,
B,"and, uh, my husband and I will go out to dinner and come home and, um, probably not too late.",,,
A,Uh-huh .,,,
B,"Maybe Brian will still be up, and spend some time with him.",,,
B,"But it, it's really hard.",,,
B,"You have to be a very unselfish person to, to spend a lot of time with your kids, I  think.",,,
A,"Yeah,",,,
A,yeah.,,,
A,Do you work  during the day?,,,
B,"Uh, no,",,,
B,I don't work.,,,
B,"I, last year, um, I had a little part time job in a private, um, high school, tutoring, um, high school students with learning disabilities.",,,
A,Uh-huh.,,,
B,"That was two days a week,",,,
B,and even just those two days just seemed like it was a lot.,,,
B,"I don't know how,",,,
B,"I admire,  people that, that can do it all,",,,
A,Yeah.,,,
B,"but with three kids and laundry and keeping the house the way I want it kept, it is hard.",,,
A,Yeah.,,,
A,I can imagine.,,,
B,Um.,,,
A,Yeah.,,,
B,Even just finding the time to do the grocery shopping and everything.,,,
A,Uh-huh,,,
B,"And that's another thing,",,,
B,"I'll take one of the kids with me grocery shopping, um, usually on the weekend,",,,
B,"and that's kind of like a special time for just myself and my little girl or myself and my son,",,,
B,"and they'll be my helper,",,,
B,and then they'll get to pick out some of those favorite snacks that they get to pick out,,,
B,"so, I try to do things like that,",,,
A,Yeah.,,,
B,"but it, you know, it's, it's, uh,",,,
A,Yeah.,,,
B,"And then, of course, they have a pretty, um, busy social calendar too",,,
A,Uh-huh.,,,
B,"You fit it in with all that, that.",,,
A,Yeah.,,,
A,"So what do you feel are the current trends in the way families spend time in general, you  know, in America?",,,
B,"I, I think a  lot of people, a lot of people set their kids in front of the T V and H B O and rent movies and,  and,  kind of leave them to their own means.  Um,",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"I think, you know, it's very, very easy to fall into that trap,",,,
B,"and I'm not, um, totally innocent of that  because,  there's times when you just stay here, watch a tape.",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"But, um, um, I think different parts of the country,",,,
B,"I think in Plano and maybe this area in Texas, there's a lot of community activities that parents could join in with their kids.",,,
B,"People  are,  real sports conscious and really get involved with their kids, sports activities and,",,,
A,Uh-huh,,,
A,"Oh, that's good.",,,
B,"You know,  but, um,",,,
A,Yeah.,,,
A,"Yeah,",,,
A,"well, families are facing a challenge,",,,
A,"I know that with,",,,
B,"What,",,,
A,I'm a newlywed,,,
A,"and we're you know, thinking about having children sometime in the next couple of years",,,
B,Uh-huh.,,,
A,"and,",,,
B,Uh-huh.,,,
B,"And it's, it's very hard, because when you get used to two salaries, it's very hard to, to cut back to one.",,,
A,Yeah.,,,
B,"And, um, um, but, you know, if you have the type of job,",,,
B,I have a friend that's a nurse,,,
B,and she can pick her hours,,,
B,and,,,
A,Uh-huh.,,,
B,"that's a, a great career.",,,
B,"I wish I would have gone into, uh, nursing",,,
A,Yeah.,,,
B,"because she has such a flexible schedule,",,,
B,"but it's very hard to, uh, spend time with the children and, uh, and your husband and do everything at once.",,,
A,Uh-huh.,,,
A,Yeah.,,,
A,"But I do feel like it's important that you make the time for children because ,",,,
B,"Well, I think it's a big, it's a big, um, responsibility.",,,
B,"You just  don't,  have children so that you can continue the lifestyle you had when you were single.",,,
A,Yeah.,,,
A,Yeah.,,,
B,"When you have children, you have to say, now, this is different",,,
B,and you do have to give things up.,,,
B,"I, I personally feel that it is extremely important to be with your own child, um, for  the,  at least for the first two years of their lives. I mean, if  you,  can possibly swing it",,,
B,"because they,",,,
