Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Okay, uh,",,,
A,"I was just trying to think about how I, how I dress for work, you know,",,,
A,T I is a very casual atmosphere.,,,
B,Uh-huh.,,,
A,"And, uh, what I usually do on the weekend is, is lay out five outfits",,,
A,"and, uh, on Monday I, I wear the, the worst looking one Because it doesn't seem like people are really, you know, are that alive on Monday, you know,",,,
A,so.,,,
B,Yeah.,,,
A,"And  then progressively through the week, I'll, I'll wear nicer looking things",,,
A,"and then on Friday most everybody wears jeans, jeans and sweatshirts, or, you know, jeans and blouses or something like that.",,,
A,"Uh, but mostly what I wear are skirts and blouses or, you know, skirts and, uh, pullover sweaters or, uh, you know, little two piece dress suit, suits like,",,,
A,but.,,,
B,"Yeah, uh,",,,
B,"you know, that's a good way to approach it.",,,
B,"I've never thought about, um,",,,
B,I do plan my clothes a week in advance.,,,
B,"Actually, I plan them a month in advance.",,,
B,"I usually do a month at a time,",,,
B,so I don't repeat an outfit.,,,
A,Uh-huh.,,,
B,"But, um, I've never thought about wearing your worst outfit on Monday, because really no one's paying attention.",,,
B,"But anyway, um, I really, I don't work outside of school.",,,
B,"Um, I work in the computer lab at school",,,
B,"so I can just wear whatever I have on for school,",,,
B,"an, and, um, and really it's,",,,
B,I try to dress presentable but very comfortable.,,,
A,Right.,,,
B,"Like, um, in the warm weather it's always shorts and a t-shirt or a button up or something like that",,,
B,"and then in the winter time it's jeans or, or pants.",,,
B,"I usually, uh, you know,",,,
B,"college is so casual,",,,
B,"you really don't want to dress up unless you, you, uh, have a job",,,
B,"and you have to be there right after school or something like that,",,,
B,so.,,,
A,Right.,,,
A,"Like where I work, it's, it's pretty casual, uh,",,,
A,"it's, it's, I guess it's more like a, a college campus",,,
A,"also, I mean there's you know, hundreds of people work for T I.",,,
B,Yeah.,,,
A,"And, uh, a lot of people just, just wear jeans and, and, uh, sweats all the time",,,
A,"and they dress up like when customers are coming in,  or,  uh, when we have department meetings or something like that.",,,
A,"And, uh, you know, a lot of people like those that work in the legal department for their, the real, uh, higher ups,  like  the the, the T I lawyers, and, uh, those that work for the, the higher executives, those secretaries. They, uh, they really dress up all the time.",,,
B,Uh-huh.,,,
B,Oh.,,,
A,"So  there's a good combination in the hallways all the time, you know",,,
B,Well that's good that they're so casual.,,,
A,Yeah.,,,
B,"I  mean, uh, my brother works for T I",,,
B,"and he's a computer programmer, or computer engineer.",,,
A,"Uh-huh,",,,
A,uh-huh.,,,
B,"And, uh, you know, whenever he was going to school, he was expecting to having to wear, uh, a tie or a dress shirt everyday.",,,
B,"But, uh, he goes to work in his blue jeans, t-shirt,  and  tennis shoes,",,,
A,Uh-huh.,,,
B,and he just loves it.,,,
A,And that's very acceptable at T I.,,,
B,Yeah.,,,
A,"I  believe at I B M they, they make you wear a blue suit and, uh, some kind of colored shirt and a tie.",,,
B,That's what I've heard.,,,
A,"Uh-huh,",,,
A,I I would hate to be in that atmosphere.,,,
B,"But, uh, I mean, they, they just moved into the new building,",,,
B,he calls it the new building.,,,
B,"I don't know,",,,
B,it's where all the executives are.,,,
A,Uh-huh.,,,
B,"And, um, and so they were, they were going to try to take their blue jean code with them and trying to get all the, all the upper level to start wearing blue jeans.",,,
B,"But, he just left for Italy today at four,",,,
A,Oh.,,,
B,and  he'll be over there until July first setting up some kind of computers for them.,,,
A,I see.,,,
B,"Over in T, I mean for T I but over in Italy.",,,
A,"Yeah,",,,
A,"oh, T I is everywhere.",,,
B,"Oh, yeah,",,,
B,he was so excited about going.,,,
A,Uh-huh.,,,
B,"But, uh, he didn't carry any ties or anything because he, he just went over there with the that attitude, well if I don't take it then they won't make me wear it",,,
A,"That's true,",,,
A,that's a good idea.,,,
B,"Because, uh, he just, he didn't, you  know,",,,
B,he's not really into all that.,,,
B,He would wear it if he had to for his job and all,,,
B,"but, you know, if he had the preference, I mean his, his preference is, um, blue jeans and a t-shirt,",,,
B,so.,,,
A,Uh-huh.,,,
B,"But I think that's great about T I,",,,
B,"and also, uh, to get off the clothing, the smokers, you know, how they have the,  the different  designated areas for smokers and stuff.",,,
A,"The,",,,
A,"no,",,,
A,Right.,,,
B,I  think that's great.,,,
A,"Yeah,",,,
A,"and if you happen to go into one of areas that is a smoke, smoke area and you don't smoke, you almost strangle.",,,
B,"Oh, really.",,,
B,Do you smoke?,,,
A,So much smoke in the air.,,,
A,"Yeah,",,,
A,"areas, the smoking area, you know, it's closed in,",,,
B,Uh-huh.,,,
A,"and  if you if you don't smoke and you go in there,",,,
A,everybody that goes in there smokes,,,
A,"so it's full of smoke when, when you go in there.",,,
A,I used to smoke a long time ago.,,,
B,"I think that's, um,",,,
A,"I used to burn  my clothes, talking about getting back to clothes",,,
A,I used to burn my clothes with cigarettes.,,,
A,That's one of the reason that I stopped,,,
B,"Well, um, you mentioned your daughter had graduated from college.",,,
B,Well when she was in high school did she always have to have all the new fashions,,,
B,"and, uh?",,,
A,"Yeah,",,,
A,"she always had, uh, yeah, she always had to have a lot of clothes.",,,
B,"See that's how, that's how I am",,,
B,but my mamma was not raised like that,,,
B,"and so,",,,
A,"No,",,,
A,"I, I wasn't either,",,,
A,"she, my daughter, she's real good at finding sales though, you know.",,,
B,"Oh, me to,",,,
B,"boy I have  to, hunt them down",,,
