Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"So, child care, your views.",,,
B,"Uh, well, we only have one child right now and another one on the way",,,
B,"and right now I'm, I'm all with her during the day.",,,
B,"I,",,,
B,"if I was looking for outside care I probably would stay away from professional child care centers and try to find, if I was close to home, relatives or people with it is same values and possibly religious faith or something similar so that she would be raised in an environment that would be similar to what we would have in our own homes as, as parents.",,,
A,And what religious faith?,,,
B,"Uh, Latter Day Saints.",,,
A,"Oh that's, that's good.",,,
B,So so that's what I would try to do.,,,
B,"With a teaching background I've, um, had a little bit of experience with the child day care type situations",,,
B,but I've seen some good ones,,,
B,and I've seen some really bad ones.,,,
A,"Uh, they do seem to be at the outside edge of both extremes don't they?",,,
B,"Uh-huh,",,,
A,"And,  whenever they are they seem to regulate the good toward the bad instead of bad toward the good.",,,
B,"and  so,",,,
B,Right.,,,
B,"By trying to get them to conform to concern standards they, uh, kind of, uh, eliminate a lot of the, uh,",,,
A,Better situations.,,,
B,Yeah.,,,
B,"The, the, uh,",,,
B,"what am I trying to think of that, not the imagination but the creativity in, in the situation",,,
B,"and so,",,,
A,"Yeah,",,,
A,yeah,,,
A,"that's, that's very well phrased.",,,
A,"Uh, so, have you ever used outside child care?",,,
B,"No,",,,
B,I haven't.,,,
B,We've had like people come in and baby-sit for an hour or two,,,
B,"but I've never had, um,",,,
A,Real day care.,,,
B,Right.,,,
B,"She's, she's not even a year yet,",,,
B,"so,  we haven't  been in, you know, a lot of need yet.",,,
A,Uh,,,
A,our step daughter's ten now,,,
B,Uh-huh.,,,
A,and most of the day care has been provide for by Grandma.,,,
A,"But, quite honestly what I believe to be the best day care situation was while we lived up, the Pass of Woodland Park there was, uh, ex-school teacher that, uh, did a small amount of before school and after school, you know, kindergartners, or half dayers in her home",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"and they would read and play,",,,
B,"Have a relative a structured,  activities and not just, you know, stick them in a corner and say you're on your own.",,,
A,"seem to be,",,,
A,"Uh, yeah,",,,
A,"and, uh, despite our beliefs, she was, uh, one of the more, uh, Charismatic Christian faiths",,,
B,Uh-huh.,,,
A,and it worked out wonderfully.,,,
B,Yeah.,,,
B,"I know that, uh, that I guess if you have the opportunity to pick and choose and you've got the time and that, uh, I don't know if the resources are the proper term, you know, just the, the know, knowledge of who's a available, then you could probably find some really good care.",,,
A,"Uh, yeah,",,,
A,but I don't know that it would be state approved.,,,
B,That's true.,,,
B,You can get somebody maybe willing to baby-sit,,,
B,"but actual, you know, that's sometimes different, done on a different scale.",,,
B,"I have even considered, you know, baby-sitting myself, I have a teaching degree, and, uh, thought well, you know, I could structure and then for one reason or other decided not to,",,,
B,"but I think if you take more than three children in, well,",,,
B,"that was how it was this Virginia, we've recently moved here to Texas, but in Virginia I think if you take more than three children in on more than a several hours a day bases you have to be licensed.",,,
A,"I,",,,
A,now I don't know what the current Texas laws are,,,
A,"but I, but I do know that the license doesn't seem to, uh, guarantee quality.",,,
B,"Yeah,",,,
B,"a lot of times you might just need to go now and feel, file for it just like a business.",,,
B,"You may not have to prove any type of qualification for it I don't,",,,
A,"Uh, now here I believe that child care meets, by in large, certain standards for, uh, balanced food, if they provide food, cleanliness, and levels of supervision levels being defined as number of working adults for number of children",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,"That's, uh, kind of a minimum there that you're getting.",,,
B,"Your covering basic care there and not all the extras that most people would like to see done with there children, you know, like the educational activities, the supervised play and so forth.",,,
A,"uh, my wife is, uh, agnostic",,,
A,"and I'm, uh, a backsliding Presbyterian",,,
B,I like that term,,,
A,"and, uh, get, I really believe that this Charismatic care, or the Charismatic belief when emphasized on care, or semi Charismatic I might say was quite good.",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,"it was a good influence for your daughter, uh.",,,
A,"Yes,",,,
A,very,,,
B,"Well, that's good.",,,
A,"and, and, uh, the care is what I guess you should emphasize in the term child care instead of the child.",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,"a little bit of love and, and attention is what most of them need.",,,
B,"You know, even if it's not a real educated program you can have good educational program",,,
B,"and, and,",,,
A,And not have any care.,,,
B,Right.,,,
B,"And, and that's not certainly what you want for your child or what you would give your child yourself",,,
B,"and so,",,,
A,And I'm not sure that really child care per se should instill any education per se.,,,
A,Do you know had a I'm saying?,,,
B,"Well, even educated play, uh, supervised play, can teach without,",,,
B,"and I'm not saying talking about sitting down and teaching them math or, or, or something like that but just kind of promoting social skills",,,
B,"and, uh, uh, you know, like my, my child that,",,,
B,"she want be an only child for long,",,,
B,"but, you know, she was an only child,",,,
B,"or maybe your daughter,  not having,",,,
A,Proper interface.,,,
B,"yeah,",,,
B,"yeah,",,,
B,"just,",,,
A,"It's just, just correctness of, of social skills, if you will.",,,
B,"Right,",,,
B,"those basic things that, uh, they would, that, you know, you would be a little bit of, uh, I don't know if manners is a good term or not but,  you  know, dealing with other through proper mannerisms and politeness and so forth, you know, that sort of thing, you'd want your child to learn that, from the experience of someone else, certainly you wouldn't want your child's day care person to yell at them and scream at them and say do this, do that, you know, you'd want them it promote politeness and niceness, you know, the things that you would want any child to learn",,,
B,"and,  the  reason,",,,
B,"that's done through example, you know, not an actual sit down learn situation",,,
B,"so,",,,
A,"Uh, yeah,",,,
A,"uh, it's a very broad issue.",,,
B,"Uh-huh,",,,
B,it is,,,
