Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Uh, it seems like an unusual subject this time of the year",,,
A,"but, uh, it's, it's camping.",,,
B,Really.,,,
B,When was the last time you went?,,,
A,"The last time I went camping was about, uh, in the middle of October,",,,
A,and we went up to Lake Bonham and really enjoyed it.,,,
A,Had a real good time with the family.,,,
A,We do an awful lot of camping.,,,
A,How about yourself?,,,
B,"Well, I haven't been in probably about three years.",,,
A,Uh-huh.,,,
B,"And the last time we went was in, um, well, I guess it was, it was like hunting season,",,,
B,and we went down to like a hunting ground and a lake Lake Sam Rayburn which is in East Texas.,,,
A,Uh-huh.,,,
A,"Yes, oh,",,,
A,Very good.,,,
A,I bet it's pretty over there.,,,
B,It is real pretty.,,,
B,"Um, let's see.",,,
A,"What do you think, what kind of  camping, uh, are you talking about?",,,
B,Do you do a lot of fishing?,,,
A,"Do you go out,",,,
A,"and is camping for you in a motor home, or a trailer,",,,
A,or do you actually put up a tent,,,
A,"or,",,,
B,One of the ones that you pull along,,,
A,"Oh, okay,",,,
A,"so you have,",,,
B,and then is it pop-up?,,,
A,Yeah.,,,
B,Pop-up.,,,
A,"A pop-up trailer, huh.",,,
B,Yeah.,,,
B,What do you have?,,,
A,We have a tent.,,,
B,A tent?,,,
A,Yes,,,
A,So I guess we really rough it.,,,
B,Really.,,,
A,And we really enjoy that.,,,
A,"Uh, one thing, uh, I've done all sorts of camping.",,,
A,"I've, I've camped, uh, in the snow on a glacier.",,,
A,"I've camped, uh, basically almost anywhere, even to the point where we've had to backpack in and everything you carried in was what you had to use to sustain you for that, that camping trip and had to pack it back out.",,,
B,So you're a serious camper.,,,
A,"Well, we enjoy it, yeah.",,,
A,"But since I've been married and with a family, uh, we have to go where there's restrooms And playgrounds, and so forth,",,,
B,"Well, that makes sense.",,,
A,"so, we really enjoy it.",,,
A,"But also while I was growing up, we did have a trailer,",,,
A,"and, uh, I camped in that trailer and in a tent and in, in log cabins and so forth too.",,,
A,So a lot of different things.,,,
A,"And yes,",,,
A,"I,",,,
A,"to answer your questions earlier, yes, I, we do enjoy fishing,",,,
A,and I do go fishing.,,,
A,Haven't done a whole lot down here.,,,
A,"We recently moved from the Rocky Mountain area up in, uh, northern Utah down to here because of work, and, uh, haven't been able to enjoy fishing like I used to up there, which is, uh, clear water fishing and streams and, and rivers.",,,
B,"But when you all went camping is that what you normally, I mean,",,,
B,what did you normally do?,,,
A,"We normally, yeah,",,,
A,"we did, we did a lot of the fishing,",,,
A,"but mainly what we did was we did a lot of hiking and exploring and, and just going out and seeing what there was to see, uh, in the area.",,,
B,"I guess probably just wherever you live at has a lot to do with where, what you're going to do when you go,",,,
B,and you do actually camp.,,,
A,"Oh, yes.",,,
A,"That's true,",,,
A,that's true.,,,
B,"Did you ever like travel around to what's that, the little K O, K O A camps whenever",,,
A,we never did that.,,,
B,ever done that?,,,
A,They,,,
A,"although I've stayed in K O A campgrounds, uh, we've never done that just to go around and camp.",,,
A,"Um, personally, I, when I, when we were growing up and when we were going camping, I thought that was a little too structured of a camp ground.",,,
B,Yeah.,,,
A,"Um, you know, that was mainly for people in motor homes or, or had trailers or, and so on and so forth, where, you know, we really wanted to go camping in a tent",,,
B,Uh-huh.,,,
A,"and, uh, K O A is, is geared for the people that have a  hookup.",,,
B,"That actually  travel, what, city to city, state to state.",,,
A,"Right,",,,
A,"exactly,",,,
A,"and, uh, I started out basically camping when I was, when I was in Boy Scouts,",,,
A,"and we did an awful lot of that as, as a Boy Scout group.",,,
A,"As I mentioned earlier, we went into wilderness areas",,,
A,"and we camped in the snow, and in, uh, snow caves,",,,
A,"and, and, uh,",,,
B,"That's probably where I first started, was in Girl Scouts.",,,
A,All right.,,,
A,"And you got a lot of that in, huh?",,,
B,Yeah,,,
A,What do you like to do when you go camping?,,,
B,"Um, well, let's see. I just, I mean, I just like to go",,,
B,"and, normally I go with a whole group of friends",,,
A,Uh-huh.,,,
B,and we just kind of go and hang out and just do fun stuff.,,,
A,"Enjoy it, huh",,,
B,Roast marshmallows.,,,
A,"Tell scary, or scary stories around the fire",,,
A,"and,",,,
B,"Yeah,",,,
B,"or, um, take a deck of cards if we can actually see and, um, play cards and stuff.",,,
A,"Oh, yeah.",,,
A,"You know, lots, a lot of people I've talked to have said, well, isn't camping boring?",,,
A,"Don't you get, don't you, uh, get bored and not have anything to do,",,,
A,"but I've found out that actually we, we really enjoy getting away from the television, the telephone",,,
B,"Yeah,",,,
B,it's relaxing.,,,
A,"and, yes.",,,
A,Exactly.,,,
A,"Get out,",,,
A,getting out and enjoying nature and each other as company when we're out camping.,,,
B,"Plus, you, um,",,,
B,"kind of makes you appreciate some, a lot of the things you take for granted.",,,
A,Yeah,,,
B,Running water,,,
A,Running water,,,
B,your hair dryer,,,
A,and a private bathroom.,,,
B,curling iron.,,,
A,Yes,,,
B,What about your family.,,,
B,Do your kids and everything like to?,,,
A,"Yes,",,,
A,"they really do, they have a great time,",,,
A,"and like I mentioned, uh, the, we, we've been camping a couple of times this year",,,
A,and the last time was in October,,,
A,"and we went up to Lake Bonham,",,,
A,and there was a playground for them,,,
A,"so they had swings,",,,
