Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,What kind of a car do you drive now?,,,
A,I drive a Honda Prelude.,,,
B,Do you?,,,
B,I drive a Honda Accord.,,,
A,"Oh, yeah",,,
B,Yeah,,,
A,I bought mine a year ago,,,
A,so I'm not buying a car any time soon.,,,
B,"Yeah,",,,
B,me either.,,,
B,"I just bought mine, uh,",,,
B,it will be a year in August.,,,
A,Yeah.,,,
B,I love it though.,,,
B,I love Hondas.,,,
A,Yeah.,,,
A,"It,",,,
B,I think I found my car.,,,
A,"Well, I, I like where all the controls are they're, they're in good spots",,,
B,Right.,,,
B,"Oh, really,",,,
A,Yeah.,,,
B,I have a standard.,,,
A,"But, um,",,,
A,"I,",,,
A,"it's, an it's supposedly real reliable",,,
A,the only thing I've ever heard about Hondas is that the breaks go out first.,,,
B,"Oh, really?",,,
A,Yeah.,,,
B,I hadn't heard that.,,,
A,Yeah.,,,
B,What did you have before you bought that.,,,
A,I had a Buick Regal.,,,
B,Did you?,,,
A,Yeah.,,,
B,"I had, uh, a Mazda R X Seven before that",,,
B,and that was the worse car I've ever driven in my life.,,,
A,"The Buick was, was great.",,,
A,It was nine years old,,,
A,"and it, was still going strong.",,,
B,Really?,,,
A,"The only problems I had with it in the nine years that I owned it, I had to replace the compressor when it was about seven years old.",,,
B,Really?,,,
A,"And that was the only major problem that I had, I mean,",,,
A,I had like little piddly things like I had to replace the muffler,,,
B,Yeah.,,,
A,and I had replaced the tires,,,
A,"and, uh, seems like it had a radiator leak once.",,,
A,"But I never had any major anything, other than the compressor.",,,
B,Right.,,,
B,I really never had anything major with my Mazda,,,
B,but it was a standard also,,,
B,"and the clutch went out on it toward the end,",,,
B,I had it five years,,,
B,"and the last year, last two years it seemed to go out really easily.",,,
B,I think it went out twice in two years,,,
B,"and that's, that's a lot",,,
B,it shouldn't go out that much.,,,
A,Huh-uh.,,,
B,And so I went ahead and bought another standard when I bought the Honda,,,
B,but I don't think I'm going to do that again.,,,
B,I think I'm going back to automatic now.,,,
A,"Well, I never, well,",,,
A,I kind of know how to drive standard,,,
A,but I've never owned one,,,
A,"so I hadn't, I don't drive one a lot.",,,
B,Right.,,,
A,"So, I don't feel comfortable in traffic with it.",,,
B,Right.,,,
A,And for everything I've heard it's a lot easier to sell an automatic.,,,
B,"Yeah,",,,
B,it is.,,,
A,"And, and resale value is really important to me",,,
B,That's true.,,,
B,"Yeah,",,,
B,it is me too,,,
B,that's why I got the Honda.,,,
A,Yeah.,,,
B,Hondas have great resale value.,,,
A,Yeah.,,,
B,The Mazda definitely did not,,,
B,Not at all.,,,
B,They're worse than American cars I think or just as bad as far as resale goes.,,,
A,"I did pretty well with my, uh, Regal because it was in really good shape",,,
A,"but, it still looked real nice,",,,
B,Yeah.,,,
A,"the, the interior was still really nice,",,,
