Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"Oh, go ahead",,,
A,"I, I am glad to talk to an expert.",,,
A,I always wanted to know who an expert was.,,,
B,"Oh, well, I'm not an expert,",,,
B,"I just had a little, I've, I've seen a little pollution in my time.",,,
B,"It's, uh,",,,
B,"the, the chemicals we were dealing with were, uh, a Raid repellent",,,
B,"and, uh, that was really quite dangerous,",,,
B,"I'm not certain that that was,",,,
B,"that, that's really a pollution issue.",,,
B,"I think pollution issue is, is, uh, is, is the argument over, over people catching, uh, things like, uh, respiratory disease.",,,
A,"Uh, well, there, there's two things, uh,",,,
A,"the one I'm interested the most, I guess, myself, uh, would be the, the Freons I mean , for air",,,
A,"the one, I guess, that's the one I'm most curious about is how they're going to replace the Freons in air-conditioning.",,,
A,That seemed to be the biggest surprise to me,,,
A,"and whether,",,,
A,"when they replace it, you know, they're going to really come up with something that is not just as bad.",,,
B,"Well, the, you know,",,,
B,"that, that's another arguable issue",,,
B,"and I, I've seen the, uh, uh, uh,",,,
B,assuming you can buy into global warming I,,,
A,"Yeah,",,,
A,"I, uh, was, uh, you know,",,,
A,"where they were all concerned about that,",,,
A,"but that, that it seems to be,",,,
B,"Well, did you see Carl Sagan on SIXTY MINUTES on, uh, when he was talking about when if, if the, if the war started in, in Kuwait and they'd set those, uh, all",,,
A,"No,",,,
A,I heard about it though.,,,
B,"uh, it was, it was, it was interesting",,,
B,"but, uh, I'm just curious what he has to say now that they've got them all lit.",,,
A,"Was that before,",,,
A,"I didn't see it,",,,
A,was that before they actually did that,,,
A,or it was,,,
B,Yes.,,,
B,"And his argument was, uh, was that, that you would see a, uh, a year with no summer.  Which actually happened.",,,
A,"Because of that,  you know.",,,
B,"And it, it",,,
B,"yes,",,,
B,"it actually happened,",,,
B,"uh, it was a volcano erupted",,,
B,and it was high enough up,,,
B,"but, uh, they had some people from the national meteorological center I think it was which is the national, anyway, research people",,,
B,"and they said that the, uh, that the pollution would not go high enough.",,,
B,"And it's going to be interesting to see if Carl Sagan and his billions and  billions of stars,  may have once made a mistake,",,,
A,Right.,,,
B,"but the, the the general, the opinion among, among the, uh, meteorologists at, uh,",,,
B,"I'm, uh, member of the American Meteorological Society,",,,
B,and,,,
A,Are you,,,
A,you didn't work at T I?,,,
B,"Yeah,",,,
B,I do.,,,
A,"Oh, okay.",,,
B,"But I'm, uh, I, I did that in my .",,,
A,"Where do you work in research,",,,
A,or,,,
B,"No, I'm a planner, a production planner.",,,
A,"Oh, okay.",,,
B,"But I, I, I'm in the active reserves as a weatherman,",,,
B,so.,,,
A,"Oh,  okay,",,,
A,yeah.,,,
B,"Uh,  I, I keep up from time to time,",,,
B,"but what the, the argument is that, uh, that, uh, maybe there isn't global warming and maybe there is.",,,
B,"But, um, if there is, uh, we probably could do something about it now,",,,
